Origin,QA_ID,Score,Source_preview
ID1617,Merge Q2710,-0.2033735564479970,| Heart rate | 100/min |
ID1617,Merge Q2710,-0.21062687384997600,| Temperature | 37.5°C (99.5°F) |
ID0828,Merge Q2711,0.7521199543374940,| Blood pressure | 128/88 mm Hg |
ID0828,Merge Q2711,0.15038834354616900,| --- | --- |
ID0828,Merge Q2711,0.002621803574973490,| Oxygen saturation | 93% on room air |
ID0828,Merge Q2711,-0.07290203884764310,| Heart rate | 82/min |
ID0828,Merge Q2711,-0.5858101762899220,| Temperature | 38.7°C (101.6°F) |
ID0828,Merge Q2711,-1.4280653291888700,| Respiratory rate | 24/min |
ID0828,Merge Q2711,-4.054390670246870,Physical examination reveals bilateral crackles and decreased breath sounds at the right posterior lung base.
ID1820,Merge Q275,0.604978520419507,.
ID1020,Merge Q276,0.0,.
ID1858,Merge Q2820,0.06854918926451320,| Potassium (mEq/liter) | 5.7 | 5.4 | 3.5–5.0 |
ID1858,Merge Q2820,0.0,An electrocardiogram shows normal sinus rhythm with no abnormalities.
ID1858,Merge Q2820,0.0,| Creatinine (mg/dL) | 1.4 | 1.5 | 0.6–1.1 |
ID1858,Merge Q2820,0.0,| Glucose (mg/dL) | 125 | 115 | 70–100 |
ID1858,Merge Q2820,0.0,| Magnesium (mg/dL) | 2.0 | 2.2 | 1.8–3.0 |
ID1858,Merge Q2820,0.0,| Blood urea nitrogen (mg/dL) | 26 | 22 | 10–20 |
ID1858,Merge Q2820,0.0,| Sodium (mEq/liter) | 136 | 134 | 136–145 |
ID1858,Merge Q2820,0.0,| --- | --- | --- | --- |
ID1858,Merge Q2820,0.0,| Carbon dioxide (mEq/liter) | 23 | 24 | 21–30 |
ID1858,Merge Q2820,0.0,| Chloride (mEq/liter) | 101 | 102 | 98–106 |
ID1858,Merge Q2820,-0.36106683183751600,|  | 2 weeks ago | Today | Reference range |
ID1840,Merge Q2838,4.127531638925150,| Serum creatinine | 1.4 mg/dL | Serum creatinine | 1.6 mg/dL |
ID1840,Merge Q2838,0.06259435018595590,| Serum blood urea nitrogen | 64 mg/dL | Serum blood urea nitrogen | 62 mg/dL |
ID1840,Merge Q2838,0.0,| **Initial** | | **After 8 hours** | |
ID1840,Merge Q2838,0.0,| Serum chloride | 102 mmol/L | Serum chloride | 110 mmol/L |
ID1840,Merge Q2838,0.0,| Serum potassium | 4.2 mmol/L | Serum potassium | 4.0 mmol/L |
ID1840,Merge Q2838,-0.1466145899597420,| --- | --- | --- | --- |
ID1840,Merge Q2838,-0.32382268398570000,The patient weighs 84 kg and is 175 centimeters tall.
ID1840,Merge Q2838,-1.3521017058312200,| Urine output | (drained 700 ml) | Urine output | 260 mL |
ID1840,Merge Q2838,-1.8763060381282100,| Serum sodium | 140 mmol/L | Serum sodium | 142 mmol/L |
ID0254,Merge Q286,-1.05482326450285,.
ID0514,Merge Q2896,0.6481807601179090,Indirect bilirubin: 2.7 mg/dL
ID0514,Merge Q2896,0.40995871648192400,D-dimer: <250 ng/mL (Normal: <250 ng/mL)
ID0514,Merge Q2896,0.25809153603325500,Mean corpuscular volume: 90 µm³
ID0514,Merge Q2896,0.24201145397207000,Reticulocyte count: 9%
ID0514,Merge Q2896,0.22413703068771300,"Platelet count: 300,000/mm³"
ID0514,Merge Q2896,0.05725601126624730,Lactate dehydrogenase: 480 U/L (Normal: 140-280 U/L)
ID0514,Merge Q2896,0.0,Haptoglobin: 10 mg/dL (Normal: 41-165 mg/dL)
ID0514,Merge Q2896,-0.8803652315022240,"Leukocyte count: 7,000/mm³"
ID0514,Merge Q2896,-0.9574760645627980,A peripheral blood smear shows reticulocytosis and microspherocytes.
ID1029,Merge Q2898,2.870038072328450,| Alkaline phosphatase | 79 U/L |
ID1029,Merge Q2898,1.3437811105371600,| Bilirubin |  |
ID1029,Merge Q2898,0.939414831062934,"| Leukocyte count | 17,000/mm3 |"
ID1029,Merge Q2898,0.9074425399303440,| Urea nitrogen | 20 mg/dL |
ID1029,Merge Q2898,0.0,| Serum |  |
ID1029,Merge Q2898,-0.6137716417061220,| Total | 1 mg/dL |
ID1029,Merge Q2898,-0.6159828552080390,| Direct | 0.3 mg/dL |
ID1029,Merge Q2898,-0.7816831469535830,| Creatinine | 0.8 mg/dL |
ID1029,Merge Q2898,-0.8143808566054580,| --- | --- |
ID1029,Merge Q2898,-1.8080507128603800,| Hemoglobin | 13.1 g/dL |
ID1029,Merge Q2898,-2.970549265749590,Urinalysis demonstrates mild pyuria.
ID1538,Merge Q29,1.16149427503301,.
ID1652,Merge Q290,0.588080299417128,.
ID1353,Merge Q292,0.0,.
ID1551,Merge Q293,0.0,.
ID1346,Merge Q298,0.0,.
ID1691,Merge Q3003,3.026930272733690,| Serum ceruloplasmin (mg/dL) | 19 | 20.8–43.2 |
ID1691,Merge Q3003,2.60463978935954,| Alanine aminotransferase (U/liter) | 255 | 5–30 |
ID1691,Merge Q3003,1.8170190562289500,"| Platelet count (per mm3) | 220,000 | 150,000–450,000 |"
ID1691,Merge Q3003,1.4031166434288000,| Gamma-glutamyltransferase (U/liter) | 22 | 5–24 |
ID1691,Merge Q3003,1.3733359426260000,"Testing is negative for anti-smooth muscle antibodies, anti-liver-kidney microsomal antibodies, hepatitis B antibodies, "
ID1691,Merge Q3003,0.9115476144578220,| C-reactive protein (mg/liter) | 1 | 0–5 |
ID1691,Merge Q3003,0.6926195070098180,| Aspartate aminotransferase (U/liter) | 334 | 13–35 |
ID1691,Merge Q3003,0.5943952375411460,| Alkaline phosphatase (U/liter) | 160 | 100–320 |
ID1691,Merge Q3003,0.45581451544524400,| Direct bilirubin (mg/dL) | 0.1 | 0.2 |
ID1691,Merge Q3003,0.4356564576419810,| Total protein (g/dL) | 7.0 | 6–8 |
ID1691,Merge Q3003,0.18413246664271800,| Albumin (g/dL) | 4.5 | 3.6–5.2 |
ID1691,Merge Q3003,0.0,| Total immunoglobulin G (mg/dL) | 1100 | 509–1580 |
ID1691,Merge Q3003,0.0,| Hematocrit (%) | 38.5 | 36.0–46.0 |
ID1691,Merge Q3003,0.0,| International normalized ratio | 1.1 | — |
ID1691,Merge Q3003,0.0,"| Leukocyte count (per mm3) | 9000 | 4500–13,500 |"
ID1691,Merge Q3003,0.0,| --- | --- | --- |
ID1691,Merge Q3003,-0.26904711668879400,| Erythrocyte sedimentation rate (mm/hour) | 4 | 0–20 |
ID1691,Merge Q3003,-0.31317098232157500,|  | Patient value | Reference range |
ID1691,Merge Q3003,-0.9225955902698110,| Mean corpuscular volume (μm3) | 85 | 78–102 |
ID1691,Merge Q3003,-1.1143775375515700,| Total bilirubin (mg/dL) | 0.9 | <1.5 |
ID1691,Merge Q3003,-1.20884610737713,| Hemoglobin (g/dL) | 13 | 12–16 |
ID1691,Merge Q3003,-1.3303454924083000,| Ferritin (ng/mL) | 110 | 7–140 |
ID1691,Merge Q3003,-1.9864607937148100,| Prothrombin time | 13 | 11–14 |
ID1113,Merge Q303,1.95604464411736,This modal can be closed by pressing the Escape key or activating the close button.
ID1113,Merge Q303,0.387420078536811,Escape will cancel and close the window.This is a modal window.
ID1113,Merge Q303,-0.626966893672943,.
ID0292,Merge Q3070,25.605644867176700,| 24-hour protein excretion (mg) | 325 | 0–254 |
ID0292,Merge Q3070,11.222466990351700,"A nonstress test is reactive with a baseline heart rate of 140 beats per minute with moderate variability, adequate acce"
ID0292,Merge Q3070,0.0,| Alanine aminotransferase (U/liter) | 10 | 2–25 |
ID0292,Merge Q3070,0.0,| Urine protein-to-creatinine ratio (mg/mg) | 0.35 | <0.20 |
ID0292,Merge Q3070,0.0,| Aspartate aminotransferase (U/liter) | 14 | 4–32 |
ID0292,Merge Q3070,0.0,| Hematocrit (%) | 37 | 28–40 |
ID0292,Merge Q3070,0.0,"| Platelet count (per mm3) | 350,000 | 146,000–429,000 |"
ID0292,Merge Q3070,0.0,| Creatinine (mg/dL) | 0.7 | 0.4–0.9 |
ID0292,Merge Q3070,0.0,| --- | --- | --- |
ID0292,Merge Q3070,0.0,|  | Patient value | Reference range |
ID1164,Merge Q310,0.0,.
ID1585,Merge Q324,2.03291453144891,.
ID0458,Merge Q3284,51.25277873935090,Abdominal radiography demonstrates several radiopaque objects in the stomach.
ID0458,Merge Q3284,14.756374871886900,- HCO3-: 11 mEq/L
ID0458,Merge Q3284,11.505671306832400,- BUN: 20 mg/dL
ID0458,Merge Q3284,0.0,- Na+: 140 mEq/L
ID0458,Merge Q3284,0.0,- Cl-: 101 mEq/L
ID0458,Merge Q3284,0.0,- K+: 3.9 mEq/L
ID0458,Merge Q3284,0.0,- Creatinine: 1.0 mg/dL
ID0458,Merge Q3284,0.0,- Glucose: 99 mg/dL
ID1031,Merge Q3289,1.9726530908946900,- Glucose: 156 mg/dL
ID1031,Merge Q3289,1.1500445519640800,- Serum:
ID1031,Merge Q3289,1.0913076058381000,  - Protein: Positive
ID1031,Merge Q3289,0.41504493050019600,"- Leukocyte count: 5,500/mm³ with normal differential"
ID1031,Merge Q3289,0.30963344104682200,  - Blood: Negative
ID1031,Merge Q3289,0.24103869125247000,- HCO₃⁻: 23 mEq/L
ID1031,Merge Q3289,0.0,- Creatinine: 2.2 mg/dL (baseline 1.9 mg/dL)
ID1031,Merge Q3289,-0.29319120366635800,- Ca²⁺: 9.8 mg/dL
ID1031,Merge Q3289,-0.5093328951599430,- Hematocrit: 36%
ID1031,Merge Q3289,-0.8705414941417180,- Urine:
ID1031,Merge Q3289,-0.9031544763313710,- Cl⁻: 101 mEq/L
ID1031,Merge Q3289,-0.9198871765747880,- K⁺: 5.0 mEq/L
ID1031,Merge Q3289,-1.1454207795254400,- Na⁺: 141 mEq/L
ID1031,Merge Q3289,-1.2561464422500200,"- Platelet count: 117,000/mm³"
ID1031,Merge Q3289,-1.3845218455958100,- Hemoglobin: 12 g/dL
ID1031,Merge Q3289,-1.669623801055990,"The patient is admitted and treated appropriately, leading to resolution of her symptoms."
ID1031,Merge Q3289,-2.4220202094616500,  - Color: Amber
ID1031,Merge Q3289,-3.393684536218640,- BUN: 29 mg/dL
ID1742,Merge Q3295,89.33131766319280,"Despite bimanual uterine massage and administration of oxytocin, the bleeding persists."
ID1742,Merge Q3295,0.6345417757957940,| Prothrombin time | 14 seconds |
ID1742,Merge Q3295,0.0,"| Leukocyte count | 9,000/mm³ |"
ID1742,Merge Q3295,0.0,"| Platelet count | 140,000/mm³ |"
ID1742,Merge Q3295,0.0,| Partial thromboplastin time | 38 seconds |
ID1742,Merge Q3295,0.0,| --- | --- |
ID1742,Merge Q3295,0.0,| Hematocrit | 32.3% |
ID1742,Merge Q3295,0.0,| Hemoglobin | 10.8 g/dL |
ID0541,Merge Q335,1.00066466390913,.
ID1654,Merge Q3350,7.412563689787050,- Blood pressure: 90/60 mmHg
ID1654,Merge Q3350,0.0,The patient is oriented to person and place but not time.
ID1654,Merge Q3350,0.0,- Temperature: 39.1°C (102.4°F)
ID1654,Merge Q3350,0.0,- Pulse: 120/min
ID1654,Merge Q3350,0.0,- Respirations: 20/min
ID1357,Merge Q3369,2.2266261049412000,- White blood cells: 2+
ID1357,Merge Q3369,1.780241805499430,A urine culture has been ordered.
ID1357,Merge Q3369,0.9358415395449240,- Nitrites: 1+
ID1357,Merge Q3369,0.0,- Blood: trace
ID1357,Merge Q3369,0.0,- pH: 5
ID0466,Merge Q34,0.895361731606253,.
ID1789,Merge Q3415,1.2272210462049600,- ALT: 11 U/L
ID1789,Merge Q3415,0.4001185661421240,- AST: 11 U/L
ID1789,Merge Q3415,0.3173619226458240,- K⁺: 4.1 mEq/L
ID1789,Merge Q3415,0.26230164431134000,- Cl⁻: 100 mEq/L
ID1789,Merge Q3415,0.08605691759256530,- Creatinine: 0.9 mg/dL
ID1789,Merge Q3415,0.029533341302126000,- Follicle-Stimulating Hormone (FSH): 16.2 mIU/mL (normal: 4.7–21.5 mIU/mL)
ID1789,Merge Q3415,0.0,- Ca²⁺: 9.7 mg/dL
ID1789,Merge Q3415,0.0,- Estrogen: 240 pg/mL (normal: 64–357 pg/mL)
ID1789,Merge Q3415,0.0,An abdominal ultrasound reveals a normal uterus and ovaries.
ID1789,Merge Q3415,-0.22822359949350400,- Urea nitrogen: 12 mg/dL
ID1789,Merge Q3415,-0.7857079219261490,- HCO₃⁻: 24 mEq/L
ID1789,Merge Q3415,-1.02750264108181,- Glucose: 73 mg/dL
ID1789,Merge Q3415,-1.199447391707050,- Mg²⁺: 1.7 mEq/L
ID1789,Merge Q3415,-1.7491829577762800,- Na⁺: 139 mEq/L
ID1674,Merge Q343,-0.0846232322579019,.
ID1084,Merge Q345,-0.64626115257676,.
ID0422,Merge Q353,-0.452371385471552,.
ID0488,Merge Q360,1.37632109454589,.
ID1859,Merge Q364,0.347974892042307,.
ID1981,Merge Q406,-0.452094332058852,.
ID0660,Merge Q413,-1.02308725713525,.
ID1247,Merge Q415,0.0,.
ID1015,Merge Q421,0.180962623374644,.
ID1015,Merge Q421,0.117569033056498,"C, Hematoxylin and eosin stain (original magnification × 200)."
ID1015,Merge Q421,-0.184483576565981,"B, Hematoxylin and eosin stain (original magnification × 5)."
ID1015,Merge Q421,-0.331159153545823,"D, Hematoxylin and eosin stain (original magnification × 200)."
ID0683,Merge Q422,0.0239673536786896,.
ID0494,Merge Q427,-0.27243025230166,.
ID0904,Merge Q431,0.0942666881871736,.
ID0859,Merge Q434,0.0,.
ID0669,Merge Q437,0.0,.
ID0669,Merge Q437,-0.210120075293438,"B, Axial T2-weighted magnetic resonance image showing dysgenesis of the left cerebellar hemisphere (arrowhead) and vermi"
ID0472,Merge Q444,-2.18155267207186,.
ID0093,Merge Q446,0.0,.
ID0364,Merge Q448,0.0105487395069133,.
ID1734,Merge Q454,0.898913204373494,.
ID1005,Merge Q457,0.0,.
ID1791,Merge Q470,0.0357595429557516,.
ID1485,Merge Q478,0.340257985509791,.
ID1110,Merge Q481,0.0737194210016598,.
ID1121,Merge Q486,0.0956690505655111,.
ID0522,Merge Q491,-0.332727470579122,.
ID1505,Merge Q492,0.0384930856767829,.
ID1321,Merge Q508,0.0,.
ID1573,Merge Q51,0.0,.
ID1893,Merge Q52,1.33327664528757,Intraocular pressures were 4 mm Hg ODand 13 mm Hg OS.
ID1215,Merge Q523,1.39038485855185,"A, Papules on the back with white atrophic center and an erythematous rim."
ID1215,Merge Q523,0.592351826461268,"B, Lesions on the thigh similar to those of the back, alongside atrophic white scars."
ID1215,Merge Q523,0.0,.
ID1366,Merge Q528,3.07241612834389,.
ID1464,Merge Q532,0.0805837154935002,.
ID0710,Merge Q533,-0.0410523158440674,.
ID0747,Merge Q537,-0.864645431896379,.
ID0302,Merge Q539,1.16954693198204,.
ID0302,Merge Q539,0.226051087817143,Nothing proximal to the midtransverse colon was visualized because of a large fecal burden.
ID0703,Merge Q544,-0.0914459635803064,.
ID1014,Merge Q546,2.70446223020554,.
ID1807,Merge Q550,0.734392406381461,.
ID0324,Merge Q552,0.0,.
ID1002,Merge Q560,0.0751986105225419,.
ID1132,Merge Q569,0.0,.
ID1747,Merge Q57,0.5489400746231,"B, Orbital computed tomography on presentation, demonstrating preseptal and periorbital soft tissue swelling and edema w"
ID1747,Merge Q57,0.0,There was no substantial proptosis or orbital masses.
ID1747,Merge Q57,-0.793888022116715,.
ID0837,Merge Q588,2.70809138183523,.
ID1679,Merge Q600,0.0,.
ID1349,Merge Q606,-0.559635501354933,.
ID1430,Merge Q618,0.545353274792433,.
ID1842,Merge Q619,-0.84070810675621,.
ID1001,Merge Q622,-0.0597914655799719,.
ID1048,Merge Q623,1.03955694178308,.
ID1162,Merge Q634,-0.424618882279073,.
ID1162,Merge Q634,-0.610989645123482,"Right, Immunohistochemical staining of biopsy sample (immunohistochemical stain for CD138, original magnification ×400)."
ID0718,Merge Q636,0.0,.
ID0453,Merge Q639,0.0517327073091835,.
ID0296,Merge Q654,0.0,.
ID1347,Merge Q659,0.0,.
ID1229,Merge Q662,0.0,.
ID1197,Merge Q674,0.0,.
ID1197,Merge Q674,0.0,"A 28-year-old man presented with abdominal pain and diarrhea (10-12 Bristol type 7 stools per day; Bristol scale range, "
ID1090,Merge Q683,0.0,.
ID1855,Merge Q690,2.79606501541606,.
ID1076,Merge Q694,0.271781957201507,.
ID1354,Merge Q701,0.0,.
ID0400,Merge Q722,0.0,.
ID1068,Merge Q724,1.1886140408881,.
ID0332,Merge Q731,0.0,.
ID1663,Merge Q732,0.158100641194225,.
ID0894,Merge Q74,0.0,.
ID1450,Merge Q740,-0.179651484746411,.
ID0352,Merge Q747,-0.248506666056186,.
ID1387,Merge Q759,-0.0822229467268501,.
ID1401,Merge Q761,0.571238052996276,Escape will cancel and close the window.This is a modal window.
ID0490,Merge Q771,0.755477444480682,.
ID0490,Merge Q771,-1.72002003167989,Left-heart catheterization demonstrated nonocclusive coronary artery disease.
ID1802,Merge Q779,0.420881950368978,.
ID1266,Merge Q782,0.426061559086838,"A, Thickening and enlargement of both optic nerves (with greater intensity in the right eye than the left eye)."
ID1266,Merge Q782,-3.7304077338419295,"Magnetic resonance imaging (MRI) of the brain was reported to have normal results, but on review, we noted thickening an"
ID1966,Merge Q785,0.338912371668121,.
ID0421,Merge Q788,-0.854030221388883,.
ID0534,Merge Q790,-0.0579668174979273,.
ID0834,Merge Q794,0.0,.
ID0834,Merge Q794,0.0,"seen.Dome-shaped, red-brown papules and nodules affecting the shoulder (A) and upper extremities (B)"
ID0834,Merge Q794,-0.215494063708344,of the patient.
ID1244,Merge Q80,0.0087973650455953,.
ID0826,Merge Q812,-0.929488514166183,.
ID1513,Merge Q82,0.0926540338095172,.
ID1531,Merge Q827,0.885397832372493,.
ID1022,Merge Q833,0.906789528206054,.
ID1797,Merge Q848,0.0,.
ID0602,Merge Q860,0.0,.
ID0726,Merge Q865,-0.0975760780506937,.
ID1017,Merge Q875,0.396693219725163,.
ID1459,Merge Q885,-0.928620868895767,.
ID1986,Merge Q89,1.94325265764886,.
ID1918,Merge Q890,0.0,.
ID1769,Merge Q903,0.0,.
ID0471,Merge Q905,0.231169384034654,.
ID0334,Merge Q908,5.47194773823703,"Right, Pigmented, macular rash on plantar surface of left foot."
ID0334,Merge Q908,0.582033746850672,.
ID1887,Merge Q913,-1.04172368406565,.
ID1970,Merge Q917,0.0,.
ID1077,Merge Q921,3.22921044656776,This modal can be closed by pressing the Escape key or activating the close button.Obtain a whole-body fluorodeoxyglucos
ID1077,Merge Q921,-0.11278772726655,Escape will cancel and close the window.This is a modal window.
ID1959,Merge Q930,0.258450116962194,.
ID0731,Merge Q942,2.36936178803444,This modal can be closed by pressing the Escape key or activating the close button.Perform magnetic resonance imaging of
ID0731,Merge Q942,0.0,Escape will cancel and close the window.This is a modal window.
ID1672,Merge Q983,-0.464688927531384,.
ID1574,Merge Q985,-0.265962756632371,.
ID0467,Merge Q990,0.976693019270897,.
ID1651,Merge Q995,0.109494173819964,.
