Origin,Problem ID,Labeled Date,Duration (s),Labeling state,User ID,Respondent type,q1,Correct answer,Response correct
ID0521-phase5,39547260,6/3/26,132,Labeled,579547,med student,h',H,Yes
ID0521-phase5,39547260,6/4/26,105,Labeled,579918,med student,f',H,No
ID0521-phase5,39547260,6/3/26,119,Labeled,584340,med student,i',H,No
ID0522-phase5,39547261,6/11/26,18,Labeled,579547,med student,a',C,No
ID0522-phase5,39547261,6/11/26,111,Labeled,586841,med student,a',C,No
ID0522-phase5,39547261,6/12/26,79,Labeled,618830,med student,b',C,No
ID0523-phase5,39547262,6/11/26,116,Labeled,579918,med student,c',D,No
ID0523-phase5,39547262,6/2/26,85,Labeled,584340,med student,e',D,No
ID0523-phase5,39547262,6/2/26,143,Labeled,601253,med student,b',D,No
ID0526-phase5,39547263,6/5/26,128,Labeled,579547,med student,a',D,No
ID0526-phase5,39547263,6/10/26,135,Labeled,579918,med student,c',D,No
ID0526-phase5,39547263,6/4/26,309,Labeled,601253,med student,b',D,No
ID0528-phase5,39547264,6/10/26,119,Labeled,579918,med student,b',B,Yes
ID0528-phase5,39547264,6/5/26,134,Labeled,584340,med student,d',B,No
ID0528-phase5,39547264,6/4/26,196,Labeled,601253,med student,c',B,No
ID0529-phase5,39547265,6/5/26,109,Labeled,579918,med student,d',D,Yes
ID0529-phase5,39547265,6/6/26,100,Labeled,584340,med student,d',D,Yes
ID0529-phase5,39547265,6/12/26,43,Labeled,618830,med student,d',D,Yes
ID0532-phase5,39547266,5/27/26,229,Labeled,579474,med student,b',B,Yes
ID0532-phase5,39547266,5/30/26,105,Labeled,584340,med student,d',B,No
ID0532-phase5,39547266,5/29/26,62,Labeled,586831,med student,f',B,No
ID0533-phase5,39547267,5/28/26,51,Labeled,579474,med student,a',C,No
ID0533-phase5,39547267,5/30/26,64,Labeled,584340,med student,c',C,Yes
ID0533-phase5,39547267,6/11/26,30,Labeled,586841,med student,d',C,No
ID0534-phase5,39547268,6/10/26,131,Labeled,579918,med student,b',B,Yes
ID0534-phase5,39547268,6/3/26,120,Labeled,584340,med student,a',B,No
ID0534-phase5,39547268,6/4/26,360,Labeled,601253,med student,b',B,Yes
ID0535-phase5,39547269,6/9/26,125,Labeled,579547,med student,c',C,Yes
ID0535-phase5,39547269,6/1/26,113,Labeled,584340,med student,c',C,Yes
ID0535-phase5,39547269,6/2/26,193,Labeled,601253,med student,c',C,Yes
ID0541-phase5,39547270,6/11/26,128,Labeled,584340,med student,b',B,Yes
ID0541-phase5,39547270,6/11/26,83,Labeled,586841,med student,a',B,No
ID0541-phase5,39547270,6/12/26,47,Labeled,618830,med student,b',B,Yes
ID0542-phase5,39547271,6/1/26,33,Labeled,579547,med student,d',D,Yes
ID0542-phase5,39547271,6/1/26,67,Labeled,584340,med student,d',D,Yes
ID0542-phase5,39547271,6/1/26,98,Labeled,601253,med student,d',D,Yes
ID0543-phase5,39547272,6/12/26,72,Labeled,584340,med student,d',D,Yes
ID0543-phase5,39547272,6/12/26,84,Labeled,586841,med student,d',D,Yes
ID0543-phase5,39547272,6/13/26,138,Labeled,618830,med student,d',D,Yes
ID0546-phase5,39547273,6/9/26,36,Labeled,579547,med student,d',D,Yes
ID0546-phase5,39547273,6/1/26,84,Labeled,584340,med student,d',D,Yes
ID0546-phase5,39547273,6/1/26,16,Labeled,601253,med student,d',D,Yes
ID0552-phase5,39547274,6/11/26,176,Labeled,579918,med student,b',C,No
ID0552-phase5,39547274,6/2/26,89,Labeled,584340,med student,a',C,No
ID0552-phase5,39547274,6/3/26,175,Labeled,603017,med student,b',C,No
ID0553-phase5,39547275,6/4/26,74,Labeled,601253,med student,d',C,No
ID0553-phase5,39547275,6/5/26,252,Labeled,603017,med student,d',C,No
ID0553-phase5,39547275,6/8/26,101,Labeled,618830,med student,c',C,Yes
ID0554-phase5,39547276,6/3/26,133,Labeled,579547,med student,a',A,Yes
ID0554-phase5,39547276,6/11/26,110,Labeled,579918,med student,a',A,Yes
ID0554-phase5,39547276,6/3/26,80,Labeled,584340,med student,a',A,Yes
ID0561-phase5,39547277,6/13/26,44,Labeled,579547,med student,a',D,No
ID0561-phase5,39547277,6/11/26,61,Labeled,586841,med student,c',D,No
ID0561-phase5,39547277,6/12/26,137,Labeled,618830,med student,c',D,No
ID0564-phase5,39547278,6/5/26,163,Labeled,579918,med student,d',D,Yes
ID0564-phase5,39547278,6/10/26,111,Labeled,584340,med student,c',D,No
ID0564-phase5,39547278,6/10/26,63,Labeled,618830,med student,b',D,No
ID0566-phase5,39547279,6/10/26,102,Labeled,584340,med student,b',B,Yes
ID0566-phase5,39547279,6/4/26,173,Labeled,601253,med student,b',B,Yes
ID0566-phase5,39547279,6/5/26,145,Labeled,603017,med student,b',B,Yes
ID0567-phase5,39547280,5/31/26,260,Labeled,579474,med student,d',C,No
ID0567-phase5,39547280,5/30/26,127,Labeled,584340,med student,d',C,No
ID0567-phase5,39547280,5/31/26,90,Labeled,586841,med student,e',C,No
ID0569-phase5,39547281,6/4/26,142,Labeled,584340,med student,b',D,No
ID0569-phase5,39547281,6/4/26,26,Labeled,601253,med student,b',D,No
ID0569-phase5,39547281,6/4/26,128,Labeled,603017,med student,c',D,No
ID0572-phase5,39547282,6/4/26,177,Labeled,584340,med student,c',C,Yes
ID0572-phase5,39547282,6/4/26,227,Labeled,601253,med student,c',C,Yes
ID0572-phase5,39547282,6/8/26,161,Labeled,618830,med student,j',C,No
ID0574-phase5,39547283,6/3/26,96,Labeled,584340,med student,a',H,No
ID0574-phase5,39547283,6/4/26,6,Labeled,601253,med student,e',H,No
ID0574-phase5,39547283,6/3/26,51,Labeled,603017,med student,c',H,No
ID0576-phase5,39547284,6/2/26,107,Labeled,584340,med student,c',C,Yes
ID0576-phase5,39547284,6/2/26,79,Labeled,601253,med student,c',C,Yes
ID0576-phase5,39547284,6/9/26,40,Labeled,618830,med student,c',C,Yes
ID0577-phase5,39547285,6/3/26,143,Labeled,579547,med student,c',C,Yes
ID0577-phase5,39547285,6/3/26,111,Labeled,584340,med student,c',C,Yes
ID0577-phase5,39547285,6/2/26,171,Labeled,601253,med student,a',C,No
ID0577-phase5,39547285,6/3/26,73,Labeled,603017,med student,b',C,No
ID0578-phase5,39547286,6/6/26,208,Labeled,579918,med student,d',D,Yes
ID0578-phase5,39547286,6/5/26,165,Labeled,603017,med student,c',D,No
ID0578-phase5,39547286,6/9/26,241,Labeled,618830,med student,d',D,Yes
ID0581-phase5,39547287,6/13/26,95,Labeled,584340,med student,a',B,No
ID0581-phase5,39547287,6/12/26,91,Labeled,586841,med student,j',B,No
ID0581-phase5,39547287,6/13/26,78,Labeled,618830,med student,j',B,No
ID0584-phase5,39547288,6/5/26,65,Labeled,579918,med student,b',C,No
ID0584-phase5,39547288,6/6/26,99,Labeled,584340,med student,a',C,No
ID0584-phase5,39547288,6/5/26,333,Labeled,601253,med student,c',C,Yes
ID0587-phase5,39547289,6/5/26,99,Labeled,579918,med student,e',E,Yes
ID0587-phase5,39547289,6/4/26,146,Labeled,584340,med student,b',E,No
ID0587-phase5,39547289,6/4/26,755,Labeled,601253,med student,i',E,No
ID0589-phase5,39547290,5/29/26,123,Labeled,584340,med student,a',C,No
ID0589-phase5,39547290,5/30/26,84,Labeled,618830,med student,c',C,Yes
ID0589-phase5,39547290,6/1/26,53,Labeled,680819,med student,d',C,No
ID0590-phase5,39547291,6/1/26,126,Labeled,579474,med student,a',D,No
ID0590-phase5,39547291,5/31/26,131,Labeled,584340,med student,a',D,No
ID0590-phase5,39547291,6/10/26,269,Labeled,601253,med student,a',D,No
ID0591-phase5,39547292,6/12/26,138,Labeled,579547,med student,c',C,Yes
ID0591-phase5,39547292,6/11/26,62,Labeled,586841,med student,d',C,No
ID0591-phase5,39547292,6/12/26,79,Labeled,618830,med student,g',C,No
ID0594-phase5,39547293,5/27/26,115,Labeled,579474,med student,a',G,No
ID0594-phase5,39547293,5/30/26,109,Labeled,584340,med student,a',G,No
ID0594-phase5,39547293,5/28/26,67,Labeled,618830,med student,g',G,Yes
ID0594-phase5,39547293,6/1/26,35,Labeled,680819,med student,a',G,No
ID0595-phase5,39547294,6/12/26,164,Labeled,586841,med student,i',J,No
ID0595-phase5,39547294,6/13/26,106,Labeled,601253,med student,d',J,No
ID0595-phase5,39547294,6/12/26,63,Labeled,618830,med student,j',J,Yes
ID0596-phase5,39547295,6/1/26,60,Labeled,579474,med student,c',A,No
ID0596-phase5,39547295,6/1/26,47,Labeled,579547,med student,a',A,Yes
ID0596-phase5,39547295,5/31/26,119,Labeled,584340,med student,a',A,Yes
ID0598-phase5,39547296,6/7/26,145,Labeled,579918,med student,c',C,Yes
ID0598-phase5,39547296,6/9/26,100,Labeled,584340,med student,d',C,No
ID0598-phase5,39547296,6/11/26,68,Labeled,586841,med student,d',C,No
ID0599-phase5,39547297,6/5/26,196,Labeled,579918,med student,a',A,Yes
ID0599-phase5,39547297,6/11/26,126,Labeled,584340,med student,a',A,Yes
ID0599-phase5,39547297,6/5/26,86,Labeled,603017,med student,b',A,No
ID0600-phase5,39547298,6/1/26,17,Labeled,579474,med student,c',B,No
ID0600-phase5,39547298,6/1/26,26,Labeled,579547,med student,b',B,Yes
ID0600-phase5,39547298,6/1/26,65,Labeled,601253,med student,b',B,Yes
ID0601-phase5,39547299,6/1/26,17,Labeled,579474,med student,d',A,No
ID0601-phase5,39547299,6/1/26,16,Labeled,579547,med student,d',A,No
ID0601-phase5,39547299,5/31/26,93,Labeled,584340,med student,d',A,No
ID0602-phase5,39547300,6/1/26,86,Labeled,579474,med student,d',D,Yes
ID0602-phase5,39547300,5/31/26,102,Labeled,584340,med student,c',D,No
ID0602-phase5,39547300,6/2/26,193,Labeled,601253,med student,c',D,No
ID0604-phase5,39547301,6/3/26,55,Labeled,579474,med student,d',C,No
ID0604-phase5,39547301,6/9/26,70,Labeled,579918,med student,c',C,Yes
ID0604-phase5,39547301,6/2/26,59,Labeled,584340,med student,c',C,Yes
ID0605-phase5,39547302,6/11/26,64,Labeled,579918,med student,f',E,No
ID0605-phase5,39547302,5/29/26,95,Labeled,584340,med student,f',E,No
ID0605-phase5,39547302,5/30/26,211,Labeled,618830,med student,e',E,Yes
ID0607-phase5,39547303,5/30/26,91,Labeled,584340,med student,a',A,Yes
ID0607-phase5,39547303,5/30/26,57,Labeled,618830,med student,a',A,Yes
ID0607-phase5,39547303,6/1/26,26,Labeled,680819,med student,a',A,Yes
ID0609-phase5,39547304,6/8/26,20,Labeled,579547,med student,d',D,Yes
ID0609-phase5,39547304,6/2/26,127,Labeled,601253,med student,d',D,Yes
ID0609-phase5,39547304,6/2/26,136,Labeled,603017,med student,c',D,No
ID0614-phase5,39547305,6/1/26,34,Labeled,579547,med student,a',A,Yes
ID0614-phase5,39547305,5/31/26,133,Labeled,584340,med student,a',A,Yes
ID0614-phase5,39547305,6/10/26,24,Labeled,618830,med student,d',A,No
ID0616-phase5,39547306,6/1/26,136,Labeled,579547,med student,i',I,Yes
ID0616-phase5,39547306,5/30/26,151,Labeled,584340,med student,e',I,No
ID0616-phase5,39547306,5/30/26,166,Labeled,618830,med student,i',I,Yes
ID0617-phase5,39547307,6/12/26,87,Labeled,586841,med student,d',D,Yes
ID0617-phase5,39547307,6/13/26,136,Labeled,601253,med student,d',D,Yes
ID0617-phase5,39547307,6/13/26,136,Labeled,618830,med student,d',D,Yes
ID0618-phase5,39547308,6/1/26,306,Labeled,579547,med student,a',A,Yes
ID0618-phase5,39547308,6/11/26,74,Labeled,584340,med student,a',A,Yes
ID0618-phase5,39547308,6/1/26,97,Labeled,601253,med student,a',A,Yes
ID0619-phase5,39547309,6/12/26,68,Labeled,584340,med student,c',C,Yes
ID0619-phase5,39547309,6/12/26,78,Labeled,586841,med student,c',C,Yes
ID0619-phase5,39547309,6/13/26,156,Labeled,618830,med student,d',C,No
ID0621-phase5,39547310,5/28/26,53,Labeled,579474,med student,b',C,No
ID0621-phase5,39547310,6/9/26,115,Labeled,584340,med student,b',C,No
ID0621-phase5,39547310,5/31/26,60,Labeled,586841,med student,e',C,No
ID0622-phase5,39547311,6/2/26,182,Labeled,579547,med student,a',D,No
ID0622-phase5,39547311,6/2/26,90,Labeled,584340,med student,d',D,Yes
ID0622-phase5,39547311,6/2/26,280,Labeled,601253,med student,d',D,Yes
ID0623-phase5,39547312,6/8/26,19,Labeled,579547,med student,a',A,Yes
ID0623-phase5,39547312,5/29/26,58,Labeled,584340,med student,a',A,Yes
ID0623-phase5,39547312,5/29/26,36,Labeled,586841,med student,d',A,No
ID0625-phase5,39547313,5/30/26,185,Labeled,579474,med student,i',I,Yes
ID0625-phase5,39547313,6/8/26,9,Labeled,579547,med student,b',I,No
ID0625-phase5,39547313,5/29/26,107,Labeled,584340,med student,i',I,Yes
ID0626-phase5,39547314,5/29/26,81,Labeled,584340,med student,d',D,Yes
ID0626-phase5,39547314,5/29/26,93,Labeled,586831,med student,c',D,No
ID0626-phase5,39547314,5/28/26,29,Labeled,586841,med student,b',D,No
ID0627-phase5,39547315,6/11/26,173,Labeled,579918,med student,d',J,No
ID0627-phase5,39547315,6/11/26,90,Labeled,586841,med student,d',J,No
ID0627-phase5,39547315,6/13/26,116,Labeled,618830,med student,d',J,No
ID0628-phase5,39547316,6/4/26,347,Labeled,579547,med student,c',C,Yes
ID0628-phase5,39547316,6/4/26,90,Labeled,584340,med student,c',C,Yes
ID0628-phase5,39547316,6/4/26,96,Labeled,618830,med student,d',C,No
ID0634-phase5,39547317,6/3/26,69,Labeled,579474,med student,b',B,Yes
ID0634-phase5,39547317,6/4/26,120,Labeled,584340,med student,b',B,Yes
ID0634-phase5,39547317,6/10/26,91,Labeled,601253,med student,b',B,Yes
ID0635-phase5,39547318,6/3/26,17,Labeled,579474,med student,a',D,No
ID0635-phase5,39547318,6/3/26,110,Labeled,603017,med student,c',D,No
ID0635-phase5,39547318,6/9/26,134,Labeled,618830,med student,a',D,No
ID0636-phase5,39547319,5/29/26,103,Labeled,584340,med student,d',C,No
ID0636-phase5,39547319,5/28/26,62,Labeled,586841,med student,d',C,No
ID0636-phase5,39547319,6/1/26,53,Labeled,680819,med student,d',C,No
ID0647-phase5,39547320,6/4/26,127,Labeled,579474,med student,c',C,Yes
ID0647-phase5,39547320,6/4/26,131,Labeled,584340,med student,c',C,Yes
ID0647-phase5,39547320,6/4/26,71,Labeled,601253,med student,c',C,Yes
ID0651-phase5,39547321,6/11/26,26,Labeled,579547,med student,a',C,No
ID0651-phase5,39547321,6/11/26,88,Labeled,579918,med student,c',C,Yes
ID0651-phase5,39547321,6/11/26,95,Labeled,586841,med student,a',C,No
ID0652-phase5,39547322,6/1/26,34,Labeled,579547,med student,a',A,Yes
ID0652-phase5,39547322,5/30/26,72,Labeled,584340,med student,a',A,Yes
ID0652-phase5,39547322,6/9/26,82,Labeled,618830,med student,a',A,Yes
ID0653-phase5,39547323,6/3/26,635,Labeled,579547,med student,d',D,Yes
ID0653-phase5,39547323,5/31/26,100,Labeled,584340,med student,d',D,Yes
ID0653-phase5,39547323,6/3/26,75,Labeled,603017,med student,a',D,No
ID0654-phase5,39547324,6/12/26,95,Labeled,584340,med student,c',C,Yes
ID0654-phase5,39547324,6/12/26,106,Labeled,586841,med student,c',C,Yes
ID0654-phase5,39547324,6/12/26,79,Labeled,618830,med student,c',C,Yes
ID0655-phase5,39547325,6/11/26,99,Labeled,579547,med student,e',E,Yes
ID0655-phase5,39547325,6/11/26,70,Labeled,586841,med student,d',E,No
ID0655-phase5,39547325,6/12/26,106,Labeled,618830,med student,e',E,Yes
ID0656-phase5,39547326,6/2/26,234,Labeled,579547,med student,a',A,Yes
ID0656-phase5,39547326,6/1/26,119,Labeled,584340,med student,b',A,No
ID0656-phase5,39547326,6/9/26,123,Labeled,603017,med student,a',A,Yes
ID0658-phase5,39547327,6/5/26,260,Labeled,579547,med student,j',D,No
ID0658-phase5,39547327,6/6/26,209,Labeled,579918,med student,i',D,No
ID0658-phase5,39547327,6/8/26,97,Labeled,584340,med student,j',D,No
ID0660-phase5,39547328,6/7/26,200,Labeled,579918,med student,b',C,No
ID0660-phase5,39547328,6/11/26,176,Labeled,584340,med student,c',C,Yes
ID0660-phase5,39547328,6/9/26,5,Labeled,618830,med student,c',C,Yes
ID0662-phase5,39547329,6/5/26,174,Labeled,579918,med student,a',A,Yes
ID0662-phase5,39547329,6/7/26,104,Labeled,584340,med student,a',A,Yes
ID0662-phase5,39547329,6/5/26,101,Labeled,603017,med student,a',A,Yes
ID0665-phase5,39547330,6/2/26,90,Labeled,584340,med student,c',C,Yes
ID0665-phase5,39547330,6/4/26,20,Labeled,601253,med student,d',C,No
ID0665-phase5,39547330,6/4/26,72,Labeled,618830,med student,c',C,Yes
ID0668-phase5,39547331,6/1/26,99,Labeled,579474,med student,e',H,No
ID0668-phase5,39547331,6/11/26,36,Labeled,579918,med student,c',H,No
ID0668-phase5,39547331,5/31/26,141,Labeled,584340,med student,c',H,No
ID0668-phase5,39547331,6/12/26,167,Labeled,618830,med student,e',H,No
ID0669-phase5,39547332,6/5/26,167,Labeled,579918,med student,d',D,Yes
ID0669-phase5,39547332,6/4/26,18,Labeled,601253,med student,b',D,No
ID0669-phase5,39547332,6/9/26,116,Labeled,618830,med student,a',D,No
ID0671-phase5,39547333,5/28/26,107,Labeled,579474,med student,d',D,Yes
ID0671-phase5,39547333,5/30/26,182,Labeled,618830,med student,d',D,Yes
ID0671-phase5,39547333,6/1/26,30,Labeled,680819,med student,c',D,No
ID0672-phase5,39547334,6/10/26,132,Labeled,584340,med student,d',G,No
ID0672-phase5,39547334,6/11/26,97,Labeled,586841,med student,h',G,No
ID0672-phase5,39547334,6/12/26,110,Labeled,618830,med student,f',G,No
ID0673-phase5,39547335,6/5/26,182,Labeled,579918,med student,c',A,No
ID0673-phase5,39547335,6/10/26,116,Labeled,584340,med student,b',A,No
ID0673-phase5,39547335,6/4/26,73,Labeled,601253,med student,a',A,Yes
ID0675-phase5,39547336,5/29/26,58,Labeled,586831,med student,b',A,No
ID0675-phase5,39547336,5/29/26,56,Labeled,586841,med student,a',A,Yes
ID0675-phase5,39547336,5/28/26,119,Labeled,618830,med student,a',A,Yes
ID0680-phase5,39547337,6/3/26,125,Labeled,584340,med student,b',A,No
ID0680-phase5,39547337,6/4/26,73,Labeled,601253,med student,a',A,Yes
ID0680-phase5,39547337,6/9/26,82,Labeled,618830,med student,b',A,No
ID0682-phase5,39547338,5/29/26,43,Labeled,586831,med student,c',C,Yes
ID0682-phase5,39547338,5/29/26,30,Labeled,586841,med student,c',C,Yes
ID0682-phase5,39547338,5/28/26,55,Labeled,618830,med student,d',C,No
ID0683-phase5,39547339,6/3/26,52,Labeled,579474,med student,b',D,No
ID0683-phase5,39547339,6/2/26,134,Labeled,579547,med student,d',D,Yes
ID0683-phase5,39547339,6/4/26,122,Labeled,584340,med student,c',D,No
ID0684-phase5,39547340,5/31/26,84,Labeled,579474,med student,j',J,Yes
ID0684-phase5,39547340,6/10/26,120,Labeled,584340,med student,i',J,No
ID0684-phase5,39547340,5/28/26,94,Labeled,586841,med student,i',J,No
ID0692-phase5,39547341,6/11/26,118,Labeled,579547,med student,c',B,No
ID0692-phase5,39547341,6/9/26,95,Labeled,584340,med student,a',B,No
ID0692-phase5,39547341,6/10/26,191,Labeled,618830,med student,a',B,No
ID0693-phase5,39547342,6/9/26,60,Labeled,579547,med student,d',D,Yes
ID0693-phase5,39547342,6/4/26,84,Labeled,601253,med student,d',D,Yes
ID0693-phase5,39547342,6/5/26,63,Labeled,603017,med student,d',D,Yes
ID0695-phase5,39547343,6/2/26,30,Labeled,579474,med student,d',D,Yes
ID0695-phase5,39547343,6/11/26,13,Labeled,579547,med student,d',D,Yes
ID0695-phase5,39547343,6/1/26,105,Labeled,584340,med student,d',D,Yes
ID0698-phase5,39547344,6/4/26,67,Labeled,584340,med student,a',A,Yes
ID0698-phase5,39547344,6/11/26,81,Labeled,586841,med student,c',A,No
ID0698-phase5,39547344,6/4/26,110,Labeled,601253,med student,b',A,No
ID0699-phase5,39547345,6/2/26,198,Labeled,579474,med student,c',C,Yes
ID0699-phase5,39547345,6/2/26,197,Labeled,601253,med student,c',C,Yes
ID0699-phase5,39547345,6/9/26,172,Labeled,618830,med student,c',C,Yes
ID0701-phase5,39547346,6/2/26,175,Labeled,579547,med student,d',H,No
ID0701-phase5,39547346,6/2/26,117,Labeled,584340,med student,g',H,No
ID0701-phase5,39547346,6/3/26,35,Labeled,603017,med student,g',H,No
ID0702-phase5,39547347,6/10/26,47,Labeled,579918,med student,d',A,No
ID0702-phase5,39547347,6/10/26,134,Labeled,584340,med student,a',A,Yes
ID0702-phase5,39547347,6/12/26,61,Labeled,618830,med student,c',A,No
ID0703-phase5,39547348,5/28/26,59,Labeled,579474,med student,b',B,Yes
ID0703-phase5,39547348,5/29/26,107,Labeled,584340,med student,b',B,Yes
ID0703-phase5,39547348,5/29/26,90,Labeled,586831,med student,d',B,No
ID0703-phase5,39547348,5/28/26,40,Labeled,618830,med student,b',B,Yes
ID0708-phase5,39547349,5/30/26,48,Labeled,579474,med student,c',C,Yes
ID0708-phase5,39547349,5/31/26,112,Labeled,584340,med student,c',C,Yes
ID0708-phase5,39547349,5/31/26,222,Labeled,618830,med student,c',C,Yes
ID0710-phase5,39547350,6/1/26,65,Labeled,579474,med student,d',D,Yes
ID0710-phase5,39547350,6/11/26,752,Labeled,579547,med student,d',D,Yes
ID0710-phase5,39547350,6/1/26,104,Labeled,584340,med student,c',D,No
ID0712-phase5,39547351,5/31/26,50,Labeled,579474,med student,b',A,No
ID0712-phase5,39547351,5/30/26,105,Labeled,584340,med student,a',A,Yes
ID0712-phase5,39547351,6/11/26,65,Labeled,586841,med student,a',A,Yes
ID0713-phase5,39547352,6/5/26,144,Labeled,579918,med student,b',B,Yes
ID0713-phase5,39547352,6/5/26,198,Labeled,601253,med student,b',B,Yes
ID0713-phase5,39547352,6/7/26,126,Labeled,603017,med student,b',B,Yes
ID0715-phase5,39547353,6/12/26,59,Labeled,584340,med student,c',B,No
ID0715-phase5,39547353,6/12/26,88,Labeled,586841,med student,c',B,No
ID0715-phase5,39547353,6/12/26,60,Labeled,618830,med student,c',B,No
ID0716-phase5,39547354,6/2/26,75,Labeled,579474,med student,d',D,Yes
ID0716-phase5,39547354,6/1/26,105,Labeled,584340,med student,a',D,No
ID0716-phase5,39547354,6/1/26,72,Labeled,601253,med student,d',D,Yes
ID0717-phase5,39547355,6/4/26,42,Labeled,579474,med student,b',B,Yes
ID0717-phase5,39547355,6/9/26,84,Labeled,584340,med student,b',B,Yes
ID0717-phase5,39547355,6/4/26,142,Labeled,601253,med student,j',B,No
ID0718-phase5,39547356,6/13/26,127,Labeled,584340,med student,b',B,Yes
ID0718-phase5,39547356,6/11/26,88,Labeled,586841,med student,b',B,Yes
ID0718-phase5,39547356,6/12/26,141,Labeled,618830,med student,b',B,Yes
ID0721-phase5,39547357,6/9/26,120,Labeled,579547,med student,a',A,Yes
ID0721-phase5,39547357,6/11/26,186,Labeled,579918,med student,a',A,Yes
ID0721-phase5,39547357,6/8/26,102,Labeled,584340,med student,a',A,Yes
ID0723-phase5,39547358,6/3/26,192,Labeled,579474,med student,a',B,No
ID0723-phase5,39547358,6/4/26,119,Labeled,579547,med student,a',B,No
ID0723-phase5,39547358,6/3/26,110,Labeled,584340,med student,a',B,No
ID0726-phase5,39547359,5/27/26,109,Labeled,579474,med student,b',B,Yes
ID0726-phase5,39547359,5/29/26,42,Labeled,586831,med student,c',B,No
ID0726-phase5,39547359,5/28/26,110,Labeled,618830,med student,a',B,No
ID0731-phase5,39547360,6/3/26,135,Labeled,579474,med student,c',C,Yes
ID0731-phase5,39547360,6/3/26,217,Labeled,579547,med student,c',C,Yes
ID0731-phase5,39547360,6/3/26,78,Labeled,603017,med student,c',C,Yes
ID0732-phase5,39547361,6/12/26,100,Labeled,584340,med student,b',C,No
ID0732-phase5,39547361,6/12/26,73,Labeled,586841,med student,b',C,No
ID0732-phase5,39547361,6/13/26,35,Labeled,618830,med student,c',C,Yes
ID0733-phase5,39547362,6/11/26,161,Labeled,584340,med student,b',D,No
ID0733-phase5,39547362,6/11/26,104,Labeled,586841,med student,b',D,No
ID0733-phase5,39547362,6/10/26,73,Labeled,618830,med student,b',D,No
ID0735-phase5,39547363,5/31/26,129,Labeled,579474,med student,b',B,Yes
ID0735-phase5,39547363,5/30/26,97,Labeled,584340,med student,b',B,Yes
ID0735-phase5,39547363,5/30/26,21,Labeled,618830,med student,d',B,No
ID0737-phase5,39547364,6/13/26,143,Labeled,584340,med student,f',J,No
ID0737-phase5,39547364,6/12/26,82,Labeled,586841,med student,f',J,No
ID0737-phase5,39547364,6/13/26,125,Labeled,618830,med student,f',J,No
ID0740-phase5,39547365,6/3/26,212,Labeled,579547,med student,d',C,No
ID0740-phase5,39547365,6/2/26,87,Labeled,584340,med student,d',C,No
ID0740-phase5,39547365,6/3/26,160,Labeled,603017,med student,d',C,No
ID0746-phase5,39547366,6/11/26,102,Labeled,579918,med student,c',C,Yes
ID0746-phase5,39547366,6/8/26,95,Labeled,584340,med student,a',C,No
ID0746-phase5,39547366,6/11/26,85,Labeled,586841,med student,b',C,No
ID0747-phase5,39547367,6/3/26,105,Labeled,579474,med student,a',D,No
ID0747-phase5,39547367,6/3/26,164,Labeled,584340,med student,c',D,No
ID0747-phase5,39547367,6/11/26,104,Labeled,586841,med student,a',D,No
ID0752-phase5,39547368,6/1/26,24,Labeled,579547,med student,a',A,Yes
ID0752-phase5,39547368,5/31/26,84,Labeled,584340,med student,a',A,Yes
ID0752-phase5,39547368,6/11/26,97,Labeled,586841,med student,a',A,Yes
ID0753-phase5,39547369,6/1/26,37,Labeled,579474,med student,c',G,No
ID0753-phase5,39547369,6/9/26,145,Labeled,584340,med student,g',G,Yes
ID0753-phase5,39547369,6/1/26,194,Labeled,601253,med student,c',G,No
ID0754-phase5,39547370,6/3/26,415,Labeled,579547,med student,c',B,No
ID0754-phase5,39547370,6/2/26,77,Labeled,584340,med student,a',B,No
ID0754-phase5,39547370,6/11/26,93,Labeled,586841,med student,c',B,No
ID0757-phase5,39547371,5/30/26,123,Labeled,584340,med student,c',B,No
ID0757-phase5,39547371,5/31/26,83,Labeled,586841,med student,c',B,No
ID0757-phase5,39547371,6/9/26,207,Labeled,618830,med student,c',B,No
ID0758-phase5,39547372,6/7/26,166,Labeled,579474,med student,d',D,Yes
ID0758-phase5,39547372,6/6/26,137,Labeled,579918,med student,d',D,Yes
ID0758-phase5,39547372,6/11/26,166,Labeled,584340,med student,d',D,Yes
ID0759-phase5,39547373,6/8/26,38,Labeled,579547,med student,b',B,Yes
ID0759-phase5,39547373,6/2/26,70,Labeled,584340,med student,d',B,No
ID0759-phase5,39547373,6/3/26,31,Labeled,603017,med student,b',B,Yes
ID0761-phase5,39547374,6/2/26,142,Labeled,579474,med student,f',D,No
ID0761-phase5,39547374,6/10/26,113,Labeled,579918,med student,h',D,No
ID0761-phase5,39547374,6/2/26,77,Labeled,584340,med student,h',D,No
ID0764-phase5,39547375,6/5/26,133,Labeled,579918,med student,j',B,No
ID0764-phase5,39547375,6/4/26,108,Labeled,584340,med student,a',B,No
ID0764-phase5,39547375,6/5/26,83,Labeled,603017,med student,b',B,Yes
ID0765-phase5,39547376,6/6/26,306,Labeled,579918,med student,b',J,No
ID0765-phase5,39547376,6/8/26,115,Labeled,584340,med student,b',J,No
ID0765-phase5,39547376,6/11/26,62,Labeled,586841,med student,b',J,No
ID0766-phase5,39547377,6/4/26,10,Labeled,579547,med student,d',D,Yes
ID0766-phase5,39547377,6/4/26,49,Labeled,579918,med student,d',D,Yes
