model,Origin,concordance_pct,n_sentence_pairs,missing_model_row,model_csv
Qwen-72B_SR,ID1147,50.0,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1148,77.77777777777777,18,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1149,66.66666666666667,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1150,76.47058823529412,17,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1151,60.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1152,60.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1153,88.88888888888889,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1154,80.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1157,63.63636363636363,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1158,60.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1161,100.0,3,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1162,77.77777777777777,18,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1163,55.55555555555556,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1164,100.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1167,80.0,15,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1170,90.9090909090909,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1171,100.0,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1172,75.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1175,62.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1176,66.66666666666667,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1179,54.54545454545455,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1180,100.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1181,100.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1182,55.55555555555556,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1184,66.66666666666667,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1185,28.571428571428573,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1187,83.33333333333333,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1190,100.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1193,25.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1194,85.71428571428571,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1197,100.0,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1199,100.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1200,60.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1201,61.53846153846154,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1202,60.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1204,75.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1206,78.57142857142857,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1208,83.33333333333333,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1209,25.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1212,25.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1215,33.333333333333336,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1217,70.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1218,76.92307692307692,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1223,37.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1226,50.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1227,71.42857142857143,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1228,50.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1229,93.75,16,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1239,85.71428571428571,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1240,75.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1244,68.75,16,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1245,66.66666666666667,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1246,69.23076923076923,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1247,100.0,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1248,100.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1249,100.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1252,66.66666666666667,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1254,75.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1255,75.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1256,57.142857142857146,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1258,80.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1261,85.71428571428571,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1262,75.0,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1266,75.0,16,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1268,33.333333333333336,3,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1269,63.63636363636363,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1270,57.142857142857146,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1271,81.81818181818181,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1272,75.0,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1273,76.92307692307692,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1277,62.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1278,90.9090909090909,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1279,53.84615384615385,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1280,83.33333333333333,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1284,50.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1285,55.55555555555556,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1287,53.333333333333336,15,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1288,87.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1290,80.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1294,80.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1296,54.54545454545455,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1297,100.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1298,66.66666666666667,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1299,71.42857142857143,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1302,83.33333333333333,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1307,71.42857142857143,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1308,54.54545454545455,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1309,66.66666666666667,3,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1310,62.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1313,62.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1316,80.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1318,64.28571428571429,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1320,,0,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1321,66.66666666666667,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1324,100.0,3,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1328,50.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1329,83.33333333333333,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1330,100.0,3,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1331,72.72727272727273,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1332,64.70588235294117,17,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1333,72.72727272727273,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1335,80.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1336,100.0,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1338,44.44444444444444,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1339,81.25,16,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1340,85.71428571428571,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1343,66.66666666666667,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1345,77.77777777777777,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1346,57.142857142857146,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1347,70.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1349,100.0,15,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1353,78.57142857142857,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1354,92.3076923076923,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1355,33.333333333333336,3,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1357,100.0,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1359,63.63636363636363,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1366,75.0,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1369,42.85714285714285,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1371,50.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1378,100.0,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1380,71.42857142857143,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1383,60.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1384,77.77777777777777,9,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1385,83.33333333333333,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1387,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1388,54.54545454545455,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1389,40.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1392,50.0,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1394,84.61538461538461,13,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1395,100.0,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1396,50.0,4,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1398,81.81818181818181,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1399,90.9090909090909,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1401,54.54545454545455,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1402,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1403,92.85714285714286,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1405,100.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1409,100.0,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1413,60.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1414,71.42857142857143,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1416,80.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1418,71.42857142857143,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1421,75.0,12,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1422,80.0,10,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1423,80.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1425,100.0,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1426,90.9090909090909,11,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1428,80.0,5,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1430,92.85714285714286,14,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1432,66.66666666666667,6,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1434,57.142857142857146,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1438,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1439,100.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1442,100.0,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1445,42.85714285714285,7,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
Qwen-72B_SR,ID1446,62.5,8,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/[SR]Qwen72B_annotated_MedPAIR_relevancy.csv
