QA_ID,Origin,Round 2,Round 1,Ground_Truth,data_source
Merge Q632,ID1002,C,C,C,jama
Merge Q633,ID1005,C,D,C,jama
Merge Q634,ID1006,C,B,B,jama
Merge Q635,ID1009,D,C,D,medxpert
Merge Q636,ID1011,D,B,D,jama
Merge Q637,ID1013,D,C,D,mmlu
Merge Q638,ID1014,B,C,B,jama
Merge Q639,ID1015,D,D,D,jama
Merge Q640,ID1016,D,D,D,jama
Merge Q641,ID1017,D,B,D,jama
Merge Q642,ID1019,A,B,D,jama
Merge Q643,ID1020,C,C,C,jama
Merge Q644,ID1021,A,B,A,jama
Merge Q645,ID1022,D,D,D,jama
Merge Q646,ID1024,C,D,D,medbullets
Merge Q647,ID1025,A,B,A,mmlu
Merge Q648,ID1026,D,D,B,medxpert
Merge Q649,ID1028,A,D,D,medbullets
Merge Q650,ID1029,C,D,G,medxpert
Merge Q651,ID1031,I,C,G,medxpert
Merge Q652,ID1032,C,B,A,jama
Merge Q653,ID1035,A,A,C,jama
Merge Q654,ID1037,B,B,B,jama
Merge Q655,ID1038,B,B,D,jama
Merge Q656,ID1040,D,C,D,jama
Merge Q657,ID1044,C,D,C,mmlu
Merge Q658,ID1047,B,B,B,jama
Merge Q659,ID1048,B,B,B,jama
Merge Q660,ID1049,D,C,D,jama
Merge Q661,ID1051,B,B,A,medbullets
Merge Q662,ID1055,C,A,E,medxpert
Merge Q663,ID1058,H,C,D,medxpert
Merge Q664,ID1059,C,A,C,mmlu
Merge Q665,ID1060,D,D,C,jama
Merge Q666,ID1062,J,C,E,medxpert
Merge Q667,ID1063,B,C,B,mmlu
Merge Q668,ID1064,C,B,A,mmlu
Merge Q669,ID1065,G,C,G,medxpert
Merge Q670,ID1066,C,B,B,medxpert
Merge Q671,ID1067,E,A,G,medxpert
Merge Q672,ID1068,A,C,C,jama
Merge Q673,ID1070,D,B,B,jama
Merge Q674,ID1071,B,A,B,jama
Merge Q675,ID1072,D,D,A,medxpert
Merge Q676,ID1073,A,B,D,jama
Merge Q677,ID1074,D,D,D,medxpert
Merge Q678,ID1075,D,B,C,jama
Merge Q679,ID1076,B,D,B,jama
Merge Q680,ID1077,D,B,D,jama
Merge Q681,ID1079,B,B,C,jama
Merge Q682,ID1080,B,B,B,jama
Merge Q683,ID1081,D,D,D,medbullets
Merge Q684,ID1082,B,B,B,mmlu
Merge Q685,ID1084,D,D,D,jama
Merge Q686,ID1085,C,B,D,medxpert
Merge Q687,ID1087,B,B,B,jama
Merge Q688,ID1088,B,C,B,mmlu
Merge Q689,ID1089,B,C,B,jama
Merge Q690,ID1090,D,A,D,jama
Merge Q691,ID1093,C,A,C,medbullets
Merge Q692,ID1098,A,C,A,jama
Merge Q693,ID1099,B,A,A,jama
Merge Q694,ID1101,B,B,C,jama
Merge Q695,ID1102,B,B,B,medxpert
Merge Q696,ID1108,B,B,E,medxpert
Merge Q697,ID1110,A,B,A,jama
Merge Q698,ID1112,A,A,A,mmlu
Merge Q699,ID1113,C,B,C,jama
Merge Q700,ID1114,C,C,C,mmlu
Merge Q701,ID1116,B,B,B,medbullets
Merge Q702,ID1117,C,B,C,medxpert
Merge Q703,ID1118,A,C,B,jama
Merge Q704,ID1119,B,D,B,jama
Merge Q705,ID1121,C,C,C,jama
Merge Q706,ID1123,D,B,D,jama
Merge Q707,ID1125,J,B,A,medxpert
Merge Q708,ID1127,B,C,C,jama
Merge Q709,ID1129,C,A,C,medbullets
Merge Q710,ID1130,A,A,A,medbullets
Merge Q711,ID1131,B,C,D,jama
Merge Q712,ID1132,B,C,D,jama
Merge Q713,ID1135,B,B,B,jama
Merge Q714,ID1137,B,D,B,medbullets
Merge Q715,ID1138,B,A,A,jama
Merge Q716,ID1139,B,C,B,jama
Merge Q717,ID1140,C,B,C,jama
Merge Q718,ID1141,F,D,G,medxpert
Merge Q719,ID1142,D,A,D,medbullets
Merge Q720,ID1146,B,B,B,jama
Merge Q721,ID1147,I,B,E,medxpert
Merge Q722,ID1148,B,B,B,jama
Merge Q723,ID1149,C,C,D,jama
Merge Q724,ID1150,A,C,A,jama
Merge Q725,ID1151,C,A,C,medxpert
Merge Q726,ID1152,C,C,C,mmlu
Merge Q727,ID1153,A,A,A,medbullets
Merge Q728,ID1154,F,A,D,medxpert
Merge Q729,ID1155,D,B,C,medxpert
Merge Q730,ID1157,C,B,C,medbullets
Merge Q731,ID1158,C,C,C,medbullets
Merge Q732,ID1160,C,B,B,jama
Merge Q733,ID1161,B,B,J,medxpert
Merge Q734,ID1162,B,B,B,jama
Merge Q735,ID1163,D,C,D,mmlu
Merge Q736,ID1164,B,B,B,jama
Merge Q737,ID1166,B,B,B,jama
Merge Q738,ID1167,B,C,A,jama
Merge Q739,ID1170,C,B,C,jama
Merge Q740,ID1171,D,C,B,jama
Merge Q741,ID1172,A,C,F,medxpert
Merge Q742,ID1174,D,B,C,jama
Merge Q743,ID1175,A,A,A,jama
Merge Q744,ID1176,C,B,B,medxpert
Merge Q745,ID1178,C,A,C,jama
Merge Q746,ID1179,C,C,C,medxpert
Merge Q747,ID1180,D,A,D,mmlu
Merge Q748,ID1181,D,B,D,mmlu
Merge Q749,ID1182,B,B,B,mmlu
Merge Q750,ID1183,C,C,C,jama
Merge Q751,ID1184,C,B,C,medxpert
Merge Q752,ID1185,C,C,C,jama
Merge Q753,ID1187,D,B,D,mmlu
Merge Q754,ID1189,B,A,A,medxpert
Merge Q755,ID1190,E,A,H,medxpert
Merge Q756,ID1193,B,D,B,jama
Merge Q757,ID1194,D,C,H,medxpert
Merge Q758,ID1197,A,C,C,jama
Merge Q759,ID1198,A,C,C,jama
Merge Q760,ID1199,A,D,A,medxpert
Merge Q761,ID1200,C,C,C,medbullets
Merge Q762,ID1201,C,B,C,jama
Merge Q763,ID1202,A,B,A,medbullets
Merge Q764,ID1204,C,A,C,jama
Merge Q765,ID1206,B,A,B,mmlu
Merge Q766,ID1207,A,B,D,jama
Merge Q767,ID1208,B,C,B,medxpert
Merge Q768,ID1209,D,B,D,mmlu
Merge Q769,ID1212,J,D,I,medxpert
Merge Q770,ID1214,B,B,C,jama
Merge Q771,ID1215,B,B,B,jama
Merge Q772,ID1216,B,B,B,jama
Merge Q773,ID1217,D,C,D,jama
Merge Q774,ID1218,A,D,A,medbullets
Merge Q775,ID1219,B,C,C,jama
Merge Q776,ID1221,D,A,D,medbullets
Merge Q777,ID1223,D,D,D,mmlu
Merge Q778,ID1224,B,A,B,jama
Merge Q779,ID1226,H,C,G,medxpert
Merge Q780,ID1227,C,B,C,mmlu
Merge Q781,ID1228,B,C,B,medbullets
Merge Q782,ID1229,A,B,B,jama
Merge Q783,ID1230,A,B,B,jama
Merge Q784,ID1232,C,B,C,medbullets
Merge Q785,ID1233,C,A,C,jama
Merge Q786,ID1234,B,A,B,jama
Merge Q787,ID1236,D,D,D,jama
Merge Q788,ID1239,D,D,D,mmlu
Merge Q789,ID1240,B,A,A,mmlu
Merge Q790,ID1242,C,B,C,jama
Merge Q791,ID1244,C,A,C,jama
Merge Q792,ID1245,B,C,B,medbullets
Merge Q793,ID1246,B,B,A,medbullets
Merge Q794,ID1247,B,C,B,jama
Merge Q795,ID1248,D,C,D,mmlu
Merge Q796,ID1249,C,A,A,medbullets
Merge Q797,ID1251,B,C,C,medxpert
Merge Q798,ID1252,E,C,G,medxpert
Merge Q799,ID1254,E,B,E,medxpert
Merge Q800,ID1255,H,C,I,medxpert
Merge Q801,ID1256,F,D,D,medxpert
Merge Q802,ID1258,D,D,D,mmlu
Merge Q803,ID1260,C,D,C,jama
Merge Q804,ID1261,B,D,B,mmlu
Merge Q805,ID1262,B,A,B,medbullets
Merge Q806,ID1264,A,B,C,jama
Merge Q807,ID1266,A,A,C,jama
Merge Q808,ID1267,A,B,A,jama
Merge Q809,ID1268,D,A,D,mmlu
Merge Q810,ID1269,C,C,C,medbullets
Merge Q811,ID1270,J,B,J,medxpert
Merge Q812,ID1271,D,C,D,medbullets
Merge Q813,ID1272,D,C,A,mmlu
Merge Q814,ID1273,D,A,C,jama
Merge Q815,ID1275,B,A,B,jama
Merge Q816,ID1276,C,C,C,jama
Merge Q817,ID1277,D,C,D,mmlu
Merge Q818,ID1278,C,C,C,medbullets
Merge Q819,ID1279,C,D,C,medbullets
Merge Q820,ID1280,B,D,B,medxpert
Merge Q821,ID1281,B,A,B,jama
Merge Q822,ID1284,F,B,H,medxpert
Merge Q823,ID1285,B,B,B,jama
Merge Q824,ID1286,D,D,B,jama
Merge Q825,ID1287,D,D,D,mmlu
Merge Q826,ID1288,B,D,C,jama
Merge Q827,ID1289,C,C,C,jama
Merge Q828,ID1290,A,B,A,jama
Merge Q829,ID1291,J,D,H,medxpert
Merge Q830,ID1294,E,A,B,medxpert
Merge Q831,ID1296,B,D,B,mmlu
Merge Q832,ID1297,A,A,B,mmlu
Merge Q833,ID1298,A,D,H,medxpert
Merge Q834,ID1299,E,B,E,medxpert
Merge Q835,ID1301,B,A,B,jama
Merge Q836,ID1302,D,D,D,mmlu
Merge Q837,ID1303,C,D,C,jama
Merge Q838,ID1307,B,A,D,medbullets
Merge Q839,ID1308,D,D,B,jama
Merge Q840,ID1309,D,B,D,medxpert
Merge Q841,ID1310,D,C,D,mmlu
Merge Q842,ID1311,B,C,B,medxpert
Merge Q843,ID1312,H,B,F,medxpert
Merge Q844,ID1313,D,A,C,medbullets
Merge Q845,ID1314,B,C,B,jama
Merge Q846,ID1315,D,C,D,medbullets
Merge Q847,ID1316,C,B,C,mmlu
Merge Q848,ID1318,C,D,C,jama
Merge Q849,ID1320,C,B,C,jama
Merge Q850,ID1321,C,D,C,jama
Merge Q851,ID1324,D,A,F,medxpert
Merge Q852,ID1328,A,C,H,medxpert
Merge Q853,ID1329,D,B,D,medbullets
Merge Q854,ID1330,B,C,B,mmlu
Merge Q855,ID1331,B,B,B,mmlu
Merge Q856,ID1332,B,B,B,jama
Merge Q857,ID1333,G,A,C,medxpert
Merge Q858,ID1334,C,C,C,jama
Merge Q859,ID1335,D,B,D,mmlu
Merge Q860,ID1336,C,D,C,mmlu
Merge Q861,ID1337,C,D,A,medbullets
Merge Q862,ID1338,D,B,D,medbullets
Merge Q863,ID1339,D,B,D,mmlu
Merge Q864,ID1340,H,C,C,medxpert
Merge Q865,ID1343,B,D,D,medbullets
Merge Q866,ID1345,C,B,C,medbullets
Merge Q867,ID1346,C,C,C,jama
Merge Q868,ID1347,B,A,A,jama
Merge Q869,ID1348,C,B,C,jama
Merge Q870,ID1349,C,A,D,jama
Merge Q871,ID1350,C,C,A,jama
Merge Q872,ID1352,A,B,D,jama
Merge Q873,ID1353,C,B,C,jama
Merge Q874,ID1354,B,B,B,jama
Merge Q875,ID1355,A,D,A,mmlu
Merge Q876,ID1356,C,C,F,medxpert
Merge Q877,ID1357,E,B,B,medxpert
Merge Q878,ID1359,C,B,A,jama
Merge Q879,ID1360,B,B,D,jama
Merge Q880,ID1362,B,C,B,medbullets
Merge Q881,ID1366,B,D,B,jama
Merge Q882,ID1368,C,C,D,jama
Merge Q883,ID1369,D,D,C,medxpert
Merge Q884,ID1371,D,D,A,medbullets
Merge Q885,ID1373,C,A,C,jama
Merge Q886,ID1374,A,D,A,jama
Merge Q887,ID1376,D,B,A,jama
Merge Q888,ID1377,C,D,C,jama
Merge Q889,ID1378,B,C,B,medbullets
Merge Q890,ID1380,B,C,A,medxpert
Merge Q891,ID1381,A,B,B,jama
Merge Q892,ID1382,C,D,C,jama
Merge Q893,ID1383,A,D,A,mmlu
Merge Q894,ID1384,A,D,A,medbullets
Merge Q895,ID1385,B,C,A,medxpert
Merge Q896,ID1387,C,A,C,jama
Merge Q897,ID1388,A,B,C,jama
Merge Q898,ID1389,B,C,E,medxpert
Merge Q899,ID1391,D,B,D,jama
Merge Q900,ID1392,C,A,J,medxpert
Merge Q901,ID1394,C,B,C,medbullets
Merge Q902,ID1395,J,B,J,medxpert
Merge Q903,ID1396,G,C,J,medxpert
Merge Q904,ID1397,B,D,C,medbullets
Merge Q905,ID1398,C,D,C,jama
Merge Q906,ID1399,E,B,E,medxpert
Merge Q907,ID1401,A,C,C,jama
Merge Q908,ID1402,C,B,C,jama
Merge Q909,ID1403,D,C,B,jama
Merge Q910,ID1405,B,C,B,mmlu
Merge Q911,ID1409,B,B,G,medxpert
Merge Q912,ID1411,D,C,B,medbullets
Merge Q913,ID1413,C,C,C,medbullets
Merge Q914,ID1414,B,B,B,medxpert
Merge Q915,ID1416,B,C,B,jama
Merge Q916,ID1418,D,B,D,mmlu
Merge Q917,ID1419,B,B,B,jama
Merge Q918,ID1421,D,A,D,mmlu
Merge Q919,ID1422,B,B,C,medbullets
Merge Q920,ID1423,F,D,F,medxpert
Merge Q921,ID1425,D,D,D,mmlu
Merge Q922,ID1426,D,B,D,mmlu
Merge Q923,ID1428,A,C,F,medxpert
Merge Q924,ID1429,A,C,C,jama
Merge Q925,ID1430,C,B,C,jama
Merge Q926,ID1431,C,B,A,jama
Merge Q927,ID1432,G,B,E,medxpert
Merge Q928,ID1434,J,B,D,medxpert
Merge Q929,ID1438,D,C,D,jama
Merge Q930,ID1439,B,D,B,medbullets
Merge Q931,ID1442,D,B,D,mmlu
Merge Q932,ID1445,A,C,A,mmlu
Merge Q933,ID1446,C,B,C,mmlu
Merge Q934,ID1448,C,C,B,medxpert
Merge Q935,ID1449,C,B,C,medxpert
Merge Q936,ID1450,C,A,C,jama
Merge Q937,ID1452,D,D,D,medbullets
Merge Q938,ID1453,A,B,D,jama
Merge Q939,ID1454,B,D,B,mmlu
Merge Q940,ID1457,B,C,A,medbullets
Merge Q941,ID1458,C,A,C,jama
Merge Q942,ID1459,A,C,A,jama
Merge Q943,ID1460,D,D,D,mmlu
Merge Q944,ID1462,A,C,A,medxpert
Merge Q945,ID1463,E,C,G,medxpert
Merge Q946,ID1464,C,C,A,jama
Merge Q947,ID1466,D,B,D,mmlu
Merge Q948,ID1467,D,A,D,mmlu
Merge Q949,ID1468,D,B,A,medbullets
Merge Q950,ID1469,C,B,C,jama
Merge Q951,ID1474,B,B,B,mmlu
Merge Q952,ID1475,C,D,C,medbullets
Merge Q953,ID1476,B,A,C,jama
Merge Q954,ID1477,B,C,B,jama
Merge Q955,ID1479,D,B,D,mmlu
Merge Q956,ID1480,D,B,D,medbullets
Merge Q957,ID1481,A,A,C,jama
Merge Q958,ID1483,E,C,F,medxpert
Merge Q959,ID1485,C,D,C,jama
Merge Q960,ID1486,A,D,B,jama
Merge Q961,ID1488,A,C,D,medbullets
Merge Q962,ID1489,A,A,A,medbullets
Merge Q963,ID1490,A,D,A,medbullets
Merge Q964,ID1491,B,A,B,jama
Merge Q965,ID1492,A,B,F,medxpert
Merge Q966,ID1494,B,C,B,medbullets
Merge Q967,ID1495,B,C,B,medbullets
Merge Q968,ID1496,A,A,A,medbullets
Merge Q969,ID1500,C,A,C,mmlu
Merge Q970,ID1501,E,B,J,medxpert
Merge Q971,ID1504,F,A,D,medxpert
Merge Q972,ID1505,D,C,D,jama
Merge Q973,ID1506,D,B,D,mmlu
Merge Q974,ID1507,C,A,C,mmlu
Merge Q975,ID1508,D,B,D,medbullets
Merge Q976,ID1510,A,C,D,jama
Merge Q977,ID1513,D,D,D,jama
Merge Q978,ID1514,A,D,A,jama
Merge Q979,ID1515,A,B,A,mmlu
Merge Q980,ID1517,B,B,C,jama
Merge Q981,ID1518,D,A,D,jama
Merge Q982,ID1520,A,B,A,jama
Merge Q983,ID1524,C,B,C,mmlu
Merge Q984,ID1525,A,A,A,jama
Merge Q985,ID1526,B,C,B,medbullets
Merge Q986,ID1529,B,C,B,jama
Merge Q987,ID1530,D,B,D,jama
Merge Q988,ID1531,C,B,C,jama
Merge Q989,ID1532,B,C,B,jama
Merge Q990,ID1533,D,C,D,jama
Merge Q991,ID1534,C,D,C,medbullets
Merge Q992,ID1536,A,C,A,medbullets
Merge Q993,ID1538,B,B,B,jama
Merge Q994,ID1539,C,C,D,medbullets
Merge Q995,ID1540,B,B,B,jama
Merge Q996,ID1541,B,C,B,medbullets
Merge Q997,ID1543,D,A,D,mmlu
Merge Q998,ID1544,C,B,C,mmlu
Merge Q999,ID1545,B,B,C,jama
Merge Q1000,ID1550,D,C,B,jama
Merge Q1001,ID1551,C,D,C,jama
Merge Q1002,ID1552,D,A,D,medbullets
Merge Q1003,ID1553,A,B,A,medbullets
Merge Q1004,ID1555,C,A,C,jama
Merge Q1005,ID1557,C,B,I,medxpert
Merge Q1006,ID1558,A,D,A,jama
Merge Q1007,ID1559,G,B,J,medxpert
Merge Q1008,ID1560,D,B,D,jama
Merge Q1009,ID1561,C,A,A,jama
Merge Q1010,ID1565,B,C,B,medbullets
Merge Q1011,ID1566,C,C,B,medbullets
Merge Q1012,ID1567,A,D,E,medxpert
Merge Q1013,ID1569,B,D,D,mmlu
Merge Q1014,ID1570,A,B,A,medbullets
Merge Q1015,ID1571,B,A,B,medxpert
Merge Q1016,ID1572,G,D,F,medxpert
Merge Q1017,ID1573,C,D,C,jama
Merge Q1018,ID1574,C,B,C,jama
Merge Q1019,ID1575,C,C,C,jama
Merge Q1020,ID1578,G,A,H,medxpert
Merge Q1021,ID1580,J,B,C,medxpert
Merge Q1022,ID1581,C,C,D,jama
Merge Q1023,ID1582,C,C,F,medxpert
Merge Q1024,ID1583,A,D,A,mmlu
Merge Q1025,ID1584,A,D,A,jama
Merge Q1026,ID1585,C,B,C,jama
Merge Q1027,ID1586,D,A,D,mmlu
Merge Q1028,ID1587,A,C,B,mmlu
Merge Q1029,ID1588,D,C,D,jama
Merge Q1030,ID1590,D,A,A,mmlu
Merge Q1031,ID1591,I,B,I,medxpert
Merge Q1032,ID1593,E,D,J,medxpert
Merge Q1033,ID1594,B,C,B,jama
Merge Q1034,ID1596,C,B,D,mmlu
Merge Q1035,ID1599,B,D,B,medbullets
Merge Q1036,ID1601,C,C,C,jama
Merge Q1037,ID1602,A,A,A,medbullets
Merge Q1038,ID1605,B,B,C,jama
Merge Q1039,ID1607,A,A,C,jama
Merge Q1040,ID1610,B,C,B,jama
Merge Q1041,ID1612,A,C,C,jama
Merge Q1042,ID1613,D,B,D,mmlu
Merge Q1043,ID1614,A,B,I,medxpert
Merge Q1044,ID1617,C,C,D,medxpert
Merge Q1045,ID1618,A,D,C,jama
Merge Q1046,ID1622,D,C,D,mmlu
Merge Q1047,ID1625,H,D,H,medxpert
Merge Q1048,ID1629,C,C,C,medbullets
Merge Q1049,ID1632,C,C,C,medbullets
Merge Q1050,ID1633,D,C,D,mmlu
Merge Q1051,ID1634,A,D,A,medbullets
Merge Q1052,ID1636,B,B,B,medbullets
Merge Q1053,ID1637,D,B,D,medbullets
Merge Q1054,ID1638,D,C,D,jama
Merge Q1055,ID1640,B,A,E,medxpert
Merge Q1056,ID1641,D,C,D,jama
Merge Q1057,ID1645,D,B,D,jama
Merge Q1058,ID1646,C,D,C,medxpert
Merge Q1059,ID1650,B,B,B,mmlu
Merge Q1060,ID1651,A,C,B,jama
Merge Q1061,ID1652,A,A,A,jama
Merge Q1062,ID1653,B,A,B,jama
Merge Q1063,ID1654,I,A,J,medxpert
Merge Q1064,ID1655,D,C,B,jama
Merge Q1065,ID1656,E,C,E,medxpert
Merge Q1066,ID1659,B,B,B,jama
Merge Q1067,ID1660,C,D,C,mmlu
Merge Q1068,ID1662,D,B,D,mmlu
Merge Q1069,ID1663,B,C,B,jama
Merge Q1070,ID1664,D,B,D,jama
Merge Q1071,ID1666,D,D,D,medbullets
Merge Q1072,ID1667,F,A,A,medxpert
Merge Q1073,ID1668,D,A,A,medbullets
Merge Q1074,ID1671,A,B,B,jama
Merge Q1075,ID1672,D,D,D,jama
Merge Q1076,ID1673,B,B,B,medxpert
Merge Q1077,ID1674,C,A,C,jama
Merge Q1078,ID1676,C,B,G,medxpert
Merge Q1079,ID1678,A,D,C,jama
Merge Q1080,ID1679,D,C,D,jama
Merge Q1081,ID1680,C,D,C,jama
Merge Q1082,ID1683,D,A,B,jama
Merge Q1083,ID1684,E,A,G,medxpert
Merge Q1084,ID1685,B,C,B,medbullets
Merge Q1085,ID1687,C,C,E,medxpert
Merge Q1086,ID1688,D,D,D,mmlu
Merge Q1087,ID1689,A,C,B,jama
Merge Q1088,ID1691,J,D,F,medxpert
Merge Q1089,ID1692,C,B,C,jama
Merge Q1090,ID1693,C,D,C,medbullets
Merge Q1091,ID1694,J,B,J,medxpert
Merge Q1092,ID1695,A,C,B,jama
Merge Q1093,ID1696,F,C,J,medxpert
Merge Q1094,ID1697,C,C,B,jama
Merge Q1095,ID1698,B,B,B,medxpert
Merge Q1096,ID1699,D,C,D,jama
Merge Q1097,ID1700,C,A,C,mmlu
Merge Q1098,ID1701,B,B,B,mmlu
Merge Q1099,ID1702,D,A,C,jama
Merge Q1100,ID1704,C,A,C,medbullets
Merge Q1101,ID1706,B,C,C,medbullets
Merge Q1102,ID1710,B,B,B,jama
Merge Q1103,ID1711,B,C,C,jama
Merge Q1104,ID1712,C,D,C,medxpert
Merge Q1105,ID1713,C,B,C,jama
Merge Q1106,ID1714,B,B,B,jama
Merge Q1107,ID1715,D,B,D,mmlu
Merge Q1108,ID1716,C,C,D,jama
Merge Q1109,ID1717,H,D,A,medxpert
Merge Q1110,ID1718,C,D,C,medbullets
Merge Q1111,ID1722,A,A,J,medxpert
Merge Q1112,ID1724,G,A,A,medxpert
Merge Q1113,ID1725,D,B,D,mmlu
Merge Q1114,ID1727,G,C,C,medxpert
Merge Q1115,ID1728,D,D,C,jama
Merge Q1116,ID1732,A,D,D,jama
Merge Q1117,ID1734,D,D,D,jama
Merge Q1118,ID1738,B,B,A,medbullets
Merge Q1119,ID1741,F,D,F,medxpert
Merge Q1120,ID1742,A,B,C,medxpert
Merge Q1121,ID1743,A,B,A,medxpert
Merge Q1122,ID1744,A,A,A,medxpert
Merge Q1123,ID1746,J,A,E,medxpert
Merge Q1124,ID1747,B,C,C,jama
Merge Q1125,ID1749,D,A,D,mmlu
Merge Q1126,ID1750,I,B,I,medxpert
Merge Q1127,ID1751,G,D,H,medxpert
Merge Q1128,ID1755,G,B,B,medxpert
Merge Q1129,ID1756,B,A,B,jama
Merge Q1130,ID1757,H,B,J,medxpert
Merge Q1131,ID1758,H,B,F,medxpert
Merge Q1132,ID1761,B,B,D,jama
Merge Q1133,ID1762,B,C,B,jama
Merge Q1134,ID1765,D,C,C,jama
Merge Q1135,ID1766,D,B,D,medxpert
Merge Q1136,ID1767,D,D,F,medxpert
Merge Q1137,ID1768,C,B,C,medbullets
Merge Q1138,ID1769,C,C,C,jama
Merge Q1139,ID1772,E,C,E,medxpert
Merge Q1140,ID1773,B,C,B,medxpert
Merge Q1141,ID1774,B,C,B,mmlu
Merge Q1142,ID1775,C,A,G,medxpert
Merge Q1143,ID1776,B,A,B,medxpert
Merge Q1144,ID1777,D,D,E,medxpert
Merge Q1145,ID1778,D,A,I,medxpert
Merge Q1146,ID1779,A,B,D,medxpert
Merge Q1147,ID1783,J,C,J,medxpert
Merge Q1148,ID1786,D,D,D,medbullets
Merge Q1149,ID1787,A,D,A,jama
Merge Q1150,ID1788,D,B,D,mmlu
Merge Q1151,ID1789,J,A,F,medxpert
Merge Q1152,ID1790,B,D,B,jama
Merge Q1153,ID1791,C,B,C,jama
Merge Q1154,ID1792,C,A,C,jama
Merge Q1155,ID1793,B,B,B,mmlu
Merge Q1156,ID1795,I,C,A,medxpert
Merge Q1157,ID1797,D,A,B,jama
Merge Q1158,ID1798,A,B,A,mmlu
Merge Q1159,ID1799,A,A,D,jama
Merge Q1160,ID1800,A,C,A,mmlu
Merge Q1161,ID1802,C,B,C,jama
Merge Q1162,ID1807,B,C,B,jama
Merge Q1163,ID1808,B,A,B,mmlu
Merge Q1164,ID1809,C,B,C,jama
Merge Q1165,ID1811,A,A,C,jama
Merge Q1166,ID1812,C,A,C,medbullets
Merge Q1167,ID1817,C,C,C,medxpert
Merge Q1168,ID1818,B,B,B,mmlu
Merge Q1169,ID1819,C,B,C,jama
Merge Q1170,ID1820,B,C,B,jama
Merge Q1171,ID1821,B,B,D,medbullets
Merge Q1172,ID1822,C,C,B,medbullets
Merge Q1173,ID1823,B,D,B,jama
Merge Q1174,ID1824,D,D,D,medbullets
Merge Q1175,ID1825,E,C,H,medxpert
Merge Q1176,ID1826,A,D,A,mmlu
Merge Q1177,ID1827,D,D,D,mmlu
Merge Q1178,ID1829,A,C,B,jama
Merge Q1179,ID1830,B,B,I,medxpert
Merge Q1180,ID1831,A,D,C,jama
Merge Q1181,ID1833,A,B,A,medbullets
Merge Q1182,ID1834,J,D,E,medxpert
Merge Q1183,ID1835,B,C,B,jama
Merge Q1184,ID1836,C,A,C,jama
Merge Q1185,ID1837,C,B,C,jama
Merge Q1186,ID1838,B,C,B,medbullets
Merge Q1187,ID1840,D,B,D,medxpert
Merge Q1188,ID1841,A,C,A,jama
Merge Q1189,ID1842,B,D,B,jama
Merge Q1190,ID1843,D,C,D,mmlu
Merge Q1191,ID1845,A,B,A,medbullets
Merge Q1192,ID1846,D,C,B,medbullets
Merge Q1193,ID1847,C,B,C,jama
Merge Q1194,ID1848,A,C,B,jama
Merge Q1195,ID1849,B,D,B,mmlu
Merge Q1196,ID1850,C,D,C,jama
Merge Q1197,ID1851,B,B,D,mmlu
Merge Q1198,ID1852,C,B,C,jama
Merge Q1199,ID1855,C,D,C,jama
Merge Q1200,ID1856,C,D,C,jama
Merge Q1201,ID1858,C,C,F,medxpert
Merge Q1202,ID1859,B,B,B,jama
Merge Q1203,ID1860,B,D,B,jama
Merge Q1204,ID1862,D,D,D,mmlu
Merge Q1205,ID1863,B,B,B,mmlu
Merge Q1206,ID1865,C,A,C,jama
Merge Q1207,ID1866,A,A,A,mmlu
Merge Q1208,ID1868,A,D,A,jama
Merge Q1209,ID1870,B,B,B,jama
Merge Q1210,ID1871,C,C,D,medxpert
Merge Q1211,ID1873,D,A,D,mmlu
Merge Q1212,ID1874,A,D,A,mmlu
Merge Q1213,ID1875,D,A,D,jama
Merge Q1214,ID1876,A,A,A,jama
Merge Q1215,ID1879,B,B,B,jama
Merge Q1216,ID1880,C,C,B,medbullets
Merge Q1217,ID1881,A,B,A,mmlu
Merge Q1218,ID1882,C,A,D,medbullets
Merge Q1219,ID1886,A,A,F,medxpert
Merge Q1220,ID1887,C,B,C,jama
Merge Q1221,ID1888,D,B,E,medxpert
Merge Q1222,ID1889,C,C,C,mmlu
Merge Q1223,ID1890,E,D,J,medxpert
Merge Q1224,ID1892,G,C,H,medxpert
Merge Q1225,ID1893,C,D,C,jama
Merge Q1226,ID1895,B,B,B,medbullets
Merge Q1227,ID1896,G,B,J,medxpert
Merge Q1228,ID1898,C,C,C,medbullets
Merge Q1229,ID1899,D,C,C,jama
Merge Q1230,ID1900,C,C,C,jama
Merge Q1231,ID1902,B,A,C,jama
Merge Q1232,ID1903,B,A,B,jama
Merge Q1233,ID1904,D,A,D,jama
Merge Q1234,ID1905,F,B,G,medxpert
Merge Q1235,ID1908,C,B,C,mmlu
Merge Q1236,ID1909,C,B,C,jama
Merge Q1237,ID1910,H,D,F,medxpert
Merge Q1238,ID1911,B,C,D,mmlu
Merge Q1239,ID1912,D,B,D,mmlu
Merge Q1240,ID1913,D,C,E,medxpert
Merge Q1241,ID1915,C,C,G,medxpert
Merge Q1242,ID1917,B,D,B,jama
Merge Q1243,ID1918,C,C,C,jama
Merge Q1244,ID1919,C,B,C,medbullets
Merge Q1245,ID1923,E,B,D,medxpert
Merge Q1246,ID1924,F,D,F,medxpert
Merge Q1247,ID1925,C,D,C,jama
Merge Q1248,ID1927,B,C,B,medbullets
Merge Q1249,ID1928,C,D,C,jama
Merge Q1250,ID1929,F,D,F,medxpert
