Origin,Question,Labels,Category,Combination
ID0467,q10,"('Low', 'not applicable')",Other,
ID0467,q11,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0467,q12,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0467,q13,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0467,q14,"('High', 'not applicable')",Other,
ID0467,q15,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0467,q16,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0467,q17,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0467,q18,"('Low', 'not applicable')",Other,
ID0467,q19,"('not applicable', 'not applicable')",Other,
ID0467,q20,"('not applicable', 'not applicable')",Other,
ID0467,q21,"('not applicable', 'not applicable')",Other,
ID0467,q22,"('not applicable', 'not applicable')",Other,
ID0470,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0470,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0470,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0470,q5,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0470,q6,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0470,q7,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0470,q8,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0470,q9,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0470,q10,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0470,q11,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0470,q12,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0470,q13,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0470,q14,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0470,q15,"('not applicable', 'not applicable')",Other,
ID0470,q16,"('not applicable', 'not applicable')",Other,
ID0470,q17,"('not applicable', 'not applicable')",Other,
ID0470,q18,"('not applicable', 'not applicable')",Other,
ID0470,q19,"('not applicable', 'not applicable')",Other,
ID0470,q20,"('not applicable', 'not applicable')",Other,
ID0470,q21,"('not applicable', 'not applicable')",Other,
ID0470,q22,"('not applicable', 'not applicable')",Other,
ID0473,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0473,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0473,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0473,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0473,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0473,q7,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0473,q8,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0473,q9,"('not applicable', 'not applicable')",Other,
ID0473,q10,"('not applicable', 'not applicable')",Other,
ID0473,q11,"('not applicable', 'not applicable')",Other,
ID0473,q12,"('not applicable', 'not applicable')",Other,
ID0473,q13,"('not applicable', 'not applicable')",Other,
ID0473,q14,"('not applicable', 'not applicable')",Other,
ID0473,q15,"('not applicable', 'not applicable')",Other,
ID0473,q16,"('not applicable', 'not applicable')",Other,
ID0473,q17,"('not applicable', 'not applicable')",Other,
ID0473,q18,"('not applicable', 'not applicable')",Other,
ID0473,q19,"('not applicable', 'not applicable')",Other,
ID0473,q20,"('not applicable', 'not applicable')",Other,
ID0473,q21,"('not applicable', 'not applicable')",Other,
ID0473,q22,"('not applicable', 'not applicable')",Other,
ID0476,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0476,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0476,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0476,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0476,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0476,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0476,q8,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0476,q9,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0476,q10,"('High', 'not applicable')",Other,
ID0476,q11,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0476,q12,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0476,q13,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0476,q14,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0476,q15,"('High', 'not applicable')",Other,
ID0476,q16,"('not applicable', 'not applicable')",Other,
ID0476,q17,"('not applicable', 'not applicable')",Other,
ID0476,q18,"('not applicable', 'not applicable')",Other,
ID0476,q19,"('not applicable', 'not applicable')",Other,
ID0476,q20,"('not applicable', 'not applicable')",Other,
ID0476,q21,"('not applicable', 'not applicable')",Other,
ID0476,q22,"('not applicable', 'not applicable')",Other,
ID0495,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0495,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0495,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0495,q5,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0495,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0495,q7,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0495,q8,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0495,q9,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0495,q10,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0495,q11,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0495,q12,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0495,q13,"('not applicable', 'not applicable')",Other,
ID0495,q14,"('not applicable', 'not applicable')",Other,
ID0495,q15,"('not applicable', 'not applicable')",Other,
ID0495,q16,"('not applicable', 'not applicable')",Other,
ID0495,q17,"('not applicable', 'not applicable')",Other,
ID0495,q18,"('not applicable', 'not applicable')",Other,
ID0495,q19,"('not applicable', 'not applicable')",Other,
ID0495,q20,"('not applicable', 'not applicable')",Other,
ID0495,q21,"('not applicable', 'not applicable')",Other,
ID0495,q22,"('not applicable', 'not applicable')",Other,
ID0496,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0496,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0496,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0496,q5,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0496,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0496,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0496,q8,"('not applicable', 'not applicable')",Other,
ID0496,q9,"('not applicable', 'not applicable')",Other,
ID0496,q10,"('not applicable', 'not applicable')",Other,
ID0496,q11,"('not applicable', 'not applicable')",Other,
ID0496,q12,"('not applicable', 'not applicable')",Other,
ID0496,q13,"('not applicable', 'not applicable')",Other,
ID0496,q14,"('not applicable', 'not applicable')",Other,
ID0496,q15,"('not applicable', 'not applicable')",Other,
ID0496,q16,"('not applicable', 'not applicable')",Other,
ID0496,q17,"('not applicable', 'not applicable')",Other,
ID0496,q18,"('not applicable', 'not applicable')",Other,
ID0496,q19,"('not applicable', 'not applicable')",Other,
ID0496,q20,"('not applicable', 'not applicable')",Other,
ID0496,q21,"('not applicable', 'not applicable')",Other,
ID0496,q22,"('not applicable', 'not applicable')",Other,
ID0500,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0500,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0500,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q7,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0500,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q9,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q10,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q11,"('Low', 'not applicable')",Other,
ID0500,q12,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0500,q13,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q14,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q15,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q16,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0500,q17,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0500,q18,"('not applicable', 'not applicable')",Other,
ID0500,q19,"('not applicable', 'not applicable')",Other,
ID0500,q20,"('not applicable', 'not applicable')",Other,
ID0500,q21,"('not applicable', 'not applicable')",Other,
ID0500,q22,"('not applicable', 'not applicable')",Other,
ID0504,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0504,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0504,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0504,q5,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0504,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0504,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0504,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0504,q9,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0504,q10,"('not applicable', 'not applicable')",Other,
ID0504,q11,"('not applicable', 'not applicable')",Other,
ID0504,q12,"('not applicable', 'not applicable')",Other,
ID0504,q13,"('not applicable', 'not applicable')",Other,
ID0504,q14,"('not applicable', 'not applicable')",Other,
ID0504,q15,"('not applicable', 'not applicable')",Other,
ID0504,q16,"('not applicable', 'not applicable')",Other,
ID0504,q17,"('not applicable', 'not applicable')",Other,
ID0504,q18,"('not applicable', 'not applicable')",Other,
ID0504,q19,"('not applicable', 'not applicable')",Other,
ID0504,q20,"('not applicable', 'not applicable')",Other,
ID0504,q21,"('not applicable', 'not applicable')",Other,
ID0504,q22,"('not applicable', 'not applicable')",Other,
ID0510,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0510,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0510,q4,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0510,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0511,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0511,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0511,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0511,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0511,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0511,q7,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0511,q8,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0511,q9,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0511,q10,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0511,q11,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0511,q12,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0511,q13,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0514,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0514,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0514,q4,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0514,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0514,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0514,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0514,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0514,q9,"('not applicable', 'not applicable')",Other,
ID0514,q10,"('not applicable', 'not applicable')",Other,
ID0514,q11,"('not applicable', 'not applicable')",Other,
ID0514,q12,"('not applicable', 'not applicable')",Other,
ID0514,q13,"('not applicable', 'not applicable')",Other,
ID0514,q14,"('not applicable', 'not applicable')",Other,
ID0514,q15,"('not applicable', 'not applicable')",Other,
ID0514,q16,"('not applicable', 'not applicable')",Other,
ID0514,q17,"('not applicable', 'not applicable')",Other,
ID0514,q18,"('not applicable', 'not applicable')",Other,
ID0514,q19,"('not applicable', 'not applicable')",Other,
ID0514,q20,"('not applicable', 'not applicable')",Other,
ID0514,q21,"('not applicable', 'not applicable')",Other,
ID0514,q22,"('not applicable', 'not applicable')",Other,
ID0519,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0519,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0519,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0519,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0519,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0519,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0519,q8,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0519,q9,"('not applicable', 'not applicable')",Other,
ID0519,q10,"('not applicable', 'not applicable')",Other,
ID0519,q11,"('not applicable', 'not applicable')",Other,
ID0519,q12,"('not applicable', 'not applicable')",Other,
ID0519,q13,"('not applicable', 'not applicable')",Other,
ID0519,q14,"('not applicable', 'not applicable')",Other,
ID0519,q15,"('not applicable', 'not applicable')",Other,
ID0519,q16,"('not applicable', 'not applicable')",Other,
ID0519,q17,"('not applicable', 'not applicable')",Other,
ID0519,q18,"('not applicable', 'not applicable')",Other,
ID0519,q19,"('not applicable', 'not applicable')",Other,
ID0519,q20,"('not applicable', 'not applicable')",Other,
ID0519,q21,"('not applicable', 'not applicable')",Other,
ID0519,q22,"('not applicable', 'not applicable')",Other,
ID0524,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0524,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0524,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0524,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0524,q6,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0524,q7,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0524,q8,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0524,q9,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0524,q10,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0524,q11,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0524,q12,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0524,q13,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0525,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0525,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0525,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0525,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0525,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0525,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0525,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0525,q9,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0525,q10,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0525,q11,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0525,q12,"('not applicable', 'not applicable')",Other,
ID0525,q13,"('not applicable', 'not applicable')",Other,
ID0525,q14,"('not applicable', 'not applicable')",Other,
ID0525,q15,"('not applicable', 'not applicable')",Other,
ID0525,q16,"('not applicable', 'not applicable')",Other,
ID0525,q17,"('not applicable', 'not applicable')",Other,
ID0525,q18,"('not applicable', 'not applicable')",Other,
ID0525,q19,"('not applicable', 'not applicable')",Other,
ID0525,q20,"('not applicable', 'not applicable')",Other,
ID0525,q21,"('not applicable', 'not applicable')",Other,
ID0525,q22,"('not applicable', 'not applicable')",Other,
ID0528,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0528,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0528,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0528,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q9,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q10,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0528,q11,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q12,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q13,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q14,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0528,q15,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0528,q16,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0528,q17,"('not applicable', 'not applicable')",Other,
ID0528,q18,"('not applicable', 'not applicable')",Other,
ID0528,q19,"('not applicable', 'not applicable')",Other,
ID0528,q20,"('not applicable', 'not applicable')",Other,
ID0528,q21,"('not applicable', 'not applicable')",Other,
ID0528,q22,"('not applicable', 'not applicable')",Other,
ID0529,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0529,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0529,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0529,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0529,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0529,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0529,q8,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0529,q9,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0529,q10,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0532,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0532,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0532,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0532,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0532,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0532,q7,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0532,q8,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0532,q9,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0532,q10,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0532,q11,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0532,q12,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0532,q13,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0532,q14,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0532,q15,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0532,q16,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0532,q17,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0532,q18,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0532,q19,"('not applicable', 'not applicable')",Other,
ID0532,q20,"('not applicable', 'not applicable')",Other,
ID0532,q21,"('not applicable', 'not applicable')",Other,
ID0532,q22,"('not applicable', 'not applicable')",Other,
ID0533,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0533,q3,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0533,q4,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0533,q5,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0533,q6,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0533,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0533,q8,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0533,q9,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0533,q10,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0533,q11,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0533,q12,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0533,q13,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0533,q14,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0533,q15,"('not applicable', 'not applicable')",Other,
ID0533,q16,"('not applicable', 'not applicable')",Other,
ID0533,q17,"('not applicable', 'not applicable')",Other,
ID0533,q18,"('not applicable', 'not applicable')",Other,
ID0533,q19,"('not applicable', 'not applicable')",Other,
ID0533,q20,"('not applicable', 'not applicable')",Other,
ID0533,q21,"('not applicable', 'not applicable')",Other,
ID0533,q22,"('not applicable', 'not applicable')",Other,
ID0541,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0541,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0541,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0541,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0541,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0541,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0541,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0541,q9,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0541,q10,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0541,q11,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0541,q12,"('not applicable', 'not applicable')",Other,
ID0541,q13,"('not applicable', 'not applicable')",Other,
ID0541,q14,"('not applicable', 'not applicable')",Other,
ID0541,q15,"('not applicable', 'not applicable')",Other,
ID0541,q16,"('not applicable', 'not applicable')",Other,
ID0541,q17,"('not applicable', 'not applicable')",Other,
ID0541,q18,"('not applicable', 'not applicable')",Other,
ID0541,q19,"('not applicable', 'not applicable')",Other,
ID0541,q20,"('not applicable', 'not applicable')",Other,
ID0541,q21,"('not applicable', 'not applicable')",Other,
ID0541,q22,"('not applicable', 'not applicable')",Other,
ID0551,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0551,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0551,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0551,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0551,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0551,q7,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0551,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0551,q9,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0551,q10,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0551,q11,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0551,q12,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0551,q13,"('not applicable', 'not applicable')",Other,
ID0551,q14,"('not applicable', 'not applicable')",Other,
ID0551,q15,"('not applicable', 'not applicable')",Other,
ID0551,q16,"('not applicable', 'not applicable')",Other,
ID0551,q17,"('not applicable', 'not applicable')",Other,
ID0551,q18,"('not applicable', 'not applicable')",Other,
ID0551,q19,"('not applicable', 'not applicable')",Other,
ID0551,q20,"('not applicable', 'not applicable')",Other,
ID0551,q21,"('not applicable', 'not applicable')",Other,
ID0551,q22,"('not applicable', 'not applicable')",Other,
ID0553,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0553,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0553,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0553,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0553,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0553,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0553,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0553,q9,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0553,q10,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0553,q11,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0553,q12,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0553,q13,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0553,q14,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0553,q15,"('Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr')"
ID0553,q16,"('Irr', 'not applicable')",Other,
ID0553,q17,"('not applicable', 'not applicable')",Other,
ID0553,q18,"('not applicable', 'not applicable')",Other,
ID0553,q19,"('not applicable', 'not applicable')",Other,
ID0553,q20,"('not applicable', 'not applicable')",Other,
ID0553,q21,"('not applicable', 'not applicable')",Other,
ID0553,q22,"('not applicable', 'not applicable')",Other,
ID0569,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0569,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0569,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0569,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0569,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0569,q7,"('not applicable', 'not applicable')",Other,
ID0569,q8,"('not applicable', 'not applicable')",Other,
ID0569,q9,"('not applicable', 'not applicable')",Other,
ID0569,q10,"('not applicable', 'not applicable')",Other,
ID0569,q11,"('not applicable', 'not applicable')",Other,
ID0569,q12,"('not applicable', 'not applicable')",Other,
ID0569,q13,"('not applicable', 'not applicable')",Other,
ID0569,q14,"('not applicable', 'not applicable')",Other,
ID0569,q15,"('not applicable', 'not applicable')",Other,
ID0569,q16,"('not applicable', 'not applicable')",Other,
ID0569,q17,"('not applicable', 'not applicable')",Other,
ID0569,q18,"('not applicable', 'not applicable')",Other,
ID0569,q19,"('not applicable', 'not applicable')",Other,
ID0569,q20,"('not applicable', 'not applicable')",Other,
ID0569,q21,"('not applicable', 'not applicable')",Other,
ID0569,q22,"('not applicable', 'not applicable')",Other,
ID0576,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0576,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0576,q4,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0576,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0576,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0576,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0576,q8,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
