Origin,Question,Labels,Category,Combination
ID0177,q9,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0177,q10,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0177,q11,"('High', 'High', 'not applicable')",Other,
ID0177,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0177,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0184,q2,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0184,q3,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0184,q4,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0184,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0184,q6,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0184,q7,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0184,q8,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0184,q9,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0184,q10,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0184,q11,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0184,q12,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0184,q13,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0184,q14,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0184,q15,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0184,q16,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0184,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0184,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0184,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0184,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0184,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0184,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0185,q3,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0185,q4,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0185,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0185,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0185,q7,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0185,q8,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0185,q9,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0185,q10,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0185,q11,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0185,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0185,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0186,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0186,q3,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0186,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0186,q5,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0186,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0186,q7,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0186,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0186,q9,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0186,q10,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0186,q11,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0186,q12,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0186,q13,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0186,q14,"('High', 'High', 'not applicable')",Other,
ID0186,q15,"('High', 'High', 'not applicable')",Other,
ID0186,q16,"('High', 'High', 'not applicable')",Other,
ID0186,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0186,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0186,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0186,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0186,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0186,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0189,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0189,q3,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0189,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0189,q5,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0189,q6,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0189,q7,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0189,q8,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0189,q9,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0189,q10,"('High', 'High', 'not applicable')",Other,
ID0190,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0190,q3,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0190,q4,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0190,q5,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0190,q6,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0192,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0192,q3,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0192,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0192,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0192,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0192,q7,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0192,q8,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0192,q9,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0192,q10,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0192,q11,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0192,q12,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0192,q13,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0192,q14,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0192,q15,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0192,q16,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0192,q17,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0192,q18,"('High', 'Irr', 'not applicable')",Other,
ID0192,q19,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0192,q20,"('High', 'High', 'not applicable')",Other,
ID0192,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0192,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q2,"('High', 'High', 'Irr')",High Relevance Labels,"('High', 'High', 'Irr')"
ID0193,q3,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0193,q4,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0193,q5,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0193,q6,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0193,q7,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q8,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0193,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0206,q3,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0206,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0206,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0206,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0206,q7,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0206,q8,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0206,q9,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0206,q10,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0206,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0206,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0209,q3,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0209,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0209,q5,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0209,q6,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0209,q7,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0209,q8,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0209,q9,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0209,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0209,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0211,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0211,q3,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0211,q4,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0211,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0211,q6,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0213,q2,"('Low', 'Low', 'not applicable')",Other,
ID0213,q3,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q5,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0213,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q7,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q9,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0213,q10,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0213,q11,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0213,q12,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q13,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0213,q14,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0213,q15,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0213,q16,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0213,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0213,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0213,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0213,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0213,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0213,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0215,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0215,q4,"('High', 'High', 'Irr')",High Relevance Labels,"('High', 'High', 'Irr')"
ID0215,q5,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0215,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0215,q7,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0215,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0215,q9,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0215,q10,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0215,q11,"('Low', 'Low', 'not applicable')",Other,
ID0215,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0215,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0217,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0217,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0217,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0217,q6,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0217,q7,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0217,q8,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0217,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0217,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0219,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0219,q3,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0219,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0219,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q6,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q7,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0219,q8,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q9,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q10,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0219,q11,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0219,q12,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q13,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q14,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0219,q15,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0219,q16,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q17,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0219,q18,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0219,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0219,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0219,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0219,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0221,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0221,q3,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0221,q4,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0221,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0221,q6,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0221,q7,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0230,q2,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0230,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0230,q4,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0230,q5,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0230,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0230,q7,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0230,q8,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0230,q9,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0230,q10,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0230,q11,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0232,q2,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0232,q3,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q5,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0232,q6,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q7,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0232,q8,"('Irr', 'Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr', 'Irr')"
ID0232,q9,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q10,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q11,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q12,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0232,q13,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0232,q14,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0232,q15,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0232,q16,"('Irr', 'Irr', 'not applicable')",Other,
ID0232,q17,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0232,q18,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0232,q19,"('Irr', 'not applicable', 'not applicable')",Other,
ID0232,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0232,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0232,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0243,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0243,q3,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0243,q4,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0243,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q6,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0243,q7,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0243,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q9,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q10,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q11,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0243,q12,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q13,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0243,q14,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0243,q15,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q16,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0243,q17,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0243,q18,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0243,q19,"('High', 'High', 'Irr')",High Relevance Labels,"('High', 'High', 'Irr')"
ID0243,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0243,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0243,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0244,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0244,q3,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0244,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0244,q5,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0244,q6,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0244,q7,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
