Origin,Question,Labels,Category,Combination
ID0435,q17,"('not applicable',)",Other,
ID0435,q18,"('not applicable',)",Other,
ID0435,q19,"('not applicable',)",Other,
ID0435,q20,"('not applicable',)",Other,
ID0435,q21,"('not applicable',)",Other,
ID0435,q22,"('not applicable',)",Other,
ID0444,q2,"('High',)",High Relevance Labels,"('High',)"
ID0444,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q5,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0444,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0444,q8,"('High',)",High Relevance Labels,"('High',)"
ID0444,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q12,"('High',)",High Relevance Labels,"('High',)"
ID0444,q13,"('High',)",High Relevance Labels,"('High',)"
ID0444,q14,"('Low',)",Low Relevance Labels,"('Low',)"
ID0444,q15,"('not applicable',)",Other,
ID0444,q16,"('not applicable',)",Other,
ID0444,q17,"('not applicable',)",Other,
ID0444,q18,"('not applicable',)",Other,
ID0444,q19,"('not applicable',)",Other,
ID0444,q20,"('not applicable',)",Other,
ID0444,q21,"('not applicable',)",Other,
ID0444,q22,"('not applicable',)",Other,
ID0459,q2,"('High',)",High Relevance Labels,"('High',)"
ID0459,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0459,q4,"('High',)",High Relevance Labels,"('High',)"
ID0459,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0459,q6,"('not applicable',)",Other,
ID0459,q7,"('not applicable',)",Other,
ID0459,q8,"('not applicable',)",Other,
ID0459,q9,"('not applicable',)",Other,
ID0459,q10,"('not applicable',)",Other,
ID0459,q11,"('not applicable',)",Other,
ID0459,q12,"('not applicable',)",Other,
ID0459,q13,"('not applicable',)",Other,
ID0459,q14,"('not applicable',)",Other,
ID0459,q15,"('not applicable',)",Other,
ID0459,q16,"('not applicable',)",Other,
ID0459,q17,"('not applicable',)",Other,
ID0459,q18,"('not applicable',)",Other,
ID0459,q19,"('not applicable',)",Other,
ID0459,q20,"('not applicable',)",Other,
ID0459,q21,"('not applicable',)",Other,
ID0459,q22,"('not applicable',)",Other,
ID0462,q2,"('High',)",High Relevance Labels,"('High',)"
ID0462,q3,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q4,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q5,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q6,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0462,q9,"('High',)",High Relevance Labels,"('High',)"
ID0462,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0462,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0462,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0462,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0462,q14,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q15,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q16,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0462,q17,"('not applicable',)",Other,
ID0462,q18,"('not applicable',)",Other,
ID0462,q19,"('not applicable',)",Other,
ID0462,q20,"('not applicable',)",Other,
ID0462,q21,"('not applicable',)",Other,
ID0462,q22,"('not applicable',)",Other,
ID0472,q2,"('High',)",High Relevance Labels,"('High',)"
ID0472,q3,"('High',)",High Relevance Labels,"('High',)"
ID0472,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0472,q5,"('High',)",High Relevance Labels,"('High',)"
ID0472,q6,"('High',)",High Relevance Labels,"('High',)"
ID0472,q7,"('High',)",High Relevance Labels,"('High',)"
ID0472,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0472,q9,"('High',)",High Relevance Labels,"('High',)"
ID0472,q10,"('High',)",High Relevance Labels,"('High',)"
ID0472,q11,"('High',)",High Relevance Labels,"('High',)"
ID0472,q12,"('High',)",High Relevance Labels,"('High',)"
ID0472,q13,"('not applicable',)",Other,
ID0472,q14,"('not applicable',)",Other,
ID0472,q15,"('not applicable',)",Other,
ID0472,q16,"('not applicable',)",Other,
ID0472,q17,"('not applicable',)",Other,
ID0472,q18,"('not applicable',)",Other,
ID0472,q19,"('not applicable',)",Other,
ID0472,q20,"('not applicable',)",Other,
ID0472,q21,"('not applicable',)",Other,
ID0472,q22,"('not applicable',)",Other,
ID0477,q2,"('Low',)",Low Relevance Labels,"('Low',)"
ID0477,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0477,q4,"('High',)",High Relevance Labels,"('High',)"
ID0477,q5,"('High',)",High Relevance Labels,"('High',)"
ID0477,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0477,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0477,q8,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0477,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0477,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0477,q11,"('High',)",High Relevance Labels,"('High',)"
ID0477,q12,"('not applicable',)",Other,
ID0477,q13,"('not applicable',)",Other,
ID0477,q14,"('not applicable',)",Other,
ID0477,q15,"('not applicable',)",Other,
ID0477,q16,"('not applicable',)",Other,
ID0477,q17,"('not applicable',)",Other,
ID0477,q18,"('not applicable',)",Other,
ID0477,q19,"('not applicable',)",Other,
ID0477,q20,"('not applicable',)",Other,
ID0477,q21,"('not applicable',)",Other,
ID0477,q22,"('not applicable',)",Other,
ID0483,q2,"('High',)",High Relevance Labels,"('High',)"
ID0483,q3,"('High',)",High Relevance Labels,"('High',)"
ID0483,q4,"('High',)",High Relevance Labels,"('High',)"
ID0483,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0483,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0483,q7,"('High',)",High Relevance Labels,"('High',)"
ID0483,q8,"('High',)",High Relevance Labels,"('High',)"
ID0483,q9,"('High',)",High Relevance Labels,"('High',)"
ID0483,q10,"('High',)",High Relevance Labels,"('High',)"
ID0483,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0483,q12,"('High',)",High Relevance Labels,"('High',)"
ID0483,q13,"('High',)",High Relevance Labels,"('High',)"
ID0487,q2,"('Low',)",Low Relevance Labels,"('Low',)"
ID0487,q3,"('High',)",High Relevance Labels,"('High',)"
ID0487,q4,"('High',)",High Relevance Labels,"('High',)"
ID0487,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0487,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0487,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0487,q8,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0487,q9,"('not applicable',)",Other,
ID0487,q10,"('not applicable',)",Other,
ID0487,q11,"('not applicable',)",Other,
ID0487,q12,"('not applicable',)",Other,
ID0487,q13,"('not applicable',)",Other,
ID0487,q14,"('not applicable',)",Other,
ID0487,q15,"('not applicable',)",Other,
ID0487,q16,"('not applicable',)",Other,
ID0487,q17,"('not applicable',)",Other,
ID0487,q18,"('not applicable',)",Other,
ID0487,q19,"('not applicable',)",Other,
ID0487,q20,"('not applicable',)",Other,
ID0487,q21,"('not applicable',)",Other,
ID0487,q22,"('not applicable',)",Other,
ID0488,q2,"('High',)",High Relevance Labels,"('High',)"
ID0488,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q12,"('High',)",High Relevance Labels,"('High',)"
ID0488,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q14,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q15,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q16,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q17,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q18,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q19,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q20,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q21,"('Low',)",Low Relevance Labels,"('Low',)"
ID0488,q22,"('High',)",High Relevance Labels,"('High',)"
ID0490,q2,"('High',)",High Relevance Labels,"('High',)"
ID0490,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q4,"('High',)",High Relevance Labels,"('High',)"
ID0490,q5,"('High',)",High Relevance Labels,"('High',)"
ID0490,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q9,"('High',)",High Relevance Labels,"('High',)"
ID0490,q10,"('High',)",High Relevance Labels,"('High',)"
ID0490,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q12,"('High',)",High Relevance Labels,"('High',)"
ID0490,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q14,"('Low',)",Low Relevance Labels,"('Low',)"
ID0490,q15,"('High',)",High Relevance Labels,"('High',)"
ID0490,q16,"('not applicable',)",Other,
ID0490,q17,"('not applicable',)",Other,
ID0490,q18,"('not applicable',)",Other,
ID0490,q19,"('not applicable',)",Other,
ID0490,q20,"('not applicable',)",Other,
ID0490,q21,"('not applicable',)",Other,
ID0490,q22,"('not applicable',)",Other,
ID0491,q2,"('High',)",High Relevance Labels,"('High',)"
ID0491,q3,"('High',)",High Relevance Labels,"('High',)"
ID0491,q4,"('High',)",High Relevance Labels,"('High',)"
ID0491,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0491,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0491,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0491,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0492,q2,"('High',)",High Relevance Labels,"('High',)"
ID0492,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0492,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0492,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0492,q6,"('High',)",High Relevance Labels,"('High',)"
ID0492,q7,"('High',)",High Relevance Labels,"('High',)"
ID0492,q8,"('not applicable',)",Other,
ID0492,q9,"('not applicable',)",Other,
ID0492,q10,"('not applicable',)",Other,
ID0492,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0492,q12,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0492,q13,"('High',)",High Relevance Labels,"('High',)"
ID0492,q14,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0492,q15,"('not applicable',)",Other,
ID0492,q16,"('not applicable',)",Other,
ID0492,q17,"('not applicable',)",Other,
ID0492,q18,"('not applicable',)",Other,
ID0492,q19,"('not applicable',)",Other,
ID0492,q20,"('not applicable',)",Other,
ID0492,q21,"('not applicable',)",Other,
ID0492,q22,"('not applicable',)",Other,
ID0494,q2,"('High',)",High Relevance Labels,"('High',)"
ID0494,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0494,q4,"('High',)",High Relevance Labels,"('High',)"
ID0494,q5,"('High',)",High Relevance Labels,"('High',)"
ID0494,q6,"('High',)",High Relevance Labels,"('High',)"
ID0494,q7,"('High',)",High Relevance Labels,"('High',)"
ID0494,q8,"('High',)",High Relevance Labels,"('High',)"
ID0494,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0494,q10,"('High',)",High Relevance Labels,"('High',)"
ID0494,q11,"('not applicable',)",Other,
ID0494,q12,"('not applicable',)",Other,
ID0494,q13,"('not applicable',)",Other,
ID0494,q14,"('not applicable',)",Other,
ID0494,q15,"('not applicable',)",Other,
ID0494,q16,"('not applicable',)",Other,
ID0494,q17,"('not applicable',)",Other,
ID0494,q18,"('not applicable',)",Other,
ID0494,q19,"('not applicable',)",Other,
ID0494,q20,"('not applicable',)",Other,
ID0494,q21,"('not applicable',)",Other,
ID0494,q22,"('not applicable',)",Other,
ID0498,q2,"('High',)",High Relevance Labels,"('High',)"
ID0498,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0498,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0498,q5,"('High',)",High Relevance Labels,"('High',)"
ID0498,q6,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0498,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0498,q8,"('High',)",High Relevance Labels,"('High',)"
ID0498,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0498,q10,"('High',)",High Relevance Labels,"('High',)"
ID0498,q11,"('High',)",High Relevance Labels,"('High',)"
ID0498,q12,"('not applicable',)",Other,
ID0498,q13,"('not applicable',)",Other,
ID0498,q14,"('not applicable',)",Other,
ID0498,q15,"('not applicable',)",Other,
ID0498,q16,"('not applicable',)",Other,
ID0498,q17,"('not applicable',)",Other,
ID0498,q18,"('not applicable',)",Other,
ID0498,q19,"('not applicable',)",Other,
ID0498,q20,"('not applicable',)",Other,
ID0498,q21,"('not applicable',)",Other,
ID0498,q22,"('not applicable',)",Other,
ID0503,q2,"('High',)",High Relevance Labels,"('High',)"
ID0503,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0503,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0503,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0503,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0503,q7,"('High',)",High Relevance Labels,"('High',)"
ID0503,q8,"('High',)",High Relevance Labels,"('High',)"
ID0503,q9,"('High',)",High Relevance Labels,"('High',)"
ID0503,q10,"('High',)",High Relevance Labels,"('High',)"
ID0503,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0503,q12,"('High',)",High Relevance Labels,"('High',)"
ID0503,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0503,q14,"('not applicable',)",Other,
ID0503,q15,"('not applicable',)",Other,
ID0503,q16,"('not applicable',)",Other,
ID0503,q17,"('not applicable',)",Other,
ID0503,q18,"('not applicable',)",Other,
ID0503,q19,"('not applicable',)",Other,
ID0503,q20,"('not applicable',)",Other,
ID0503,q21,"('not applicable',)",Other,
ID0503,q22,"('not applicable',)",Other,
ID0506,q2,"('High',)",High Relevance Labels,"('High',)"
ID0506,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0506,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0506,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0506,q6,"('High',)",High Relevance Labels,"('High',)"
ID0506,q7,"('High',)",High Relevance Labels,"('High',)"
ID0506,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0506,q9,"('not applicable',)",Other,
ID0506,q10,"('not applicable',)",Other,
ID0506,q11,"('not applicable',)",Other,
ID0506,q12,"('not applicable',)",Other,
ID0506,q13,"('not applicable',)",Other,
ID0506,q14,"('not applicable',)",Other,
ID0506,q15,"('not applicable',)",Other,
ID0506,q16,"('not applicable',)",Other,
ID0506,q17,"('not applicable',)",Other,
ID0506,q18,"('not applicable',)",Other,
ID0506,q19,"('not applicable',)",Other,
ID0506,q20,"('not applicable',)",Other,
ID0506,q21,"('not applicable',)",Other,
ID0506,q22,"('not applicable',)",Other,
ID0509,q2,"('High',)",High Relevance Labels,"('High',)"
ID0509,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0509,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0509,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0509,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0509,q7,"('High',)",High Relevance Labels,"('High',)"
ID0509,q8,"('High',)",High Relevance Labels,"('High',)"
ID0509,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0509,q10,"('not applicable',)",Other,
ID0509,q11,"('not applicable',)",Other,
ID0509,q12,"('not applicable',)",Other,
ID0509,q13,"('not applicable',)",Other,
ID0509,q14,"('not applicable',)",Other,
ID0509,q15,"('not applicable',)",Other,
ID0509,q16,"('not applicable',)",Other,
ID0509,q17,"('not applicable',)",Other,
ID0509,q18,"('not applicable',)",Other,
ID0509,q19,"('not applicable',)",Other,
ID0509,q20,"('not applicable',)",Other,
ID0509,q21,"('not applicable',)",Other,
ID0509,q22,"('not applicable',)",Other,
ID0513,q2,"('High',)",High Relevance Labels,"('High',)"
ID0513,q3,"('High',)",High Relevance Labels,"('High',)"
ID0513,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0513,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0513,q6,"('High',)",High Relevance Labels,"('High',)"
ID0513,q7,"('High',)",High Relevance Labels,"('High',)"
ID0513,q8,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0513,q9,"('High',)",High Relevance Labels,"('High',)"
ID0513,q10,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0513,q11,"('High',)",High Relevance Labels,"('High',)"
ID0513,q12,"('High',)",High Relevance Labels,"('High',)"
ID0513,q13,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0513,q14,"('not applicable',)",Other,
ID0513,q15,"('not applicable',)",Other,
ID0513,q16,"('not applicable',)",Other,
ID0513,q17,"('not applicable',)",Other,
ID0513,q18,"('not applicable',)",Other,
ID0513,q19,"('not applicable',)",Other,
ID0513,q20,"('not applicable',)",Other,
ID0513,q21,"('not applicable',)",Other,
ID0513,q22,"('not applicable',)",Other,
ID0521,q2,"('High',)",High Relevance Labels,"('High',)"
ID0521,q3,"('High',)",High Relevance Labels,"('High',)"
ID0521,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0521,q5,"('not applicable',)",Other,
ID0521,q6,"('not applicable',)",Other,
ID0521,q7,"('not applicable',)",Other,
ID0521,q8,"('not applicable',)",Other,
ID0521,q9,"('not applicable',)",Other,
ID0521,q10,"('not applicable',)",Other,
ID0521,q11,"('not applicable',)",Other,
ID0521,q12,"('not applicable',)",Other,
ID0521,q13,"('not applicable',)",Other,
ID0521,q14,"('not applicable',)",Other,
ID0521,q15,"('not applicable',)",Other,
ID0521,q16,"('not applicable',)",Other,
ID0521,q17,"('not applicable',)",Other,
ID0521,q18,"('not applicable',)",Other,
ID0521,q19,"('not applicable',)",Other,
ID0521,q20,"('not applicable',)",Other,
ID0521,q21,"('not applicable',)",Other,
ID0521,q22,"('not applicable',)",Other,
ID0522,q2,"('High',)",High Relevance Labels,"('High',)"
ID0522,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q5,"('High',)",High Relevance Labels,"('High',)"
ID0522,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q9,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0522,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q11,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0522,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0522,q13,"('not applicable',)",Other,
ID0522,q14,"('not applicable',)",Other,
ID0522,q15,"('not applicable',)",Other,
ID0522,q16,"('not applicable',)",Other,
ID0522,q17,"('not applicable',)",Other,
ID0522,q18,"('not applicable',)",Other,
ID0522,q19,"('not applicable',)",Other,
ID0522,q20,"('not applicable',)",Other,
ID0522,q21,"('not applicable',)",Other,
ID0522,q22,"('not applicable',)",Other,
ID0523,q2,"('High',)",High Relevance Labels,"('High',)"
ID0523,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0523,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0523,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0523,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0523,q7,"('High',)",High Relevance Labels,"('High',)"
ID0523,q8,"('not applicable',)",Other,
ID0523,q9,"('not applicable',)",Other,
ID0523,q10,"('not applicable',)",Other,
ID0523,q11,"('not applicable',)",Other,
ID0523,q12,"('not applicable',)",Other,
ID0523,q13,"('not applicable',)",Other,
ID0523,q14,"('not applicable',)",Other,
ID0523,q15,"('not applicable',)",Other,
ID0523,q16,"('not applicable',)",Other,
ID0523,q17,"('not applicable',)",Other,
ID0523,q18,"('not applicable',)",Other,
ID0523,q19,"('not applicable',)",Other,
ID0523,q20,"('not applicable',)",Other,
ID0523,q21,"('not applicable',)",Other,
ID0523,q22,"('not applicable',)",Other,
ID0526,q2,"('High',)",High Relevance Labels,"('High',)"
ID0526,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0526,q4,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0526,q5,"('High',)",High Relevance Labels,"('High',)"
ID0526,q6,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0526,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0526,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0526,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0526,q10,"('High',)",High Relevance Labels,"('High',)"
ID0526,q11,"('not applicable',)",Other,
ID0526,q12,"('not applicable',)",Other,
ID0526,q13,"('not applicable',)",Other,
ID0526,q14,"('not applicable',)",Other,
ID0526,q15,"('not applicable',)",Other,
ID0526,q16,"('not applicable',)",Other,
ID0526,q17,"('not applicable',)",Other,
ID0526,q18,"('not applicable',)",Other,
ID0526,q19,"('not applicable',)",Other,
ID0526,q20,"('not applicable',)",Other,
ID0526,q21,"('not applicable',)",Other,
ID0526,q22,"('not applicable',)",Other,
ID0536,q2,"('Low',)",Low Relevance Labels,"('Low',)"
ID0536,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0536,q4,"('High',)",High Relevance Labels,"('High',)"
ID0536,q5,"('High',)",High Relevance Labels,"('High',)"
ID0536,q6,"('not applicable',)",Other,
ID0536,q7,"('not applicable',)",Other,
ID0536,q8,"('not applicable',)",Other,
ID0536,q9,"('not applicable',)",Other,
ID0536,q10,"('not applicable',)",Other,
ID0536,q11,"('not applicable',)",Other,
ID0536,q12,"('not applicable',)",Other,
ID0536,q13,"('not applicable',)",Other,
ID0536,q14,"('not applicable',)",Other,
ID0536,q15,"('not applicable',)",Other,
ID0536,q16,"('not applicable',)",Other,
ID0536,q17,"('not applicable',)",Other,
ID0536,q18,"('not applicable',)",Other,
ID0536,q19,"('not applicable',)",Other,
ID0536,q20,"('not applicable',)",Other,
ID0536,q21,"('not applicable',)",Other,
ID0536,q22,"('not applicable',)",Other,
ID0539,q2,"('High',)",High Relevance Labels,"('High',)"
ID0539,q3,"('High',)",High Relevance Labels,"('High',)"
ID0539,q4,"('High',)",High Relevance Labels,"('High',)"
ID0539,q5,"('High',)",High Relevance Labels,"('High',)"
ID0539,q6,"('High',)",High Relevance Labels,"('High',)"
ID0539,q7,"('High',)",High Relevance Labels,"('High',)"
ID0539,q8,"('High',)",High Relevance Labels,"('High',)"
ID0539,q9,"('High',)",High Relevance Labels,"('High',)"
ID0539,q10,"('High',)",High Relevance Labels,"('High',)"
ID0539,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0539,q12,"('High',)",High Relevance Labels,"('High',)"
ID0555,q2,"('High',)",High Relevance Labels,"('High',)"
ID0555,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0555,q4,"('High',)",High Relevance Labels,"('High',)"
ID0555,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0555,q6,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0555,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0555,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0555,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0555,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0555,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0555,q12,"('not applicable',)",Other,
ID0555,q13,"('not applicable',)",Other,
ID0555,q14,"('not applicable',)",Other,
ID0555,q15,"('not applicable',)",Other,
ID0555,q16,"('not applicable',)",Other,
ID0555,q17,"('not applicable',)",Other,
ID0555,q18,"('not applicable',)",Other,
ID0555,q19,"('not applicable',)",Other,
ID0555,q20,"('not applicable',)",Other,
ID0555,q21,"('not applicable',)",Other,
ID0555,q22,"('not applicable',)",Other,
ID0559,q2,"('High',)",High Relevance Labels,"('High',)"
ID0559,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q14,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q15,"('High',)",High Relevance Labels,"('High',)"
ID0559,q16,"('High',)",High Relevance Labels,"('High',)"
ID0559,q17,"('Low',)",Low Relevance Labels,"('Low',)"
ID0559,q18,"('not applicable',)",Other,
ID0559,q19,"('not applicable',)",Other,
ID0559,q20,"('not applicable',)",Other,
ID0559,q21,"('not applicable',)",Other,
ID0559,q22,"('not applicable',)",Other,
ID0561,q2,"('High',)",High Relevance Labels,"('High',)"
ID0561,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0561,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0561,q5,"('High',)",High Relevance Labels,"('High',)"
ID0561,q6,"('High',)",High Relevance Labels,"('High',)"
ID0561,q7,"('High',)",High Relevance Labels,"('High',)"
ID0561,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0561,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0561,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0561,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0561,q12,"('High',)",High Relevance Labels,"('High',)"
ID0561,q13,"('High',)",High Relevance Labels,"('High',)"
ID0561,q14,"('High',)",High Relevance Labels,"('High',)"
ID0561,q15,"('not applicable',)",Other,
ID0561,q16,"('not applicable',)",Other,
ID0561,q17,"('not applicable',)",Other,
ID0561,q18,"('not applicable',)",Other,
ID0561,q19,"('not applicable',)",Other,
ID0561,q20,"('not applicable',)",Other,
ID0561,q21,"('not applicable',)",Other,
ID0561,q22,"('not applicable',)",Other,
ID0567,q2,"('High',)",High Relevance Labels,"('High',)"
ID0567,q3,"('High',)",High Relevance Labels,"('High',)"
ID0567,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0567,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0567,q6,"('Low',)",Low Relevance Labels,"('Low',)"
