ID,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
ID0468,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,
ID0469,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,
ID0470,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID0471,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,
ID0472,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0473,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0474,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0475,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0476,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0477,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
ID0478,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,
ID0479,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0480,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0481,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0482,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
ID0483,Low Relevance,,,,,,,,,,,,,,,,,,,,
ID0484,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,
ID0485,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0486,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0487,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID0488,,,,,,,,,,,,,,,,,,,,,
ID0489,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID0490,,,,,,,,,,,,,,,,,,,,,
ID0491,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
ID0492,High Relevance,,,,,,,,,,,,,,,,,,,,
ID0493,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0494,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0495,Low Relevance,,,,,,,,,,,,,,,,,,,,
ID0496,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID0497,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID0498,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,
ID0499,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0500,,,,,,,,,,,,,,,,,,,,,
ID0501,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID0502,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
ID0503,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0504,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0505,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0506,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0507,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0508,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID0509,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,
ID0510,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0511,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
ID0512,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0513,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0514,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0515,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0516,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0517,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID0518,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0519,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,
ID0520,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0521,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0522,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,
ID0523,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0524,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
ID0525,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID0526,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0527,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID0528,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0529,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,
ID0530,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0531,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0532,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
ID0533,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0534,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID0535,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0536,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0537,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0538,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
ID0539,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,
ID0540,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0541,,,,,,,,,,,,,,,,,,,,,
ID0542,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0543,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0544,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
ID0545,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0546,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,
ID0547,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0548,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0549,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0550,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0551,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,
ID0552,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0553,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID0554,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0555,,,,,,,,,,,,,,,,,,,,,
ID0556,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0557,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0558,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0559,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,
ID0560,Low Relevance,,,,,,,,,,,,,,,,,,,,
ID0561,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,
ID0562,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0563,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0564,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,
ID0565,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID0566,Low Relevance,Irrelevant,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
ID0567,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0568,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID0569,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0570,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,
ID0571,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0572,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0573,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0574,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0575,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,
ID0576,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,
ID0577,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,
ID0578,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0579,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID0580,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0581,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0582,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
ID0583,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0584,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0585,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0586,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
ID0587,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0588,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0589,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
ID0590,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID0591,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,
ID0592,,,,,,,,,,,,,,,,,,,,,
ID0593,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID0594,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,
ID0595,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,,,,
ID0596,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0597,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
ID0598,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0599,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0600,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,
ID0601,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,
ID0602,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID0603,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID0604,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0605,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID0606,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
ID0607,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0608,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0609,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,
ID0610,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,,
ID0611,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0612,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0613,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0614,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0615,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0616,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0617,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0618,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0619,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0620,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0621,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0622,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0623,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,
ID0624,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0625,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0626,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0627,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,
ID0628,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0629,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,,,
ID0630,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0631,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,
ID0632,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0633,Low Relevance,,,,,,,,,,,,,,,,,,,,
ID0634,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0635,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID0636,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,
ID0637,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0638,Low Relevance,Irrelevant,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0639,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0640,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0641,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0642,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,,,,,,,
ID0643,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0644,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0645,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID0646,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0647,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID0648,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID0649,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0650,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0651,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0652,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID0653,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0654,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
ID0655,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0656,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,
ID0657,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0658,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,,
ID0659,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,
ID0660,,,,,,,,,,,,,,,,,,,,,
ID0661,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0662,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0663,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0664,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0665,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0666,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0667,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0668,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0669,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,
ID0670,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID0671,,,,,,,,,,,,,,,,,,,,,
ID0672,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0673,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0674,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
ID0675,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0676,,,,,,,,,,,,,,,,,,,,,
ID0677,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0678,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0679,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,
ID0680,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0681,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0682,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0683,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID0684,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID0685,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID0686,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
