ID,centaur_second_round,answer,data_source,Filtered_Sentence_Count
ID039,"
### Step 1: Read excerpt
1. A 15-year-old girl is brought to the physician 3 months after she had a blood pressure of 150/95 mm Hg at a routine examination prior to participation in school sports.
2. She is asymptomatic and has no history of serious illness.
3. Twelve months ago, she was diagnosed with a urinary tract infection and treated with oral trimethoprim-sulfamethoxazole.
4. She currently takes no medications.
5. Subsequent blood pressure measurements on three separate occasions since the last visit have been: 155/94 mm Hg, 145/90 mm Hg, and 150/92 mm Hg.
6. She is at the 50th percentile for height and 95th percentile for weight.
7. Her blood pressure today is 150/90 mm Hg confirmed by a second measurement, pulse is 80/min, and respirations are 12/min.
8. Examination shows no other abnormalities.
9. Her hematocrit is 40%.
10. Urinalysis is within normal limits.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Exercise and weight reduction program

B. Measurement of urine catecholamine concentrations

C. Measurement of urine corticosteroid concentrations

D. Captopril therapy
",A,mmlu,10
ID040,"
### Step 1: Read excerpt
1. A 76-year-old woman is brought to a primary care physician by her daughter who is concerned about her mother's growing inability to take care of herself.
2. Initially, she attributed her mother's forgetfulness and word-finding difficulties to normal aging, but over the past few years, her mother's memory has worsened, her mood has grown more irritable, and her mother has been found wandering the neighborhood unsure of how to get home.
3. Her medical history includes type 2 diabetes mellitus which is well-controlled with metformin.
4. On exam, her temperature is 98.2°F (36.8°C), blood pressure is 115/82 mmHg, pulse is 73/min, respirations are 12/min, and oxygen saturation is 99% on room air.
5. She scores 16/30 on the Montreal Cognitive Assessment (MoCA) test.

### Step 2: Answer QA Details
Which of the following is the most likely diagnosis?

A. Normal pressure hydrocephalus  
B. Frontotemporal dementia  
C. Alzheimer dementia  
D. Creutzfeldt-Jakob disease
",C,medbullets,5
ID041,"
### Step 1: Read excerpt
1. A 59-year-old woman with a 5-year history of intermittent bilateral uveitis and scleritis presented with painful left uveitis and an episcleral nodule (Figure 1).
2. Ultrasound biomicroscopy revealed an elevated and tender uveal-episcleral lesion.
3. Visual acuity was 20/30 in the left eye and 20/25 in the right eye.
4. She was suspected of being a steroid responder due to elevated intraocular pressure bilaterally.
5. Three years prior, sinus pressure symptoms led to magnetic resonance imaging that revealed a nasal sinus mass.
6. Biopsy demonstrated a histiocytic infiltrate with emperipolesis, consistent with Rosai-Dorfman-Destombes (RDD) disease.
7. Timolol-dorzolamide topical drops were initiated.
8. Staging evaluations showed no other sites of RDD disease.Pretreatment.
9. External photograph (A) and corresponding ultrasound biomicroscopy (B) demonstrating an elevated sclerouveal nodule.

### Step 2: Answer QA Details
What Would You Do Next?

A: Switch oral ibuprofen to oral flurbiprofen  
B: Initiate an alternative systemic therapy (ie, an immunomodulatory agent)  
C: Consider treating the left eye with intra-arterial melphalan  
D: Administer subtenon triamcinolone to the left eye
",C,jama,9
ID042,"
### Step 1: Read excerpt
1. A 72-year-old female patient presents for follow-up of hypertension and reports noticing a swelling in the anterior triangle of her neck over the past 12 to 18 months.
2. She denies symptoms such as weight changes, palpitations, muscle weakness, skin or voice changes, or neck pain.
3. She has no history of radiation exposure or family history of thyroid cancer.
4. A 2- to 3-cm swelling is observed at the base of the neck, just to the right of the trachea, which moves upward with swallowing.
5. The swelling is non-tender, not tethered to the skin, and there is no lymphadenopathy.
6. The palms are slightly diaphoretic, but no other signs of thyroid dysfunction are noted.
7. Laboratory results are as follows:

|  | Patient value | Reference range |
| --- | --- | --- |
| Thyroid-stimulating hormone (μU/mL) | 0.03 | 0.5–4.7 |
| Calcium (mg/dL) | 9.4 | 9.0–10.5 |
| Phosphorus (mg/dL) | 3.6 | 3.0–4.5 |
| Albumin (g/dL) | 3.8 | 3.5–5.5 |

The complete blood count is within normal limits.

### Step 2: Answer QA Details
What is the most appropriate next step in evaluating this patient?

A. Surgical excision of the nodule for histopathology  
B. PET scan to evaluate for malignancy  
C. Thyroid ultrasound and fine-needle aspiration of the nodule  
D. Repeat TSH measurement in 6 weeks  
E. Empirical treatment with antithyroid medication  
F. Measurement of thyroid-stimulating immunoglobulin  
G. CT scan of the neck and chest  
H. Radionuclide scanning with iodine-123  
I. Measurement of free T4 and total T3 levels  
J. Fine-needle aspiration without imaging guidance
",H,medxpert,7
ID043,"
### Step 1: Read excerpt
1. A 37-year-old African American man in good health presented to the Illinois Eye and Ear Infirmary in Chicago.
2. The patient noted 4 years of progressive, decreased, patchy pigmentation of both eyes; constant photophobia; and constant decreased visual acuity.
3. He had a history of high myopia and a family history of glaucoma in a female family member.
4. He denied other prior ocular history, trauma, or eye surgery.
5. A review of systems had no remarkable findings, and the patient denied a prodromal viral illness.
6. On presentation, his best-corrected visual acuity was 20/20-2 OD and 20/25 OS, with a refraction of −6.25 OD and −5.50 OS (spherical equivalent).
7. The intraocular pressure was 18 OU.
8. Gonioscopy showed openness to the ciliary body with 1+ trabecular meshwork pigmentation, without synechiae or angle recession in either eye.
9. A slitlamp examination demonstrated quiet conjunctiva, clear corneas, deep and quiet anterior chambers, mid-dilated round pupils, patchy iris atrophy, and transillumination defects bilaterally (Figure).
10. Ophthalmoscopy showed an 0.8 cup-disc ratio without notching bilaterally but had otherwise normal results.
11. Retinal nerve fiber layer optical coherence tomography showed borderline thinning with normal Humphrey visual fields in both eyes.

### Step 2: Answer QA Details
What Would You Do Next?

A: Anterior segment fluorescein angiography  
B: Aqueous tap  
C: Sickle cell testing  
D: Genetic testing
",C,jama,11
ID044,"
### Step 1: Read excerpt
1. A man in his early 60s received his initial zoledronic acid (Aclasta, Novartis, Sydney) intravenous infusion (5 mg in 100 mL of solution) for the management of biochemically and radiologically diagnosed Paget disease of the bone.  
2. Within 24 hours he developed prodromal flu like myalgias and malaise.  
3. After 48 hours, the patient experienced severe bilateral photophobia, conjunctival injection, lacrimation, and blurred vision.  
4. His uncorrected visual acuities were 6/5 bilaterally.  
5. The posterior segment was unremarkable, with no evidence of vitritis, retinitis, or macular edema.  
6. Dexamethasone frequency was initially once hourly for 3 days and was followed by a standard weekly tapering course.  
7. The homatropine frequency was twice daily.

### Step 2: Answer QA Details
What Would You Do Next?

A: Advise the patient’s endocrinologist to request an alternative to a bisphosphonate  
B: Rechallenge the patient in 12 months with zoledronic acid and manage reactively if uveitis recurs  
C: Preemptively treat the patient before his next dose of zoledronic acid  
D: Treat the problem as an unrelated idiopathic uveitis
",B,jama,7
ID045,"
### Step 1: Read excerpt
1. A 36-year-old woman is brought to the emergency department to be evaluated for right knee pain and swelling.  
2. The patient participated in a soccer match when she jumped and landed on her right foot with her right knee partially flexed.  
3. She subsequently heard a “pop” and developed swelling around her knee.  
4. Past medical history is significant for recent urinary tract infections treated with ciprofloxacin.  
5. She does not use tobacco, alcohol, or other recreational drugs.  
6. Physical examination shows a large effusion over the right knee.  
7. The patient is unable to bear weight or extend the knee.  

### Step 2: Answer QA Details
Which of the following additional findings will likely be seen on physical examination?

A. Anterior translation of the tibia against a fixed femur  
B. Inability to perform a straight-leg raise without pain  
C. Palpable defect superior to the patella  
D. Posterior knee and calf swelling  
E. Crepitus with passive knee flexion and extension  
F. Medial joint line tenderness with valgus stress testing  
G. Tenderness over the patellar tendon with no palpable defect  
H. Posterior translation of the tibia against a fixed femur  
I. Palpable defect inferior to the patella  
J. Lateral deviation of the patella with resisted knee extension
",C,medxpert,7
ID046,"
### Step 1: Read excerpt
1. A man in his 20s presented with rapidly growing, severely painful oral lesions on the left hard palate of 2 months’ duration.
2. His medical history was significant for Philadelphia chromosome-negative B-cell acute lymphocytic leukemia refractory to multiple treatments, including chimeric antigen receptor T-cell therapy, with transformation to acute myeloid leukemia (AML) status posttreatment.
3. At the time of evaluation, he had been hospitalized for 5 months with severe protein-calorie malnutrition, pancytopenia, and recurrent neutropenic fevers.
4. The patient was febrile (38.3°C), with a white blood cell count of 0.5/μL (absolute neutrophil count 0.00; to convert to ×109/L, multiply by 0.001), hemoglobin levels of 7.6g/dL (to convert to g/L, multiply by 10.0), hematocrit 21%, and platelet count 9/μL (to convert to ×109/L, multiply by 1.0).
5. He was not receiving active cancer treatment.
6. Intraoral examination revealed poor oral hygiene.
7. The left hard palate exhibited a large swelling with a 5×3-cm indurated area of ulceration, central necrosis, and desquamation (Figure, A).
8. The patient was treated palliatively with dexamethasone solution and nystatin rinse.
9. A biopsy was not recommended owing to medical instability.
10. However, the patient retained a sloughed fragment of the affected tissue, which was submitted for histologic evaluation.
11. A maxillofacial computed tomography (CT) scan completed the etiological investigation.A, The left hard palate shows enlargement with a large, focal, necrotic lesion.
12. B, Hematoxylin-eosin stain of palatal tissue (original magnification ×1000).
13. C, Grocott methenamine silver stain of palatal tissue (original magnification ×1000).
14. D, Computed tomographic image of the maxillofacial complex shows tissue enlargement in the left hard palate and maxillary sinus.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Squamous cell carcinoma  
B: Mucormycosis  
C: Aspergillosis  
D: Myeloid sarcoma
",B,jama,14
ID047,"
### Step 1: Read excerpt
1. A woman in her 50s presented to a tertiary dermatology referral center with scaly erythematous patches and plaques covering 10% of her total body surface area without clinically appreciable lymphadenopathy.  
2. Histopathological testing demonstrated an epidermotropic infiltrate of hyperchromatic, convoluted, atypical CD3+, CD4−, and CD8+ lymphocytes with haloed nuclei with basilar tagging and papillary dermal fibrosis.  
3. Studies of T-cell gene rearrangements identified a clonal population.  
4. Blood-flow cytometry did not reveal aberrant T-cell immunophenotypes.  
5. Oral bexarotene was subsequently added for recalcitrant disease.  
6. A second biopsy was performed, which was notable for an epidermotropic infiltrate of CD3+, CD4−, and CD8− weak lymphocytes, which were positive for TIA-1, granzymes, and B factor (Bf) 1 and negative for CD30 and CD56.  
7. The results of flow cytometry and imaging were unremarkable.  
8. After an initial favorable response with chlorambucil, she developed expanding ulcerated tumors complicated by a polymicrobial superinfection.  
9. Chlorambucil was discontinued in favor of antimicrobial treatment.  
10. She then received liposomal doxorubicin, although skin involvement continued to progress rapidly, with ulcerating tumors making up as much as 80% of her total body surface area.  
11. She was hospitalized for worsening disease and pain (Figure, A).  
12. Repeated histopathologic analysis was done (Figure, B, C, and D).  
13. A, Clinical image.  
14. B, Original magnification ×50.  
15. C, Considerable lymphocytic epidermotropism in a pagetoid reticulosis–like pattern without striking Pautrier microabscesses (original magnification ×230).  
16. D, Original magnification ×50.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: CD8+ mycosis fungoides  
B: Lymphomatoid papulosis, type D  
C: Primary cutaneous aggressive epidermotropic cytotoxic CD8+ T-cell lymphoma  
D: Natural killer/T-cell lymphoma
",C,jama,16
ID048,"
### Step 1: Read excerpt
1. A healthy 27-year-old woman received a COVID-19 mRNA booster vaccine (Moderna) on December 7, 2021.
2. She had not experienced adverse effects after the first 2 vaccine doses on January 17 and February 5, 2021.
3. Twelve days after the booster vaccination, she developed pruritic wheals on her face and bilateral, transient eyelid swelling.
4. Over the next week, a pruritic rash spread over her neck, chest, trunk, and arms; each lesion faded without scarring within 24 hours.
5. She did not experience lip, tongue, or neck swelling; shortness of breath; wheezing; chest pain; or palpitations.
6. Application of pressure to her forearm in a circular motion using a pen cap elicited wheal and flare lesions (Figure, left panel).
7. She had no tongue, lip, or throat swelling, and her lungs were clear to auscultation bilaterally.
8. Wheal and flare lesions developed on her upper eyelids during the examination and resolved after approximately 30 minutes (Figure, right panel).
9. Light pressure applied to her skin with a tongue depressor elicited wheal and flare lesions within 3 to 5 minutes.Wheal and flare lesions on patient’s forearm (left) and eyelids (right).The patient had no history of atopy, urticaria, angioedema, or food or drug allergy and no recent infections.
10. She took no prescription medications and reported no recent use of over-the-counter medications, including nonsteroidal anti-inflammatory drugs.
11. She had no recent travel, exposure to animals, or use of new personal care products.

### Step 2: Answer QA Details
What Would You Do Next?

A: Advise the patient against future COVID-19 mRNA vaccination because of allergy  
B: Prescribe a preloaded epinephrine autoinjector and refer for allergy testing  
C: Prescribe a nonsedating antihistamine at a standard dose and increase to high-dose antihistamine if symptoms persist  
D: Prescribe oral prednisone (60 mg per day for 5 days)
",C,jama,11
ID049,"
### Step 1: Read excerpt
1. A man in his 40s with a 5-year history of mildly pruritic poikilodermatous patches and thin plaques involving the bilateral axilla and groin presented with expanding lesions on both flanks.
2. He had not received any prior treatment for the lesions.
3. Immunohistochemical analysis was also performed (Figure, C and D).
4. A, Hyperpigmented reticulated patches with central hypopigmentation on the right axilla.
5. B, Lesional punch biopsy specimen obtained from the right flank (hematoxylin-eosin stain).
6. C and D, Immunohistochemical analysis (positivity stain, original magnification ×100).

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Mycosis fungoides  
B: Large-plaque parapsoriasis  
C: Cutaneous amyloidosis  
D: Dowling-Degos disease
",A,jama,6
ID050,"
### Step 1: Read excerpt
1. A 23-year-old woman presents to labor and delivery at 40 weeks gestation with abdominal contractions and leakage of fluid from her vagina.
2. She subsequently undergoes an uncomplicated vaginal delivery.
3. The child is healthy and is heated, suctioned, and stimulated.
4. While holding her newborn, the mother endorses a headache, blurry vision, and abdominal pain.
5. Her temperature is 98.0°F (36.7°C), blood pressure is 194/104 mmHg, pulse is 100/min, respirations are 18/min, and oxygen saturation is 98% on room air.
6. Physical exam reveals an uncomfortable woman.
7. Laboratory studies and a urinalysis are pending.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Magnesium  
B. Labetalol  
C. Ondansetron and morphine  
D. CT head
",A,medbullets,7
ID051,"
### Step 1: Read excerpt
1. A white man in his early 80s with history of autoimmune pancreatitis, recurrent colon polyps, and benign prostatic hyperplasia developed rapid, painless vision loss of both eyes over a 2-week period 6 months after cataract surgery.
2. Vision was 20/250 OD and 20/60 OS.
3. The anterior segment was unremarkable in either eye, while the posterior segment examination noted 1+ vitreous cell, asteroid hyalosis, and a multilobulated, serous retinal detachment (RD) in the right eye and trace vitreous cell and a multilobulated, serous RD in the left eye.
4. Imaging included B-scan, optical coherence tomography, and fundus autofluorescence, which revealed diffuse choroidal and ciliary body thickening, multifocal pockets of subretinal fluid, and speckled hyperautofluorescence and hypoautofluorescence in both eyes (Figure 1).
5. No poliosis or skin changes were noted.
6. A review of systems was unremarkable, most notably a lack of any pulmonary symptoms.
7. A focused laboratory evaluation identified a significantly elevated angiotensin-converting enzyme (ACE) level and antinuclear antibody titer, but serum lysozyme, syphilis, and tuberculosis testing had negative results.
8. It showed marked lymphadenopathy throughout the mediastinum and diffuse scleral thickening in both eyes.
9. The institute’s radiologists believed these computed tomography findings were nonspecific and could be indicative of either sarcoidosis or intraocular lymphoma.Vogt-Koyanagi-Harada syndrome–like presentation of multilobulated pockets of subretinal fluid and choroidal thickening and undulations.
10. A, Serous retinal detachment (asterisk).
11. B, Substantial choroidal thickening (asterisk) and undulations and multilobulated subretinal fluid (arrowheads).

### Step 2: Answer QA Details
What Would You Do Next?

A: Perform a diagnostic vitrectomy in the right eye  
B: Inject intravitreal antibiotics for endophthalmitis in both eyes  
C: Perform ciliary body–choroidal biopsy in the right eye  
D: Treat the patient with systemic steroids for presumed VKH syndrome
",C,jama,11
ID052,"
### Step 1: Read excerpt
1. A 15-year-old girl is brought to the clinic because her mother is worried the patient has not yet had her period.
2. The patient’s older sister had her first period at age 14.
3. The mother had her first period at age 13.
4. The patient reports she is doing well in school and is on the varsity basketball team.
5. Her medical history is significant for asthma and atopic dermatitis.
6. Her medications include albuterol and topical triamcinolone.
7. Her temperature is 98°F (36.7°C), blood pressure is 111/72 mmHg, pulse is 65/min, and respirations are 14/min with an oxygen saturation of 99% on room air.
8. Physical exam shows absent breast development and external genitalia at Tanner stage 1.
9. Serum follicle-stimulating hormone (FSH) level is measured to be 38 mIU/mL.

### Step 2: Answer QA Details
Which of the following is the most appropriate next diagnostic step?

A. CYP17 gene work-up  
B. Gonadotrophin-releasing hormone stimulation test  
C. Karotype  
D. Luteinizing hormone levels
",C,medbullets,9
ID053,"
### Step 1: Read excerpt
1. A white man in his 60s with open-angle glaucoma presented with a 1-month history of pain and irritation in the right eye.  
2. Prior surgeries included cataract surgery in both eyes, selective laser trabeculoplasty in both eyes, trabectome in the right eye (NeoMedix), and mitomycin trabeculectomies in both eyes.  
3. On presentation, his visual acuity was 20/50 OD and 20/200 OS with correction (1 line worse from baseline in the right eye).  
4. Pressures were 18 mm Hg OU.  
5. Netarsudil was used in both eyes after a monocular trial of netarsudil in the right eye, which was judged successful owing to a 9–mm Hg pressure reduction in the right eye relative to the left eye.  
6. Slitlamp examination revealed conjunctival hyperemia and papillae in both eyes.  
7. The right cornea had 1.5 mm of inferonasal microcystoid epithelial edema with neovascularization.  
8. Cup-disc ratios were 0.8 OD and 0.9 OS.  
9. Dorzolamide in the right eye was discontinued.  
10. A few weeks later, the patient returned with worsening pain in the right eye, and visual acuity was 20/500 OD and 20/250 OS.  
11. There was diffuse microcystoid epithelial and stromal edema in both eyes, worsening reticular changes in the right eye (Figure 1), a new inferocentral wavelike superficial opacification in the left eye, and high pressures (28 mm Hg OD and 13 mm Hg OS).  
12. A, Netarsudil-associated reticular epithelial edema was most marked inferior nasally in the right eye (white arrowhead), although diffuse microcystoid epithelial and stromal edema were present in both eyes.  
13. B, Anterior segment spectral-domain optical coherence tomography (RTVue; Optovue) of the corresponding inferior nasal cornea in the right eye (white arrowhead).

### Step 2: Answer QA Details
What Would You Do Next?

A: Stop timolol in the right eye  
B: Stop latanoprost in both eyes  
C: Stop netarsudil in both eyes  
D: Resume dorzolamide in the right eye
",C,jama,13
ID054,"
### Step 1: Read excerpt
1. A 56-year-old woman is evaluated for a 9-mm pituitary adenoma that was incidentally discovered during a brain MRI performed for persistent left-sided migraines.
2. A subsequent pituitary-protocol MRI confirms that the lesion is confined to the sella without suprasellar extension or pituitary stalk involvement.
3. She denies visual disturbances or symptoms of hypercortisolism.
4. She underwent menopause at age 51 and has not experienced vaginal bleeding, hot flashes, breast tenderness, or galactorrhea.
5. She is not taking any medications or supplements.
6. Her fasting serum prolactin level is 107 ng/mL (reference range: 0–20) and remains elevated at 102 ng/mL on repeat testing.
7. A 1-mg dexamethasone suppression test shows fully suppressed cortisol levels.
8. Renal function is normal.

### Step 2: Answer QA Details
What is the most appropriate next step in managing this patient?

A. Reassure the patient that no immediate treatment is indicated; consider another MRI in 1 to 2 years  
B. Repeat prolactin levels after a dopamine agonist withdrawal period  
C. Initiate high-dose cabergoline therapy to normalize prolactin levels  
D. Begin bromocriptine 2.5 mg daily; remeasure the prolactin level in 1 month  
E. Perform visual field testing to assess for optic chiasm compression  
F. Begin cabergoline 0.25 mg twice weekly; remeasure the prolactin level in 3 months  
G. Refer the patient for radiation therapy to reduce adenoma size  
H. Initiate hormone replacement therapy to normalize estradiol levels  
I. Measure serum cortisol and ACTH levels to rule out subclinical Cushing syndrome  
J. Perform transsphenoidal surgery to remove the pituitary adenoma
",A,medxpert,8
ID055,"
### Step 1: Read excerpt
1. A man in his 60s presented for further evaluation of a right inguinal and scrotal lesion (Figure 1).
2. The rash initially started 4 years prior as a dime-sized, pink, scaly area in the right inguinal crease and was pruritic.
3. Results of a biopsy at the time were consistent with lichen simplex chronicus, and treatment with topical steroids was initiated.
4. Since then, the rash had failed to resolve and the affected area had increased in size to its present dimensions.
5. The patient had a history of prostate cancer treated with prostatectomy 4 years previously without evidence of recurrence and melanoma of the posterior neck treated with wide local excision, in addition to non–insulin-dependent diabetes mellitus and hyperlipidemia controlled with oral medications.
6. He does not smoke and has been in a monogamous marriage for more than 30 years.
7. An additional area of macular erythema extended superiorly along the inguinal crease toward the medial thigh.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Fungal infection  
B: Extramammary Paget disease  
C: Bowen disease  
D: Lichen sclerosis
",B,jama,7
ID056,"
### Step 1: Read excerpt
1. A 46-year-old healthy Hispanic woman presented with 2 days of photophobia in her right eye.
2. Her best-corrected visual acuity (BCVA) was 20/30 + 2 OD and 20/20 OS.
3. Her intraocular pressure, extraocular motility, and pupillary light reactions were normal.
4. An examination demonstrated trace anterior cells in the right eye; otherwise, the examination had normal results.
5. No vitreous cells were present.
6. However, unnoticed by the patient, her BCVA had worsened to 20/200 OD and 20/40 OS.
7. An examination demonstrated new subretinal fluid in the macula in the right eye (Figure 1A).
8. Fluorescein angiography showed peripapillary speckled pinpoint areas of hyperfluorescence in the right eye.
9. Indocyanine green showed early choroidal vessel hyperfluorescence and several posterior focal hypofluorescent spots in the midphase in both eyes.
10. Autofluorescence showed patchy hyperautofluorescence in both eyes.
11. Tuberculosis and syphilis testing had negative results.
12. A complete blood cell count was unremarkable.
13. A diagnosis of central serous retinopathy (CSR) was made.
14. The topical prednisolone was stopped.
15. Findings on presentation and follow-up.
16. A, Optical coherence tomography of the right eye demonstrates posterior vitreous cells (white arrowheads), subretinal fluid, and choroidal corrugation (yellow arrowheads).
17. B, Fundus photograph of the right eye demonstrates multifocal, demarcated exudative retinal detachments, including in the macula.
18. Similar findings were present in the left eye.
19. One week later, the BCVA worsened to E at 3 feet OD and 20/200 OS.

### Step 2: Answer QA Details
What Would You Do Next?

A: Initiate immunosuppressive therapy  
B: Monitor for resolution of subretinal fluid  
C: Retinal detachment repair with vitrectomy and/or scleral buckle  
D: Surgery to create scleral windows
",A,jama,19
ID057,"
### Step 1: Read excerpt
1. A 55-year-old woman from the Southeastern US with a history of smoking, poorly controlled type 2 diabetes mellitus (hemoglobin A1c level, 15.5%), and chronic pain from osteoarthritis treated with inhalational medical marijuana presented with 4 months of productive cough, 22.7-kg (50-lb) weight loss, subjective fevers, and 3 days of worsening chest pain.Chest computed tomography (CT) showed a large right upper lobe cavitary mass.
2. She was treated empirically with intravenous vancomycin and piperacillin-tazobactam.
3. Bronchoscopy with bronchoalveolar lavage (BAL) and transbronchial biopsy was performed.
4. Lung tissue was sent for bacterial, fungal, mycobacterial, and Nocardia cultures and for histopathology.
5. BAL cultures grew 100 colony-forming units (CFUs)/mL of group B streptococci and 1 CFU/mL of Aspergillus niger.
6. Results of acid-fast bacilli (AFB) smear and GeneXpert MTB/RIF testing were negative.
7. Voriconazole was added to her treatment.
8. Transbronchial biopsy histopathology showed acute and chronic inflammation, granulation tissue and necrosis, and negative fungal and AFB stains.Two weeks later, the patient reported worsening right-sided chest pain provoked by palpation, right arm movement, and deep inspiration.
9. Repeat chest CT demonstrated cavitary mass enlargement with possible pleural invasion (Figure 1, left).
10. She developed hypoxemia and required intubation.
11. A right-sided tension pneumothorax developed and required emergency chest tube placement, which yielded charcoal-colored pleural fluid (Figure 1, right).Left, Computed tomography scan of the chest demonstrating large right upper lobe cavitary lesion, layering debris, and bronchial wall thickening.

### Step 2: Answer QA Details
What Would You Do Next?

A: Change antimicrobial therapy to meropenem and vancomycin  
B: Change voriconazole to liposomal amphotericin B  
C: Consult radiation oncology immediately  
D: Perform right upper lobe resection
",D,jama,11
ID058,"
### Step 1: Read excerpt
1. A 59-year-old man presents to his primary care physician for abdominal pain and foul-smelling diarrhea that has persisted for the past 2 years.
2. The patient has a medical history of alcoholism and has been admitted to the hospital multiple times for withdrawal, abdominal pain, and traumatic injuries from his drinking.
3. The patient states that his last drink was more than 1 year ago.
4. Physical exam reveals a non-tender, non-distended abdomen.
5. A computed tomography (CT) scan of the abdomen is performed as seen in Figure A.
6. A Sudan Black stain of the patient’s stool is positive.

### Step 2: Answer QA Details
Which of the following is the most appropriate treatment for the underlying cause of this patient’s diarrhea?

A. Pantoprazole  
B. Oral rehydration  
C. Ciprofloxacin  
D. Loperamide
",A,medbullets,6
ID059,"
### Step 1: Read excerpt
1. A 72-year-old woman presented with a 6-month history of a dull, epigastric pain, 10-kg weight loss (from 52 kg to 42 kg), and a 6- to 8-week history of nausea and vomiting.
2. Physical examination showed no notable abnormalities.
3. Blood test results revealed anemia (hemoglobin 9.8 g/dL [to convert to grams per liter, multiply by 10]) but were otherwise unremarkable.
4. Upper gastrointestinal series showed subtotal occlusion in the second part of the duodenum (Figure 1 A).
5. Computed tomography of the abdomen confirmed intraluminal narrowing of the duodenum without signs of a mass (Figure 1 B, arrowhead).
6. Multiple biopsies were negative for cancer.
7. Total parenteral nutrition was started and the patient was scheduled for surgery.
8. A, Coronal upper gastrointestinal series demonstrate subtotal occlusion in the second part of the duodenum.
9. B, Axial computed tomography image shows intraluminal narrowing of the duodenum without signs of a mass (arrowhead).

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Fibrosis owing to chronic peptic ulceration  
B: Duodenal carcinoma  
C: Duodenal web  
D: Annular pancreas
",D,jama,9
ID060,"
### Step 1: Read excerpt
1. A 45-year-old male experiencing shortness of breath is brought to the emergency department after shoveling snow.
2. His symptoms include chest tightness and dizziness.
3. He has a history of asthma treated with inhaled budesonide and formoterol, and is currently taking ciprofloxacin for a urinary tract infection.
4. His vital signs show: temperature 98.6°F (37.0°C), blood pressure 130/90 mmHg, pulse 96/min, and respirations 26/min.
5. After responding well to oxygen, albuterol, and systemic glucocorticoids, he is discharged with an additional asthma medication.
6. Laboratory results show a fingerstick glucose of 102 mg/dL, ALT of 20 U/L, and AST of 30 U/L.

### Step 2: Answer QA Details
What is the mechanism of action of the most likely causative agent?

A. Inhibition of leukotriene receptors  
B. Inhibition of phosphodiesterase  
C. Antagonism of H1 histamine receptors  
D. Antagonism of prostaglandin D2 receptors  
E. Stimulation of adenylyl cyclase  
F. Inhibition of mast cell degranulation  
G. Inhibition of M3 muscarinic receptors  
H. Inhibition of 5-lipoxygenase  
I. Blockade of calcium channels  
J. Activation of beta-2 adrenergic receptors
",B,medxpert,6
ID061,"
### Step 1: Read excerpt
1. A woman in her 60s presented 1 week after undergoing cataract surgery in the right eye complaining of persistent blurry vision.
2. Her ocular history was notable for a previous uncomplicated cataract surgery in the left eye that had a good visual outcome.
3. On postoperative day 1, her visual acuity was 20/60 OD, attributed to mild corneal edema, with an intraocular pressure of 18 mm Hg.
4. A dilated fundus examination was not performed.
5. At postoperative week 1, the best-corrected visual acuity was 20/50 OD, her intraocular pressure was 17 mm Hg, and there was no afferent pupillary defect.
6. The cornea was clear and there were trace anterior chamber cells.
7. A dilated examination revealed multiple spots of retinal whitening with tiny intraretinal hemorrhages concentrated in the posterior pole (Figure, A).
8. The patient was referred urgently for consultation by a retina specialist.
9. Optical coherence tomography revealed intraretinal cystoid abnormalities in the macula and hyperreflective patches in the nerve fiber layer and inner nuclear layer (Figure, B).
10. A, Fundus photograph of the right eye demonstrating multifocal patches of inner retinal whitening in the posterior pole.

### Step 2: Answer QA Details
What Would You Do Next?

A: Start systemic steroids  
B: Obtain more information on the patient’s history  
C: Vitreous tap and injection of foscarnet  
D: Infectious and autoimmune workup
",B,jama,10
ID062,"
### Step 1: Read excerpt
1. A 55-year-old man with advanced primary open-angle glaucoma presented with 1 day of decreased vision and eye pain.
2. He had undergone trabeculectomy and 5-fluorouracil injection 1 month prior.
3. On initial examination, his visual acuity was 20/25.
4. He had diffuse conjunctival hyperemia without bleb purulence or leakage and more than 50 cells per high-power field of a 1 × 1-mm area of light on slitlamp biomicroscopy.
5. He was treated for blebitis with topical fortified antibiotics but subsequently developed vitritis.
6. His eye pain worsened significantly, and ultrasound biomicroscopy showed scleral thickening (Figure 1A).
7. Lab workup for autoimmune scleritis including tests for rheumatoid factor, antinuclear antibodies, and antineutrophil cytoplasmic antibodies was negative.
8. He was admitted to the hospital and started intravenous vancomycin and piperacillin-tazobactam treatment.
9. His vision continued to decline to counting fingers because of the development of a dense cataract with retrolenticular plaque (Figure 1B).
10. A, Episcleral and scleral thickening (yellow brackets) adjacent to normal tissue (white brackets) on ultrasound biomicroscopy.
11. B, Retrolenticular plaque (yellow arrowhead) and vitreous debris (white arrowhead) on inferotemporal longitudinal B-scan.

### Step 2: Answer QA Details
What Would You Do Next?

A: Start topical and systemic steroids  
B: Switch to intravenous meropenem  
C: Repeat aqueous or vitreous sampling  
D: Observe while receiving current therapy
",C,jama,11
