Origin,data_source_corr_x,n_rows,q1_votes,vote_count_map,majority_q1,is_tie,correct_answer,mv_correct,row_correct_count,row_accuracy,duration_mean_s,duration_median_s,duration_std_s,duration_min_s,duration_max_s,duration_sum_s
ID0463,jama,3,D;C;D,C:1;D:2,D,False,D,True,2,0.6666666666666666,58.0,63.0,38.742741255621034,17.0,94.0,174.0
ID0466,jama,3,D;D;D,D:3,D,False,D,True,3,1.0,122.66666666666667,134.0,75.63949585589089,42.0,192.0,368.0
ID0467,jama,3,D;C;C,C:2;D:1,C,False,C,True,2,0.6666666666666666,87.0,76.0,23.515952032609693,71.0,114.0,261.0
ID0468,medbullets,3,C;D;D,C:1;D:2,D,False,C,False,1,0.3333333333333333,90.33333333333333,77.0,40.67349669420289,58.0,136.0,271.0
ID0469,jama,3,C;A;A,A:2;C:1,A,False,A,True,2,0.6666666666666666,101.0,107.0,52.25897052181568,46.0,150.0,303.0
ID0470,medbullets,3,C;C;C,C:3,C,False,C,True,3,1.0,56.333333333333336,43.0,35.90728802532062,29.0,97.0,169.0
ID0471,jama,3,B;D;D,B:1;D:2,D,False,D,True,2,0.6666666666666666,87.66666666666667,87.0,60.00277771348034,28.0,148.0,263.0
ID0472,jama,3,B;B;B,B:3,B,False,D,False,0,0.0,67.0,75.0,16.522711641858304,48.0,78.0,201.0
ID0473,medbullets,3,A;A;A,A:3,A,False,A,True,3,1.0,64.33333333333333,25.0,69.86653944008772,23.0,145.0,193.0
ID0478,jama,3,A;D;A,A:2;D:1,A,False,A,True,2,0.6666666666666666,94.0,113.0,35.53871128783372,53.0,116.0,282.0
ID0483,jama,3,C;B;B,B:2;C:1,B,False,A,False,0,0.0,141.33333333333334,121.0,79.47536305883311,74.0,229.0,424.0
ID0488,jama,3,D;A;A,A:2;D:1,A,False,C,False,0,0.0,86.66666666666667,79.0,31.214312956291913,60.0,121.0,260.0
ID0490,jama,3,D;D;A,A:1;D:2,D,False,B,False,0,0.0,117.66666666666667,120.0,8.736894948054106,108.0,125.0,353.0
ID0491,medxpert,3,A;A;A,A:3,A,False,A,True,3,1.0,50.666666666666664,50.0,2.0816659994661326,49.0,53.0,152.0
ID0492,jama,3,B;C;B,B:2;C:1,B,False,C,False,1,0.3333333333333333,104.66666666666667,45.0,106.82852303263081,41.0,228.0,314.0
ID0494,jama,3,C;B;A,A:1;B:1;C:1,,True,C,False,1,0.3333333333333333,166.0,145.0,51.79768334587948,128.0,225.0,498.0
ID0495,medbullets,3,B;B;B,B:3,B,False,B,True,3,1.0,91.66666666666667,83.0,22.300971578236975,75.0,117.0,275.0
ID0496,medbullets,3,C;A;C,A:1;C:2,C,False,C,True,2,0.6666666666666666,72.0,73.0,34.51086785347479,37.0,106.0,216.0
ID0500,jama,3,B;B;D,B:2;D:1,B,False,B,True,2,0.6666666666666666,65.0,60.0,25.865034312755125,42.0,93.0,195.0
ID0504,medxpert,3,B;B;B,B:3,B,False,B,True,3,1.0,84.33333333333333,53.0,56.88878038184096,50.0,150.0,253.0
ID0506,medxpert,3,D;A;D,A:1;D:2,D,False,D,True,2,0.6666666666666666,78.33333333333333,61.0,31.77000681985028,59.0,115.0,235.0
ID0508,jama,3,A;C;A,A:2;C:1,A,False,B,False,0,0.0,105.0,76.0,53.73081052803875,72.0,167.0,315.0
ID0509,medxpert,3,G;J;G,G:2;J:1,G,False,J,False,1,0.3333333333333333,82.0,90.0,16.522711641858304,63.0,93.0,246.0
ID0510,mmlu,3,B;A;B,A:1;B:2,B,False,B,True,2,0.6666666666666666,45.333333333333336,43.0,15.631165450257807,31.0,62.0,136.0
ID0514,medxpert,3,I;I;H,H:1;I:2,I,False,I,True,2,0.6666666666666666,90.0,77.0,22.516660498395403,77.0,116.0,270.0
ID0519,medxpert,3,D;I;J,D:1;I:1;J:1,,True,I,False,1,0.3333333333333333,82.33333333333333,97.0,39.11947511576981,38.0,112.0,247.0
ID0520,mmlu,3,D;A;B,A:1;B:1;D:1,,True,B,False,1,0.3333333333333333,86.0,62.0,70.14983962918234,31.0,165.0,258.0
ID0521,medxpert,3,I;F;E,E:1;F:1;I:1,,True,H,False,0,0.0,68.33333333333333,75.0,15.14375558880073,51.0,79.0,205.0
ID0522,jama,3,C;C;B,B:1;C:2,C,False,C,True,2,0.6666666666666666,79.0,73.0,53.25410782277739,29.0,135.0,237.0
ID0523,medxpert,3,A;I;B,A:1;B:1;I:1,,True,D,False,0,0.0,56.666666666666664,61.0,14.0118997046558,41.0,68.0,170.0
ID0526,medbullets,3,D;A;A,A:2;D:1,A,False,D,False,1,0.3333333333333333,112.33333333333333,116.0,66.57577136866935,44.0,177.0,337.0
ID0528,jama,3,D;A;B,A:1;B:1;D:1,,True,B,False,1,0.3333333333333333,99.33333333333333,101.0,16.56301099840646,82.0,115.0,298.0
ID0529,medbullets,3,A;D;A,A:2;D:1,A,False,D,False,1,0.3333333333333333,94.66666666666667,93.0,25.540817005987364,70.0,121.0,284.0
ID0532,medxpert,3,D;D;G,D:2;G:1,D,False,B,False,0,0.0,91.66666666666667,116.0,43.890014050274964,41.0,118.0,275.0
ID0533,jama,3,C;C;C,C:3,C,False,C,True,3,1.0,66.66666666666667,67.0,0.5773502691896257,66.0,67.0,200.0
ID0534,jama,3,A;B;B,A:1;B:2,B,False,B,True,2,0.6666666666666666,76.66666666666667,76.0,47.003545965526186,30.0,124.0,230.0
ID0535,medbullets,3,C;C;C,C:3,C,False,C,True,3,1.0,47.666666666666664,52.0,10.214368964029708,36.0,55.0,143.0
ID0541,jama,3,B;A;B,A:1;B:2,B,False,B,True,2,0.6666666666666666,98.66666666666667,84.0,34.42867022313428,74.0,138.0,296.0
ID0542,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,173.33333333333334,115.0,157.80473165698592,53.0,352.0,520.0
ID0543,mmlu,4,D;D;D;D,D:4,D,False,D,True,4,1.0,54.75,60.5,25.03830398942122,21.0,77.0,219.0
ID0546,medbullets,4,D;D;D;D,D:4,D,False,D,True,4,1.0,110.5,109.5,41.829017041602434,66.0,157.0,442.0
ID0552,jama,3,C;C;A,A:1;C:2,C,False,C,True,2,0.6666666666666666,117.33333333333333,122.0,68.11999217067874,47.0,183.0,352.0
ID0553,jama,3,D;C;A,A:1;C:1;D:1,,True,C,False,1,0.3333333333333333,81.33333333333333,84.0,24.11085509336683,56.0,104.0,244.0
ID0554,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,72.33333333333333,62.0,52.27172594561359,26.0,129.0,217.0
ID0561,jama,3,A;A;C,A:2;C:1,A,False,D,False,0,0.0,213.0,134.0,159.8780785473731,108.0,397.0,639.0
ID0564,medbullets,3,A;D;C,A:1;C:1;D:1,,True,D,False,1,0.3333333333333333,92.33333333333333,90.0,74.52739988308551,19.0,168.0,277.0
ID0566,mmlu,3,B;B;B,B:3,B,False,B,True,3,1.0,34.666666666666664,37.0,21.594752448994022,12.0,55.0,104.0
ID0567,medxpert,3,D;D;F,D:2;F:1,D,False,C,False,0,0.0,97.66666666666667,83.0,35.360052790307506,72.0,138.0,293.0
ID0569,mmlu,3,B;D;D,B:1;D:2,D,False,D,True,2,0.6666666666666666,144.66666666666666,116.0,122.54114955121537,39.0,279.0,434.0
ID0572,medxpert,3,F;C;F,C:1;F:2,F,False,C,False,1,0.3333333333333333,106.66666666666667,96.0,31.39001964531614,82.0,142.0,320.0
ID0574,medxpert,3,E;G;A,A:1;E:1;G:1,,True,H,False,0,0.0,38.666666666666664,40.0,22.03028218914441,16.0,60.0,116.0
ID0576,mmlu,3,C;C;B,B:1;C:2,C,False,C,True,2,0.6666666666666666,86.66666666666667,76.0,38.13572253587616,55.0,129.0,260.0
ID0577,jama,3,A;C;A,A:2;C:1,A,False,C,False,1,0.3333333333333333,125.66666666666667,132.0,75.69896520648967,47.0,198.0,377.0
ID0578,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,120.0,136.0,37.64306044943742,77.0,147.0,360.0
ID0581,medxpert,3,C;J;A,A:1;C:1;J:1,,True,B,False,0,0.0,60.666666666666664,52.0,17.67295485574875,49.0,81.0,182.0
ID0584,jama,3,B;B;B,B:3,B,False,C,False,0,0.0,118.66666666666667,115.0,40.62429486567531,80.0,161.0,356.0
ID0587,medxpert,3,B;I;F,B:1;F:1;I:1,,True,E,False,0,0.0,99.33333333333333,79.0,42.335957923889396,71.0,148.0,298.0
ID0589,jama,3,D;C;C,C:2;D:1,C,False,C,True,2,0.6666666666666666,95.66666666666667,119.0,73.81959992666808,13.0,155.0,287.0
ID0590,jama,3,A;A;D,A:2;D:1,A,False,D,False,1,0.3333333333333333,81.33333333333333,78.0,12.342339054382412,71.0,95.0,244.0
ID0591,medxpert,3,J;G;C,C:1;G:1;J:1,,True,C,False,1,0.3333333333333333,105.0,109.0,43.139309220245984,60.0,146.0,315.0
ID0594,medxpert,3,A;D;G,A:1;D:1;G:1,,True,G,False,1,0.3333333333333333,39.0,35.0,18.33030277982336,23.0,59.0,117.0
ID0595,medxpert,3,C;J;C,C:2;J:1,C,False,J,False,1,0.3333333333333333,74.33333333333333,73.0,41.01625693957621,34.0,116.0,223.0
ID0596,jama,4,B;B;C;B,B:3;C:1,B,False,A,False,0,0.0,68.5,65.0,17.31088289679838,53.0,91.0,274.0
ID0598,medxpert,4,J;D;D;D,D:3;J:1,D,False,C,False,0,0.0,74.5,75.0,22.11334438749598,47.0,101.0,298.0
ID0599,medbullets,3,C;D;C,C:2;D:1,C,False,A,False,0,0.0,103.0,92.0,48.4458460551573,61.0,156.0,309.0
ID0600,medbullets,3,D;B;B,B:2;D:1,B,False,B,True,2,0.6666666666666666,139.0,72.0,118.65496196956957,69.0,276.0,417.0
ID0601,medbullets,3,A;D;D,A:1;D:2,D,False,A,False,1,0.3333333333333333,50.333333333333336,22.0,49.94330118577799,21.0,108.0,151.0
ID0602,jama,3,C;C;D,C:2;D:1,C,False,D,False,1,0.3333333333333333,93.0,98.0,14.177446878757825,77.0,104.0,279.0
ID0604,mmlu,3,C;C;C,C:3,C,False,C,True,3,1.0,27.333333333333332,29.0,9.60902353693305,17.0,36.0,82.0
ID0605,medxpert,3,E;A;E,A:1;E:2,E,False,E,True,2,0.6666666666666666,63.666666666666664,68.0,13.051181300301261,49.0,74.0,191.0
ID0607,mmlu,3,D;A;B,A:1;B:1;D:1,,True,A,False,1,0.3333333333333333,45.333333333333336,43.0,8.736894948054106,38.0,55.0,136.0
ID0609,jama,3,D;D;D,D:3,D,False,D,True,3,1.0,63.666666666666664,72.0,27.465129406819358,33.0,86.0,191.0
ID0614,medxpert,3,A;G;A,A:2;G:1,A,False,A,True,2,0.6666666666666666,96.33333333333333,85.0,56.85361319505853,46.0,158.0,289.0
ID0616,medxpert,3,I;B;E,B:1;E:1;I:1,,True,I,False,1,0.3333333333333333,89.0,89.0,40.0,49.0,129.0,267.0
ID0617,mmlu,3,C;C;D,C:2;D:1,C,False,D,False,1,0.3333333333333333,78.33333333333333,64.0,51.03266927501768,36.0,135.0,235.0
ID0618,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,49.666666666666664,55.0,23.45918441321721,24.0,70.0,149.0
ID0619,medbullets,3,C;C;A,A:1;C:2,C,False,C,True,2,0.6666666666666666,87.33333333333333,100.0,29.143323992525858,54.0,108.0,262.0
ID0621,medxpert,3,B;B;D,B:2;D:1,B,False,C,False,0,0.0,148.0,164.0,31.240998703626616,112.0,168.0,444.0
ID0622,mmlu,3,D;C;D,C:1;D:2,D,False,D,True,2,0.6666666666666666,79.33333333333333,87.0,38.083242158898884,38.0,113.0,238.0
ID0623,medbullets,3,A;A;A,A:3,A,False,A,True,3,1.0,130.66666666666666,75.0,143.82048996347265,23.0,294.0,392.0
ID0625,medxpert,3,B;B;B,B:3,B,False,I,False,0,0.0,107.33333333333333,68.0,84.19817891934085,50.0,204.0,322.0
ID0626,medxpert,3,F;B;F,B:1;F:2,F,False,D,False,0,0.0,49.0,38.0,27.2213151776324,29.0,80.0,147.0
ID0627,medxpert,3,D;J;D,D:2;J:1,D,False,J,False,1,0.3333333333333333,68.33333333333333,63.0,11.930353445448855,60.0,82.0,205.0
ID0628,mmlu,4,D;D;D;D,D:4,D,False,C,False,0,0.0,69.0,76.0,24.73863375370596,34.0,90.0,276.0
ID0634,mmlu,3,B;B;B,B:3,B,False,B,True,3,1.0,47.333333333333336,48.0,4.041451884327381,43.0,51.0,142.0
ID0635,jama,3,A;A;A,A:3,A,False,D,False,0,0.0,102.0,81.0,51.79768334587948,64.0,161.0,306.0
ID0636,jama,3,D;D;D,D:3,D,False,C,False,0,0.0,95.0,72.0,48.75448697299562,62.0,151.0,285.0
ID0647,jama,3,D;C;D,C:1;D:2,D,False,C,False,1,0.3333333333333333,86.0,50.0,73.89857914736926,37.0,171.0,258.0
ID0651,medxpert,3,D;G;A,A:1;D:1;G:1,,True,C,False,0,0.0,124.0,138.0,34.219877264537345,85.0,149.0,372.0
ID0652,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,57.666666666666664,61.0,44.09459528483433,12.0,100.0,173.0
ID0653,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,47.666666666666664,48.0,27.50151510977774,20.0,75.0,143.0
ID0654,mmlu,3,C;C;C,C:3,C,False,C,True,3,1.0,109.33333333333333,105.0,28.74601421646718,83.0,140.0,328.0
ID0655,medxpert,3,E;D;D,D:2;E:1,D,False,E,False,1,0.3333333333333333,64.33333333333333,60.0,25.77466456296441,41.0,92.0,193.0
ID0656,jama,3,B;A;A,A:2;B:1,A,False,A,True,2,0.6666666666666666,96.0,112.0,30.347981810987037,61.0,115.0,288.0
ID0658,medxpert,3,J;J;A,A:1;J:2,J,False,D,False,0,0.0,73.0,60.0,51.73973328110612,29.0,130.0,219.0
ID0660,jama,4,A;A;C;C,A:2;C:2,,True,C,False,2,0.5,175.75,171.5,98.11005724864977,66.0,294.0,703.0
ID0662,medbullets,3,A;A;A,A:3,A,False,A,True,3,1.0,53.666666666666664,41.0,28.21937868439582,34.0,86.0,161.0
ID0665,mmlu,3,C;C;D,C:2;D:1,C,False,C,True,2,0.6666666666666666,97.0,61.0,63.221831672294975,60.0,170.0,291.0
ID0668,medxpert,3,G;C;B,B:1;C:1;G:1,,True,H,False,0,0.0,83.0,65.0,31.176914536239792,65.0,119.0,249.0
ID0669,jama,3,D;A;B,A:1;B:1;D:1,,True,D,False,1,0.3333333333333333,115.33333333333333,140.0,62.74817394421397,44.0,162.0,346.0
ID0671,jama,3,D;D;D,D:3,D,False,D,True,3,1.0,111.33333333333333,111.0,4.509249752822894,107.0,116.0,334.0
ID0672,medxpert,3,D;G;D,D:2;G:1,D,False,G,False,1,0.3333333333333333,57.0,52.0,14.177446878757825,46.0,73.0,171.0
ID0673,medbullets,4,B;A;A;D,A:2;B:1;D:1,A,False,A,True,2,0.5,148.75,142.5,54.90825681686377,93.0,217.0,595.0
ID0675,jama,3,A;A;A,A:3,A,False,A,True,3,1.0,89.33333333333333,114.0,48.911484677254826,33.0,121.0,268.0
ID0680,medxpert,3,B;A;B,A:1;B:2,B,False,A,False,1,0.3333333333333333,131.66666666666666,102.0,69.42862041934387,82.0,211.0,395.0
ID0682,mmlu,3,D;A;C,A:1;C:1;D:1,,True,C,False,1,0.3333333333333333,73.0,61.0,41.32795663954365,39.0,119.0,219.0
ID0683,jama,3,B;A;B,A:1;B:2,B,False,D,False,0,0.0,83.66666666666667,70.0,68.52979887124529,23.0,158.0,251.0
ID0684,medxpert,3,I;J;I,I:2;J:1,I,False,J,False,1,0.3333333333333333,82.66666666666667,89.0,14.571661996262929,66.0,93.0,248.0
ID0692,jama,4,B;D;B;A,A:1;B:2;D:1,B,False,B,True,2,0.5,106.75,101.5,77.88185496849272,23.0,201.0,427.0
ID0693,medbullets,3,D;D;D,D:3,D,False,D,True,3,1.0,106.33333333333333,106.0,35.50117368951812,71.0,142.0,319.0
ID0695,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,97.33333333333333,109.0,26.501572280401277,67.0,116.0,292.0
ID0698,medxpert,3,C;C;H,C:2;H:1,C,False,A,False,0,0.0,87.66666666666667,94.0,22.18858565419016,63.0,106.0,263.0
ID0699,jama,3,A;B;D,A:1;B:1;D:1,,True,C,False,0,0.0,79.66666666666667,73.0,43.385865593915874,40.0,126.0,239.0
ID0701,medxpert,3,G;A;C,A:1;C:1;G:1,,True,H,False,0,0.0,104.33333333333333,96.0,42.12283624512164,67.0,150.0,313.0
ID0702,medxpert,3,E;D;G,D:1;E:1;G:1,,True,A,False,0,0.0,37.0,25.0,29.866369046136157,15.0,71.0,111.0
ID0703,jama,3,B;B;D,B:2;D:1,B,False,B,True,2,0.6666666666666666,100.0,87.0,57.61076288333631,50.0,163.0,300.0
ID0708,jama,3,C;D;B,B:1;C:1;D:1,,True,C,False,1,0.3333333333333333,120.33333333333333,152.0,85.04312631443727,24.0,185.0,361.0
ID0710,jama,3,D;D;D,D:3,D,False,D,True,3,1.0,110.66666666666667,91.0,60.92892033618627,62.0,179.0,332.0
ID0712,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,42.333333333333336,39.0,15.275252316519467,29.0,59.0,127.0
ID0713,medbullets,3,C;B;B,B:2;C:1,B,False,B,True,2,0.6666666666666666,95.66666666666667,97.0,49.013603553843424,46.0,144.0,287.0
ID0715,medbullets,3,C;B;C,B:1;C:2,C,False,B,False,1,0.3333333333333333,105.0,109.0,18.33030277982336,85.0,121.0,315.0
ID0716,jama,3,D;D;D,D:3,D,False,D,True,3,1.0,100.33333333333333,114.0,24.54248017893329,72.0,115.0,301.0
ID0717,medxpert,3,J;J;J,J:3,J,False,B,False,0,0.0,52.333333333333336,43.0,21.571586249817916,37.0,77.0,157.0
ID0718,jama,3,B;B;B,B:3,B,False,B,True,3,1.0,118.66666666666667,131.0,27.646579052991953,87.0,138.0,356.0
ID0721,jama,3,A;A;B,A:2;B:1,A,False,A,True,2,0.6666666666666666,105.33333333333333,78.0,63.571482075953945,60.0,178.0,316.0
ID0723,jama,3,B;B;B,B:3,B,False,B,True,3,1.0,58.0,50.0,23.065125189341593,40.0,84.0,174.0
ID0726,jama,3,C;A;C,A:1;C:2,C,False,B,False,0,0.0,57.333333333333336,67.0,32.593455375785695,21.0,84.0,172.0
ID0731,jama,3,B;C;C,B:1;C:2,C,False,C,True,2,0.6666666666666666,92.0,89.0,29.614185789921695,64.0,123.0,276.0
ID0732,medbullets,3,C;B;D,B:1;C:1;D:1,,True,C,False,1,0.3333333333333333,127.66666666666667,132.0,15.947831618540913,110.0,141.0,383.0
ID0733,jama,3,B;C;B,B:2;C:1,B,False,D,False,0,0.0,94.33333333333333,75.0,57.49202843293436,49.0,159.0,283.0
ID0735,mmlu,3,B;B;B,B:3,B,False,B,True,3,1.0,51.666666666666664,55.0,5.773502691896258,45.0,55.0,155.0
ID0737,medxpert,3,J;F;F,F:2;J:1,F,False,J,False,1,0.3333333333333333,112.0,105.0,23.302360395462088,93.0,138.0,336.0
ID0740,jama,3,B;A;C,A:1;B:1;C:1,,True,C,False,1,0.3333333333333333,132.66666666666666,117.0,35.21836642056717,108.0,173.0,398.0
ID0746,jama,3,B;C;B,B:2;C:1,B,False,C,False,1,0.3333333333333333,149.66666666666666,148.0,19.55334583474995,131.0,170.0,449.0
ID0747,jama,3,B;A;B,A:1;B:2,B,False,D,False,0,0.0,113.33333333333333,106.0,24.826061575153908,93.0,141.0,340.0
ID0752,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,31.333333333333332,35.0,10.96965511460289,19.0,40.0,94.0
ID0753,medxpert,3,I;F;A,A:1;F:1;I:1,,True,G,False,0,0.0,178.33333333333334,99.0,155.94977824073152,78.0,358.0,535.0
ID0754,jama,3,A;A;A,A:3,A,False,B,False,0,0.0,118.0,120.0,27.055498516937366,90.0,144.0,354.0
ID0757,mmlu,3,C;C;C,C:3,C,False,B,False,0,0.0,90.0,105.0,41.58124577258358,43.0,122.0,270.0
ID0758,medxpert,3,H;D;F,D:1;F:1;H:1,,True,D,False,1,0.3333333333333333,92.66666666666667,89.0,58.58611894752317,36.0,153.0,278.0
ID0759,medbullets,3,A;B;B,A:1;B:2,B,False,B,True,2,0.6666666666666666,93.66666666666667,92.0,51.52022256680704,43.0,146.0,281.0
ID0761,medxpert,3,H;F;D,D:1;F:1;H:1,,True,D,False,1,0.3333333333333333,186.0,167.0,109.74060324237333,87.0,304.0,558.0
ID0764,medxpert,3,H;B;F,B:1;F:1;H:1,,True,B,False,1,0.3333333333333333,52.0,63.0,25.357444666211933,23.0,70.0,156.0
ID0765,medxpert,3,A;B;I,A:1;B:1;I:1,,True,J,False,0,0.0,82.66666666666667,48.0,60.91250555783544,47.0,153.0,248.0
ID0766,mmlu,3,C;D;D,C:1;D:2,D,False,D,True,2,0.6666666666666666,24.666666666666668,20.0,11.718930554164631,16.0,38.0,74.0
ID0769,jama,3,B;A;C,A:1;B:1;C:1,,True,B,False,1,0.3333333333333333,92.0,92.0,34.0,58.0,126.0,276.0
ID0770,medxpert,3,D;H;J,D:1;H:1;J:1,,True,E,False,0,0.0,43.333333333333336,40.0,13.316656236958785,32.0,58.0,130.0
ID0773,mmlu,3,D;B;C,B:1;C:1;D:1,,True,D,False,1,0.3333333333333333,90.66666666666667,81.0,47.24757489367399,49.0,142.0,272.0
ID0777,medxpert,3,I;C;I,C:1;I:2,I,False,A,False,0,0.0,105.33333333333333,115.0,22.143471573656495,80.0,121.0,316.0
ID0778,medxpert,3,G;C;H,C:1;G:1;H:1,,True,G,False,1,0.3333333333333333,127.0,90.0,114.09206808538444,36.0,255.0,381.0
ID0779,jama,3,C;A;A,A:2;C:1,A,False,C,False,1,0.3333333333333333,124.66666666666667,116.0,103.27310072489027,26.0,232.0,374.0
ID0780,jama,3,D;C;B,B:1;C:1;D:1,,True,C,False,1,0.3333333333333333,49.333333333333336,40.0,22.501851775650227,33.0,75.0,148.0
ID0784,medbullets,3,B;B;C,B:2;C:1,B,False,C,False,1,0.3333333333333333,179.0,194.0,50.20956084253277,123.0,220.0,537.0
ID0786,medxpert,3,I;A;A,A:2;I:1,A,False,A,True,2,0.6666666666666666,51.333333333333336,52.0,22.00757445365875,29.0,73.0,154.0
ID0788,medbullets,3,B;B;D,B:2;D:1,B,False,B,True,2,0.6666666666666666,57.333333333333336,55.0,25.579940057266224,33.0,84.0,172.0
ID0789,mmlu,3,D;A;A,A:2;D:1,A,False,A,True,2,0.6666666666666666,155.66666666666666,143.0,114.52656169349245,48.0,276.0,467.0
ID0790,medbullets,3,C;D;B,B:1;C:1;D:1,,True,C,False,1,0.3333333333333333,177.0,183.0,25.534290669607408,149.0,199.0,531.0
ID0792,medxpert,3,I;I;I,I:3,I,False,I,True,3,1.0,41.0,33.0,20.223748416156685,26.0,64.0,123.0
ID0798,medxpert,3,B;C;C,B:1;C:2,C,False,H,False,0,0.0,62.333333333333336,55.0,27.736858750286295,39.0,93.0,187.0
ID0799,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,37.333333333333336,39.0,6.658328118479393,30.0,43.0,112.0
ID0801,medbullets,3,C;B;D,B:1;C:1;D:1,,True,B,False,1,0.3333333333333333,72.33333333333333,78.0,30.89228598426043,39.0,100.0,217.0
ID0802,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,52.0,55.0,17.69180601295413,33.0,68.0,156.0
ID0803,jama,3,D;D;C,C:1;D:2,D,False,D,True,2,0.6666666666666666,141.0,147.0,48.28043081829324,90.0,186.0,423.0
ID0805,medxpert,3,D;G;G,D:1;G:2,G,False,J,False,0,0.0,60.333333333333336,63.0,5.507570547286102,54.0,64.0,181.0
ID0809,jama,3,D;D;B,B:1;D:2,D,False,B,False,1,0.3333333333333333,199.0,202.0,49.56813492557492,148.0,247.0,597.0
ID0810,medbullets,3,C;A;A,A:2;C:1,A,False,C,False,1,0.3333333333333333,56.0,50.0,17.776388834631177,42.0,76.0,168.0
ID0811,medxpert,3,F;F;H,F:2;H:1,F,False,A,False,0,0.0,104.0,93.0,41.60528812542944,69.0,150.0,312.0
ID0813,medxpert,3,I;I;I,I:3,I,False,D,False,0,0.0,82.0,84.0,8.18535277187245,73.0,89.0,246.0
ID0815,medxpert,3,I;I;I,I:3,I,False,I,True,3,1.0,42.666666666666664,46.0,10.408329997330664,31.0,51.0,128.0
ID0816,medxpert,3,I;I;D,D:1;I:2,I,False,E,False,0,0.0,57.333333333333336,55.0,21.594752448994022,37.0,80.0,172.0
ID0819,mmlu,3,C;D;C,C:2;D:1,C,False,C,True,2,0.6666666666666666,58.666666666666664,72.0,27.53785273643051,27.0,77.0,176.0
ID0821,medxpert,3,F;C;C,C:2;F:1,C,False,A,False,0,0.0,67.33333333333333,70.0,14.189197769195175,52.0,80.0,202.0
ID0826,jama,3,C;C;A,A:1;C:2,C,False,C,True,2,0.6666666666666666,81.33333333333333,70.0,29.670411748631555,59.0,115.0,244.0
ID0827,medxpert,3,H;C;G,C:1;G:1;H:1,,True,C,False,1,0.3333333333333333,64.0,44.0,42.67317658670374,35.0,113.0,192.0
ID0828,medxpert,3,G;B;B,B:2;G:1,B,False,E,False,0,0.0,71.0,69.0,26.057628441590765,46.0,98.0,213.0
ID0831,medxpert,3,F;F;F,F:3,F,False,F,True,3,1.0,91.0,73.0,81.50460109711598,20.0,180.0,273.0
ID0833,medbullets,3,C;C;C,C:3,C,False,C,True,3,1.0,31.0,29.0,10.14889156509222,22.0,42.0,93.0
ID0834,jama,3,C;C;D,C:2;D:1,C,False,C,True,2,0.6666666666666666,74.66666666666667,69.0,36.8284310463171,41.0,114.0,224.0
ID0835,medbullets,3,A;A;A,A:3,A,False,A,True,3,1.0,48.0,45.0,20.663978319771825,29.0,70.0,144.0
ID0837,jama,3,A;A;B,A:2;B:1,A,False,C,False,0,0.0,106.0,123.0,43.09292285283048,57.0,138.0,318.0
ID0840,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,58.0,47.0,19.924858845171276,46.0,81.0,174.0
ID0841,medbullets,3,D;D;D,D:3,D,False,C,False,0,0.0,59.666666666666664,60.0,8.504900548115382,51.0,68.0,179.0
ID0843,medxpert,3,B;I;J,B:1;I:1;J:1,,True,B,False,1,0.3333333333333333,74.33333333333333,74.0,26.501572280401277,48.0,101.0,223.0
ID0844,medbullets,3,D;A;A,A:2;D:1,A,False,A,True,2,0.6666666666666666,63.333333333333336,48.0,58.52634734316958,14.0,128.0,190.0
ID0845,medbullets,3,B;B;D,B:2;D:1,B,False,C,False,0,0.0,115.33333333333333,65.0,93.30773458472417,58.0,223.0,346.0
ID0846,jama,3,D;C;C,C:2;D:1,C,False,C,True,2,0.6666666666666666,131.0,84.0,115.88356225108029,46.0,263.0,393.0
ID0851,mmlu,3,B;A;A,A:2;B:1,A,False,D,False,0,0.0,46.333333333333336,38.0,20.79262689833426,31.0,70.0,139.0
ID0852,medbullets,3,D;A;D,A:1;D:2,D,False,A,False,1,0.3333333333333333,119.33333333333333,135.0,43.66157731156003,70.0,153.0,358.0
ID0856,medxpert,3,B;F;J,B:1;F:1;J:1,,True,J,False,1,0.3333333333333333,107.66666666666667,71.0,94.495149787348,37.0,215.0,323.0
ID0859,jama,3,A;C;B,A:1;B:1;C:1,,True,C,False,1,0.3333333333333333,62.333333333333336,73.0,22.03028218914441,37.0,77.0,187.0
ID0860,medxpert,3,B;B;B,B:3,B,False,B,True,3,1.0,76.0,68.0,23.065125189341593,58.0,102.0,228.0
ID0861,medbullets,3,C;C;C,C:3,C,False,C,True,3,1.0,102.66666666666667,83.0,51.403631518924165,64.0,161.0,308.0
ID0864,mmlu,3,A;A;B,A:2;B:1,A,False,A,True,2,0.6666666666666666,94.0,63.0,71.71471257698799,43.0,176.0,282.0
