Origin,Problem ID,Labeled Date,Duration (s),Labeling state,User ID,Respondent type,q1,Correct answer,Response correct,data_source_corr_x
ID0543,37719562,5/6/26,70,Labeled,664833,med student,d',D,Yes,mmlu
ID0543,37719562,5/7/26,77,Labeled,689336,med student,d',D,Yes,mmlu
ID0546,37719563,5/16/26,133,Labeled,602648,med student,d',D,Yes,medbullets
ID0546,37719563,5/16/26,157,Labeled,657088,med student,d',D,Yes,medbullets
ID0546,37719563,5/5/26,66,Labeled,689336,med student,d',D,Yes,medbullets
ID0546,37719563,5/16/26,86,Labeled,692357,med student,d',D,Yes,medbullets
ID0552,37719564,5/16/26,183,Labeled,657088,med student,c',C,Yes,jama
ID0552,37719564,5/14/26,122,Labeled,689336,med student,c',C,Yes,jama
ID0552,37719564,5/16/26,47,Labeled,692357,med student,a',C,No,jama
ID0553,37719565,5/22/26,104,Labeled,657088,med student,d',C,No,jama
ID0553,37719565,5/22/26,84,Labeled,664811,med student,c',C,Yes,jama
ID0553,37719565,5/22/26,56,Labeled,689336,med student,a',C,No,jama
ID0554,37719566,5/21/26,129,Labeled,348391,med student,a',A,Yes,mmlu
ID0554,37719566,5/19/26,26,Labeled,602648,med student,a',A,Yes,mmlu
ID0554,37719566,5/21/26,62,Labeled,664833,med student,a',A,Yes,mmlu
ID0561,37719567,5/16/26,397,Labeled,657088,med student,a',D,No,jama
ID0561,37719567,5/8/26,134,Labeled,689336,med student,a',D,No,jama
ID0561,37719567,5/16/26,108,Labeled,692357,med student,c',D,No,jama
ID0564,37719568,5/22/26,19,Labeled,348391,med student,a',D,No,medbullets
ID0564,37719568,5/6/26,168,Labeled,664833,med student,d',D,Yes,medbullets
ID0564,37719568,5/7/26,90,Labeled,689336,med student,c',D,No,medbullets
ID0566,37719569,5/16/26,37,Labeled,657088,med student,b',B,Yes,mmlu
ID0566,37719569,5/8/26,55,Labeled,664833,med student,b',B,Yes,mmlu
ID0566,37719569,5/16/26,12,Labeled,692357,med student,b',B,Yes,mmlu
ID0567,37719570,5/5/26,72,Labeled,602648,med student,d',C,No,medxpert
ID0567,37719570,5/8/26,83,Labeled,664833,med student,d',C,No,medxpert
ID0567,37719570,5/13/26,138,Labeled,689336,med student,f',C,No,medxpert
ID0569,37719571,5/21/26,39,Labeled,664811,med student,b',D,No,mmlu
ID0569,37719571,5/17/26,116,Labeled,664833,med student,d',D,Yes,mmlu
ID0569,37719571,5/22/26,279,Labeled,689336,med student,d',D,Yes,mmlu
ID0572,37719572,5/21/26,96,Labeled,348391,med student,f',C,No,medxpert
ID0572,37719572,5/9/26,142,Labeled,664833,med student,c',C,Yes,medxpert
ID0572,37719572,5/8/26,82,Labeled,689336,med student,f',C,No,medxpert
ID0574,37719573,5/26/26,16,Labeled,602648,med student,e',H,No,medxpert
ID0574,37719573,5/26/26,60,Labeled,672563,med student,g',H,No,medxpert
ID0574,37719573,5/7/26,40,Labeled,689336,med student,a',H,No,medxpert
ID0576,37719574,5/21/26,129,Labeled,657088,med student,c',C,Yes,mmlu
ID0576,37719574,5/8/26,55,Labeled,664833,med student,c',C,Yes,mmlu
ID0576,37719574,5/12/26,76,Labeled,689336,med student,b',C,No,mmlu
ID0577,37719575,5/16/26,198,Labeled,657088,med student,a',C,No,jama
ID0577,37719575,5/6/26,132,Labeled,664833,med student,c',C,Yes,jama
ID0577,37719575,5/16/26,47,Labeled,692357,med student,a',C,No,jama
ID0578,37719576,5/16/26,77,Labeled,657088,med student,d',D,Yes,mmlu
ID0578,37719576,5/15/26,147,Labeled,689336,med student,d',D,Yes,mmlu
ID0578,37719576,5/16/26,136,Labeled,692357,med student,d',D,Yes,mmlu
ID0581,37719577,5/22/26,49,Labeled,348391,med student,c',B,No,medxpert
ID0581,37719577,5/4/26,81,Labeled,664833,med student,j',B,No,medxpert
ID0581,37719577,5/15/26,52,Labeled,689336,med student,a',B,No,medxpert
ID0584,37719578,5/16/26,161,Labeled,657088,med student,b',C,No,jama
ID0584,37719578,5/14/26,80,Labeled,689336,med student,b',C,No,jama
ID0584,37719578,5/16/26,115,Labeled,692357,med student,b',C,No,jama
ID0587,37719579,5/18/26,79,Labeled,664811,med student,b',E,No,medxpert
ID0587,37719579,5/8/26,71,Labeled,664833,med student,i',E,No,medxpert
ID0587,37719579,5/10/26,148,Labeled,689336,med student,f',E,No,medxpert
ID0589,37719580,5/22/26,13,Labeled,348391,med student,d',C,No,jama
ID0589,37719580,5/21/26,119,Labeled,664833,med student,c',C,Yes,jama
ID0589,37719580,5/22/26,155,Labeled,689336,med student,c',C,Yes,jama
ID0590,37719581,5/12/26,71,Labeled,664833,med student,a',D,No,jama
ID0590,37719581,5/26/26,78,Labeled,665129,med student,a',D,No,jama
ID0590,37719581,5/26/26,95,Labeled,689336,med student,d',D,Yes,jama
ID0591,37719582,5/21/26,60,Labeled,664811,med student,j',C,No,medxpert
ID0591,37719582,5/15/26,146,Labeled,664833,med student,g',C,No,medxpert
ID0591,37719582,5/14/26,109,Labeled,689336,med student,c',C,Yes,medxpert
ID0594,37719583,5/16/26,23,Labeled,348391,med student,a',G,No,medxpert
ID0594,37719583,5/13/26,59,Labeled,664833,med student,d',G,No,medxpert
ID0594,37719583,5/5/26,35,Labeled,689336,med student,g',G,Yes,medxpert
ID0595,37719584,5/20/26,116,Labeled,602648,med student,c',J,No,medxpert
ID0595,37719584,5/8/26,34,Labeled,664833,med student,j',J,Yes,medxpert
ID0595,37719584,5/4/26,73,Labeled,689336,med student,c',J,No,medxpert
ID0596,37719585,5/16/26,53,Labeled,657088,med student,b',A,No,jama
ID0596,37719585,5/16/26,57,Labeled,664833,med student,b',A,No,jama
ID0596,37719585,5/7/26,91,Labeled,689336,med student,c',A,No,jama
ID0596,37719585,5/16/26,73,Labeled,692357,med student,b',A,No,jama
ID0598,37719586,5/16/26,101,Labeled,657088,med student,j',C,No,medxpert
ID0598,37719586,5/16/26,47,Labeled,664833,med student,d',C,No,medxpert
ID0598,37719586,5/4/26,73,Labeled,689336,med student,d',C,No,medxpert
ID0598,37719586,5/16/26,77,Labeled,692357,med student,d',C,No,medxpert
ID0599,37719587,5/16/26,156,Labeled,602648,med student,c',A,No,medbullets
ID0599,37719587,5/7/26,61,Labeled,664833,med student,d',A,No,medbullets
ID0599,37719587,5/10/26,92,Labeled,689336,med student,c',A,No,medbullets
ID0600,37719588,5/21/26,69,Labeled,664811,med student,d',B,No,medbullets
ID0600,37719588,5/12/26,72,Labeled,664833,med student,b',B,Yes,medbullets
ID0600,37719588,5/15/26,276,Labeled,689336,med student,b',B,Yes,medbullets
ID0601,37719589,5/21/26,108,Labeled,657088,med student,a',A,Yes,medbullets
ID0601,37719589,5/8/26,21,Labeled,664833,med student,d',A,No,medbullets
ID0601,37719589,5/14/26,22,Labeled,689336,med student,d',A,No,medbullets
ID0602,37719590,5/22/26,98,Labeled,348391,med student,c',D,No,jama
ID0602,37719590,5/10/26,104,Labeled,602648,med student,c',D,No,jama
ID0602,37719590,5/5/26,77,Labeled,689336,med student,d',D,Yes,jama
ID0604,37719591,5/22/26,17,Labeled,618830,med student,c',C,Yes,mmlu
ID0604,37719591,5/20/26,29,Labeled,664811,med student,c',C,Yes,mmlu
ID0604,37719591,5/21/26,36,Labeled,689336,med student,c',C,Yes,mmlu
ID0605,37719592,5/22/26,49,Labeled,664811,med student,e',E,Yes,medxpert
ID0605,37719592,5/12/26,68,Labeled,664833,med student,a',E,No,medxpert
ID0605,37719592,5/11/26,74,Labeled,689336,med student,e',E,Yes,medxpert
ID0607,37719593,5/5/26,38,Labeled,602648,med student,d',A,No,mmlu
ID0607,37719593,5/9/26,55,Labeled,664833,med student,a',A,Yes,mmlu
ID0607,37719593,5/15/26,43,Labeled,689336,med student,b',A,No,mmlu
ID0609,37719594,5/16/26,72,Labeled,657088,med student,d',D,Yes,jama
ID0609,37719594,5/5/26,86,Labeled,664833,med student,d',D,Yes,jama
ID0609,37719594,5/16/26,33,Labeled,692357,med student,d',D,Yes,jama
ID0614,37719595,5/17/26,158,Labeled,657088,med student,a',A,Yes,medxpert
ID0614,37719595,5/13/26,85,Labeled,664833,med student,g',A,No,medxpert
ID0614,37719595,5/5/26,46,Labeled,689336,med student,a',A,Yes,medxpert
ID0616,37719596,5/16/26,129,Labeled,657088,med student,i',I,Yes,medxpert
ID0616,37719596,5/13/26,89,Labeled,664833,med student,b',I,No,medxpert
ID0616,37719596,5/16/26,49,Labeled,692357,med student,e',I,No,medxpert
ID0617,37719597,5/16/26,64,Labeled,657088,med student,c',D,No,mmlu
ID0617,37719597,5/14/26,135,Labeled,689336,med student,c',D,No,mmlu
ID0617,37719597,5/16/26,36,Labeled,692357,med student,d',D,Yes,mmlu
ID0618,37719598,5/16/26,55,Labeled,657088,med student,a',A,Yes,mmlu
ID0618,37719598,5/10/26,24,Labeled,689336,med student,a',A,Yes,mmlu
ID0618,37719598,5/16/26,70,Labeled,692357,med student,a',A,Yes,mmlu
ID0619,37719599,5/16/26,54,Labeled,348391,med student,c',C,Yes,medbullets
ID0619,37719599,5/12/26,108,Labeled,664833,med student,c',C,Yes,medbullets
ID0619,37719599,5/4/26,100,Labeled,689336,med student,a',C,No,medbullets
ID0621,37719600,5/21/26,112,Labeled,657088,med student,b',C,No,medxpert
ID0621,37719600,5/14/26,164,Labeled,664833,med student,b',C,No,medxpert
ID0621,37719600,5/11/26,168,Labeled,689336,med student,d',C,No,medxpert
ID0622,37719601,5/16/26,87,Labeled,657088,med student,d',D,Yes,mmlu
ID0622,37719601,5/12/26,113,Labeled,664833,med student,c',D,No,mmlu
ID0622,37719601,5/16/26,38,Labeled,692357,med student,d',D,Yes,mmlu
ID0623,37719602,5/19/26,294,Labeled,602648,med student,a',A,Yes,medbullets
ID0623,37719602,5/13/26,75,Labeled,664833,med student,a',A,Yes,medbullets
ID0623,37719602,5/12/26,23,Labeled,689336,med student,a',A,Yes,medbullets
ID0625,37719603,5/16/26,204,Labeled,657088,med student,b',I,No,medxpert
ID0625,37719603,5/13/26,68,Labeled,664833,med student,b',I,No,medxpert
ID0625,37719603,5/16/26,50,Labeled,692357,med student,b',I,No,medxpert
ID0626,37719604,5/16/26,29,Labeled,657088,med student,f',D,No,medxpert
ID0626,37719604,5/10/26,80,Labeled,689336,med student,b',D,No,medxpert
ID0626,37719604,5/16/26,38,Labeled,692357,med student,f',D,No,medxpert
ID0627,37719605,5/17/26,63,Labeled,664811,med student,d',J,No,medxpert
ID0627,37719605,5/15/26,82,Labeled,664833,med student,j',J,Yes,medxpert
ID0627,37719605,5/12/26,60,Labeled,689336,med student,d',J,No,medxpert
ID0628,37719606,5/16/26,70,Labeled,657088,med student,d',C,No,mmlu
ID0628,37719606,5/16/26,34,Labeled,664833,med student,d',C,No,mmlu
ID0628,37719606,5/7/26,90,Labeled,689336,med student,d',C,No,mmlu
ID0628,37719606,5/16/26,82,Labeled,692357,med student,d',C,No,mmlu
ID0634,37719607,5/13/26,48,Labeled,602648,med student,b',B,Yes,mmlu
ID0634,37719607,5/13/26,43,Labeled,664833,med student,b',B,Yes,mmlu
ID0634,37719607,5/22/26,51,Labeled,689336,med student,b',B,Yes,mmlu
ID0635,37719608,5/16/26,161,Labeled,602648,med student,a',D,No,jama
ID0635,37719608,5/9/26,64,Labeled,664833,med student,a',D,No,jama
ID0635,37719608,5/14/26,81,Labeled,689336,med student,a',D,No,jama
ID0636,37719609,5/16/26,151,Labeled,657088,med student,d',C,No,jama
ID0636,37719609,5/4/26,72,Labeled,689336,med student,d',C,No,jama
ID0636,37719609,5/19/26,62,Labeled,692357,med student,d',C,No,jama
ID0647,37719610,5/20/26,50,Labeled,657088,med student,d',C,No,jama
ID0647,37719610,5/5/26,171,Labeled,664833,med student,c',C,Yes,jama
ID0647,37719610,5/14/26,37,Labeled,689336,med student,d',C,No,jama
ID0651,37719611,5/21/26,149,Labeled,348391,med student,d',C,No,medxpert
ID0651,37719611,5/8/26,85,Labeled,664833,med student,g',C,No,medxpert
ID0651,37719611,5/4/26,138,Labeled,689336,med student,a',C,No,medxpert
ID0652,37719612,5/19/26,12,Labeled,602648,med student,a',A,Yes,mmlu
ID0652,37719612,5/8/26,100,Labeled,664833,med student,a',A,Yes,mmlu
ID0652,37719612,5/12/26,61,Labeled,689336,med student,a',A,Yes,mmlu
ID0653,37719613,5/16/26,75,Labeled,657088,med student,d',D,Yes,mmlu
ID0653,37719613,5/14/26,48,Labeled,664833,med student,d',D,Yes,mmlu
ID0653,37719613,5/19/26,20,Labeled,692357,med student,d',D,Yes,mmlu
ID0654,37719614,5/12/26,105,Labeled,602648,med student,c',C,Yes,mmlu
ID0654,37719614,5/15/26,83,Labeled,664833,med student,c',C,Yes,mmlu
ID0654,37719614,5/14/26,140,Labeled,689336,med student,c',C,Yes,mmlu
ID0655,37719615,5/21/26,41,Labeled,664811,med student,e',E,Yes,medxpert
ID0655,37719615,5/6/26,92,Labeled,664833,med student,d',E,No,medxpert
ID0655,37719615,5/14/26,60,Labeled,689336,med student,d',E,No,medxpert
ID0656,37719616,5/16/26,112,Labeled,657088,med student,b',A,No,jama
ID0656,37719616,5/5/26,115,Labeled,689336,med student,a',A,Yes,jama
ID0656,37719616,5/19/26,61,Labeled,692357,med student,a',A,Yes,jama
ID0658,37719617,5/22/26,60,Labeled,664811,med student,j',D,No,medxpert
ID0658,37719617,5/12/26,130,Labeled,664833,med student,j',D,No,medxpert
ID0658,37719617,5/12/26,29,Labeled,689336,med student,a',D,No,medxpert
ID0660,37719618,5/18/26,134,Labeled,602648,med student,a',C,No,jama
ID0660,37719618,5/16/26,294,Labeled,657088,med student,a',C,No,jama
ID0660,37719618,5/10/26,209,Labeled,689336,med student,c',C,Yes,jama
ID0660,37719618,5/19/26,66,Labeled,692357,med student,c',C,Yes,jama
ID0662,37719619,5/16/26,86,Labeled,657088,med student,a',A,Yes,medbullets
ID0662,37719619,5/8/26,41,Labeled,689336,med student,a',A,Yes,medbullets
ID0662,37719619,5/19/26,34,Labeled,692357,med student,a',A,Yes,medbullets
ID0665,37719620,5/17/26,170,Labeled,602648,med student,c',C,Yes,mmlu
ID0665,37719620,5/4/26,61,Labeled,664833,med student,c',C,Yes,mmlu
ID0665,37719620,5/5/26,60,Labeled,689336,med student,d',C,No,mmlu
ID0668,37719621,5/18/26,65,Labeled,664811,med student,g',H,No,medxpert
ID0668,37719621,5/15/26,119,Labeled,664833,med student,c',H,No,medxpert
ID0668,37719621,5/13/26,65,Labeled,689336,med student,b',H,No,medxpert
ID0669,37719622,5/16/26,162,Labeled,657088,med student,d',D,Yes,jama
ID0669,37719622,5/15/26,44,Labeled,689336,med student,a',D,No,jama
ID0669,37719622,5/19/26,140,Labeled,692357,med student,b',D,No,jama
ID0671,37719623,5/5/26,111,Labeled,602648,med student,d',D,Yes,jama
ID0671,37719623,5/5/26,107,Labeled,664833,med student,d',D,Yes,jama
ID0671,37719623,5/5/26,116,Labeled,689336,med student,d',D,Yes,jama
ID0672,37719624,5/20/26,52,Labeled,664811,med student,d',G,No,medxpert
ID0672,37719624,5/13/26,46,Labeled,664833,med student,g',G,Yes,medxpert
ID0672,37719624,5/7/26,73,Labeled,689336,med student,d',G,No,medxpert
ID0673,37719625,5/16/26,167,Labeled,657088,med student,b',A,No,medbullets
ID0673,37719625,5/18/26,118,Labeled,664833,med student,a',A,Yes,medbullets
ID0673,37719625,5/13/26,93,Labeled,689336,med student,a',A,Yes,medbullets
ID0673,37719625,5/19/26,217,Labeled,692357,med student,d',A,No,medbullets
ID0675,37719626,5/22/26,33,Labeled,664811,med student,a',A,Yes,jama
ID0675,37719626,5/8/26,114,Labeled,664833,med student,a',A,Yes,jama
ID0675,37719626,5/14/26,121,Labeled,689336,med student,a',A,Yes,jama
ID0680,37719627,5/16/26,82,Labeled,657088,med student,b',A,No,medxpert
ID0680,37719627,5/12/26,102,Labeled,689336,med student,a',A,Yes,medxpert
ID0680,37719627,5/19/26,211,Labeled,692357,med student,b',A,No,medxpert
ID0682,37719628,5/20/26,39,Labeled,348391,med student,d',C,No,mmlu
ID0682,37719628,5/13/26,61,Labeled,664833,med student,a',C,No,mmlu
ID0682,37719628,5/8/26,119,Labeled,689336,med student,c',C,Yes,mmlu
ID0683,37719629,5/16/26,23,Labeled,602648,med student,b',D,No,jama
ID0683,37719629,5/21/26,70,Labeled,664811,med student,a',D,No,jama
ID0683,37719629,5/16/26,158,Labeled,664833,med student,b',D,No,jama
ID0684,37719630,5/5/26,66,Labeled,602648,med student,i',J,No,medxpert
ID0684,37719630,5/9/26,89,Labeled,664833,med student,j',J,Yes,medxpert
ID0684,37719630,5/15/26,93,Labeled,689336,med student,i',J,No,medxpert
ID0692,37719631,5/16/26,135,Labeled,348391,med student,b',B,Yes,jama
ID0692,37719631,5/16/26,201,Labeled,657088,med student,d',B,No,jama
ID0692,37719631,5/12/26,68,Labeled,689336,med student,b',B,Yes,jama
ID0692,37719631,5/19/26,23,Labeled,692357,med student,a',B,No,jama
ID0693,37719632,5/22/26,71,Labeled,664811,med student,d',D,Yes,medbullets
ID0693,37719632,5/15/26,106,Labeled,664833,med student,d',D,Yes,medbullets
ID0693,37719632,5/11/26,142,Labeled,689336,med student,d',D,Yes,medbullets
ID0695,37719633,5/16/26,67,Labeled,657088,med student,d',D,Yes,mmlu
ID0695,37719633,5/4/26,116,Labeled,689336,med student,d',D,Yes,mmlu
ID0695,37719633,5/19/26,109,Labeled,692357,med student,d',D,Yes,mmlu
ID0698,37719634,5/21/26,106,Labeled,664811,med student,c',A,No,medxpert
ID0698,37719634,5/8/26,63,Labeled,664833,med student,c',A,No,medxpert
ID0698,37719634,5/11/26,94,Labeled,689336,med student,h',A,No,medxpert
ID0699,37719635,5/16/26,126,Labeled,657088,med student,a',C,No,jama
ID0699,37719635,5/4/26,73,Labeled,689336,med student,b',C,No,jama
ID0699,37719635,5/19/26,40,Labeled,692357,med student,d',C,No,jama
ID0701,37719636,5/16/26,150,Labeled,602648,med student,g',H,No,medxpert
ID0701,37719636,5/6/26,96,Labeled,664833,med student,a',H,No,medxpert
ID0701,37719636,5/5/26,67,Labeled,689336,med student,c',H,No,medxpert
ID0702,37719637,5/26/26,15,Labeled,602648,med student,e',A,No,medxpert
ID0702,37719637,5/5/26,71,Labeled,664833,med student,d',A,No,medxpert
ID0702,37719637,5/10/26,25,Labeled,689336,med student,g',A,No,medxpert
ID0703,37719638,5/5/26,163,Labeled,664833,med student,b',B,Yes,jama
ID0703,37719638,5/26/26,87,Labeled,672563,med student,b',B,Yes,jama
ID0703,37719638,5/26/26,50,Labeled,689336,med student,d',B,No,jama
ID0708,37719639,5/17/26,185,Labeled,657088,med student,c',C,Yes,jama
ID0708,37719639,5/14/26,152,Labeled,664833,med student,d',C,No,jama
ID0708,37719639,5/19/26,24,Labeled,692357,med student,b',C,No,jama
ID0710,37719640,5/21/26,62,Labeled,348391,med student,d',D,Yes,jama
ID0710,37719640,5/15/26,91,Labeled,664833,med student,d',D,Yes,jama
ID0710,37719640,5/13/26,179,Labeled,689336,med student,d',D,Yes,jama
ID0712,37719641,5/18/26,59,Labeled,664811,med student,a',A,Yes,mmlu
ID0712,37719641,5/15/26,39,Labeled,664833,med student,a',A,Yes,mmlu
ID0712,37719641,5/14/26,29,Labeled,689336,med student,a',A,Yes,mmlu
ID0713,37719642,5/17/26,144,Labeled,657088,med student,c',B,No,medbullets
ID0713,37719642,5/13/26,46,Labeled,664833,med student,b',B,Yes,medbullets
ID0713,37719642,5/19/26,97,Labeled,692357,med student,b',B,Yes,medbullets
ID0715,37719643,5/5/26,109,Labeled,602648,med student,c',B,No,medbullets
ID0715,37719643,5/15/26,121,Labeled,664833,med student,b',B,Yes,medbullets
ID0715,37719643,5/14/26,85,Labeled,689336,med student,c',B,No,medbullets
ID0716,37719644,5/12/26,114,Labeled,602648,med student,d',D,Yes,jama
ID0716,37719644,5/4/26,72,Labeled,664833,med student,d',D,Yes,jama
ID0716,37719644,5/8/26,115,Labeled,689336,med student,d',D,Yes,jama
ID0717,37719645,5/22/26,37,Labeled,664811,med student,j',B,No,medxpert
ID0717,37719645,5/7/26,77,Labeled,664833,med student,j',B,No,medxpert
ID0717,37719645,5/14/26,43,Labeled,689336,med student,j',B,No,medxpert
ID0718,37719646,5/21/26,131,Labeled,348391,med student,b',B,Yes,jama
ID0718,37719646,5/12/26,87,Labeled,664833,med student,b',B,Yes,jama
ID0718,37719646,5/15/26,138,Labeled,689336,med student,b',B,Yes,jama
ID0721,37719647,5/22/26,78,Labeled,348391,med student,a',A,Yes,jama
ID0721,37719647,5/17/26,60,Labeled,664811,med student,a',A,Yes,jama
ID0721,37719647,5/8/26,178,Labeled,689336,med student,b',A,No,jama
ID0723,37719648,5/17/26,40,Labeled,664811,med student,b',B,Yes,jama
ID0723,37719648,5/16/26,50,Labeled,664833,med student,b',B,Yes,jama
ID0723,37719648,5/4/26,84,Labeled,689336,med student,b',B,Yes,jama
ID0726,37719649,5/19/26,21,Labeled,602648,med student,c',B,No,jama
ID0726,37719649,5/17/26,84,Labeled,664811,med student,a',B,No,jama
ID0726,37719649,5/8/26,67,Labeled,664833,med student,c',B,No,jama
ID0731,37719650,5/21/26,64,Labeled,664811,med student,b',C,No,jama
ID0731,37719650,5/13/26,89,Labeled,664833,med student,c',C,Yes,jama
ID0731,37719650,5/12/26,123,Labeled,689336,med student,c',C,Yes,jama
ID0732,37719651,5/20/26,141,Labeled,602648,med student,c',C,Yes,medbullets
ID0732,37719651,5/17/26,110,Labeled,664811,med student,b',C,No,medbullets
ID0732,37719651,5/12/26,132,Labeled,689336,med student,d',C,No,medbullets
ID0733,37719652,5/22/26,159,Labeled,657088,med student,b',D,No,jama
ID0733,37719652,5/17/26,75,Labeled,664811,med student,c',D,No,jama
ID0733,37719652,5/5/26,49,Labeled,689336,med student,b',D,No,jama
ID0735,37719653,5/22/26,55,Labeled,657088,med student,b',B,Yes,mmlu
ID0735,37719653,5/9/26,55,Labeled,664833,med student,b',B,Yes,mmlu
ID0735,37719653,5/5/26,45,Labeled,689336,med student,b',B,Yes,mmlu
ID0737,37719654,5/21/26,138,Labeled,657088,med student,j',J,Yes,medxpert
ID0737,37719654,5/13/26,93,Labeled,664833,med student,f',J,No,medxpert
ID0737,37719654,5/4/26,105,Labeled,689336,med student,f',J,No,medxpert
ID0740,37719655,5/21/26,173,Labeled,348391,med student,b',C,No,jama
ID0740,37719655,5/12/26,108,Labeled,664833,med student,a',C,No,jama
ID0740,37719655,5/5/26,117,Labeled,689336,med student,c',C,Yes,jama
ID0746,37719656,5/21/26,131,Labeled,348391,med student,b',C,No,jama
ID0746,37719656,5/13/26,170,Labeled,664833,med student,c',C,Yes,jama
ID0746,37719656,5/13/26,148,Labeled,689336,med student,b',C,No,jama
ID0747,37719657,5/22/26,141,Labeled,657088,med student,b',D,No,jama
ID0747,37719657,5/17/26,106,Labeled,664811,med student,a',D,No,jama
ID0747,37719657,5/4/26,93,Labeled,689336,med student,b',D,No,jama
ID0752,37719658,5/21/26,19,Labeled,664811,med student,a',A,Yes,mmlu
ID0752,37719658,5/22/26,40,Labeled,664833,med student,a',A,Yes,mmlu
ID0752,37719658,5/22/26,35,Labeled,689336,med student,a',A,Yes,mmlu
ID0753,37719659,5/20/26,99,Labeled,348391,med student,i',G,No,medxpert
ID0753,37719659,5/21/26,78,Labeled,664811,med student,f',G,No,medxpert
ID0753,37719659,5/22/26,358,Labeled,689336,med student,a',G,No,medxpert
ID0754,37719660,5/22/26,90,Labeled,664811,med student,a',B,No,jama
ID0754,37719660,5/15/26,120,Labeled,664833,med student,a',B,No,jama
ID0754,37719660,5/15/26,144,Labeled,689336,med student,a',B,No,jama
ID0757,37719661,5/12/26,43,Labeled,602648,med student,c',B,No,mmlu
ID0757,37719661,5/18/26,122,Labeled,664833,med student,c',B,No,mmlu
ID0757,37719661,5/4/26,105,Labeled,689336,med student,c',B,No,mmlu
ID0758,37719662,5/22/26,36,Labeled,664811,med student,h',D,No,medxpert
ID0758,37719662,5/6/26,89,Labeled,664833,med student,d',D,Yes,medxpert
ID0758,37719662,5/13/26,153,Labeled,689336,med student,f',D,No,medxpert
ID0759,37719663,5/5/26,92,Labeled,602648,med student,a',B,No,medbullets
ID0759,37719663,5/15/26,43,Labeled,664833,med student,b',B,Yes,medbullets
ID0759,37719663,5/22/26,146,Labeled,689336,med student,b',B,Yes,medbullets
ID0761,37719664,5/17/26,87,Labeled,664811,med student,h',D,No,medxpert
ID0761,37719664,5/12/26,167,Labeled,664833,med student,f',D,No,medxpert
ID0761,37719664,5/21/26,304,Labeled,689336,med student,d',D,Yes,medxpert
ID0764,37719665,5/22/26,23,Labeled,348391,med student,h',B,No,medxpert
ID0764,37719665,5/12/26,63,Labeled,664833,med student,b',B,Yes,medxpert
ID0764,37719665,5/11/26,70,Labeled,689336,med student,f',B,No,medxpert
ID0765,37719666,5/21/26,48,Labeled,348391,med student,a',J,No,medxpert
ID0765,37719666,5/17/26,47,Labeled,664811,med student,b',J,No,medxpert
ID0765,37719666,5/6/26,153,Labeled,664833,med student,i',J,No,medxpert
ID0766,37719667,5/17/26,38,Labeled,657088,med student,c',D,No,mmlu
ID0766,37719667,5/17/26,20,Labeled,664811,med student,d',D,Yes,mmlu
ID0766,37719667,5/11/26,16,Labeled,689336,med student,d',D,Yes,mmlu
ID0769,37719668,5/12/26,92,Labeled,602648,med student,b',B,Yes,jama
ID0769,37719668,5/17/26,58,Labeled,664811,med student,a',B,No,jama
ID0769,37719668,5/17/26,126,Labeled,664833,med student,c',B,No,jama
ID0770,37719669,5/13/26,40,Labeled,664833,med student,d',E,No,medxpert
ID0770,37719669,5/26/26,32,Labeled,665129,med student,h',E,No,medxpert
ID0770,37719669,5/26/26,58,Labeled,689336,med student,j',E,No,medxpert
ID0773,37719670,5/17/26,81,Labeled,664811,med student,d',D,Yes,mmlu
ID0773,37719670,5/6/26,142,Labeled,664833,med student,b',D,No,mmlu
ID0773,37719670,5/11/26,49,Labeled,689336,med student,c',D,No,mmlu
ID0777,37719671,5/20/26,80,Labeled,657088,med student,i',A,No,medxpert
ID0777,37719671,5/17/26,115,Labeled,664811,med student,c',A,No,medxpert
ID0777,37719671,5/4/26,121,Labeled,689336,med student,i',A,No,medxpert
ID0778,37719672,5/18/26,255,Labeled,602648,med student,g',G,Yes,medxpert
ID0778,37719672,5/17/26,36,Labeled,664811,med student,c',G,No,medxpert
ID0778,37719672,5/11/26,90,Labeled,689336,med student,h',G,No,medxpert
ID0779,37719673,5/22/26,232,Labeled,657088,med student,c',C,Yes,jama
ID0779,37719673,5/17/26,26,Labeled,664811,med student,a',C,No,jama
ID0779,37719673,5/13/26,116,Labeled,689336,med student,a',C,No,jama
ID0780,37719674,5/16/26,33,Labeled,602648,med student,d',C,No,jama
ID0780,37719674,5/18/26,40,Labeled,664811,med student,c',C,Yes,jama
ID0780,37719674,5/16/26,75,Labeled,664833,med student,b',C,No,jama
ID0784,37719675,5/23/26,194,Labeled,657088,med student,b',C,No,medbullets
ID0784,37719675,5/17/26,123,Labeled,664811,med student,b',C,No,medbullets
ID0784,37719675,5/15/26,220,Labeled,689336,med student,c',C,Yes,medbullets
ID0786,37719676,5/22/26,29,Labeled,657088,med student,i',A,No,medxpert
ID0786,37719676,5/12/26,73,Labeled,664833,med student,a',A,Yes,medxpert
ID0786,37719676,5/13/26,52,Labeled,689336,med student,a',A,Yes,medxpert
ID0788,37719677,5/16/26,84,Labeled,602648,med student,b',B,Yes,medbullets
ID0788,37719677,5/15/26,33,Labeled,664833,med student,b',B,Yes,medbullets
ID0788,37719677,5/14/26,55,Labeled,689336,med student,d',B,No,medbullets
ID0789,37719678,5/17/26,48,Labeled,664811,med student,d',A,No,mmlu
