Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID0719,25262349,5/5/25,449.716,Labeled,5,,,387188,med student,c,C,True,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0719,25262349,5/5/25,85.178,Labeled,5,,,579470,med student,c,C,True,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0719,25262349,10/5/25,180.0,Labeled,5,,,615169,physician,d,C,False,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0719,25262349,10/28/25,80.0,Labeled,5,,,423438,physician,c,C,True,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0718,25262350,5/5/25,102.896,Labeled,4,,,579505,med student,b,B,True,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0718,25262350,5/5/25,133.22,Labeled,4,,,587146,med student,b,B,True,high relevance,low relevance,not relevant,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0718,25262350,5/5/25,175.736,Labeled,4,,,581304,med student,c,B,False,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,jama,jama,jama
ID0718,25262350,9/26/25,184.0,Labeled,4,,,24708,physician,b,B,True,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0717,25262351,5/7/25,49.739,Labeled,7,,,349529,med student,j,B,False,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0717,25262351,5/7/25,37.264,Labeled,7,,,580256,med student,b,B,True,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0717,25262351,5/7/25,42.9,Labeled,7,,,579516,med student,b,B,True,high relevance,not applicable,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0717,25262351,9/23/25,125.0,Labeled,7,,,24708,physician,i,B,False,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0717,25262351,10/28/25,80.0,Labeled,7,,,423438,physician,j,B,False,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0717,25262351,11/7/25,87.0,Labeled,7,,,615380,physician,e,B,False,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0717,25262351,11/22/25,149.0,Labeled,7,,,615169,physician,b,B,True,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0716,25262352,5/6/25,293.0,Labeled,4,,,581648,med student,d,D,True,low relevance,low relevance,low relevance,high relevance,low relevance,not relevant,high relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0716,25262352,5/7/25,72.12,Labeled,4,,,349529,med student,d,D,True,low relevance,not relevant,not relevant,low relevance,not relevant,not relevant,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0716,25262352,5/7/25,413.74,Labeled,4,,,580167,med student,d,D,True,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0716,25262352,10/3/25,716.0,Labeled,4,,,423438,physician,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0715,25262353,5/5/25,159.076,Labeled,4,,,586807,med student,b,B,True,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0715,25262353,5/5/25,225.375,Labeled,4,,,586778,med student,b,B,True,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0715,25262353,5/5/25,129.125,Labeled,4,,,581304,med student,c,B,False,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,,,,,,,,,,,,,,,medbullets,medbullets,medbullets
ID0715,25262353,9/27/25,149.0,Labeled,4,,,580,physician,b,B,True,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0713,25262355,5/6/25,71.671,Labeled,5,,,579505,med student,c,B,False,low relevance,low relevance,high relevance,not relevant,high relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0713,25262355,5/6/25,126.799,Labeled,5,,,585918,med student,b,B,True,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0713,25262355,5/7/25,70.358,Labeled,5,,,349529,med student,c,B,False,low relevance,low relevance,high relevance,not relevant,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0713,25262355,5/7/25,351.188,Labeled,5,,,387188,med student,b,B,True,high relevance,high relevance,high relevance,not relevant,high relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0713,25262355,10/24/25,89.0,Labeled,5,,,615380,physician,b,B,True,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0712,25262356,4/23/25,77.297,Labeled,4,,,579474,med student,a,A,True,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0712,25262356,4/23/25,83.112,Labeled,4,,,579493,med student,a,A,True,high relevance,high relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0712,25262356,4/23/25,109.967,Labeled,4,,,579494,med student,b,A,False,high relevance,high relevance,low relevance,low relevance,low relevance,,,,,,,,,,,,,,,,,mmlu,mmlu,mmlu
ID0712,25262356,9/24/25,36.0,Labeled,4,,,423438,physician,a,A,True,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0711,25262357,4/28/25,256.772,Labeled,4,,,580256,med student,a,B,False,low relevance,low relevance,not relevant,not relevant,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0711,25262357,4/30/25,108.675,Labeled,4,,,583242,med student,b,B,True,low relevance,high relevance,low relevance,not relevant,high relevance,high relevance,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0711,25262357,5/1/25,203.222,Labeled,4,,,579516,med student,b,B,True,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0711,25262357,10/4/25,132.0,Labeled,4,,,423438,physician,b,B,True,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0710,25262358,5/6/25,194.251,Labeled,4,,,586785,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0710,25262358,5/6/25,68.928,Labeled,4,,,587803,med student,a,D,False,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0710,25262358,5/6/25,312.82,Labeled,4,,,579474,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0710,25262358,9/30/25,204.0,Labeled,4,,,615169,physician,d,D,True,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0709,25262359,4/27/25,153.051,Labeled,5,,,582025,med student,a,B,False,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not relevant,not relevant,high relevance,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0709,25262359,5/1/25,237.07,Labeled,5,,,579918,med student,b,B,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,not relevant,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0709,25262359,5/2/25,242.499,Labeled,5,,,581648,med student,b,B,True,high relevance,high relevance,low relevance,not relevant,not relevant,not relevant,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0709,25262359,10/2/25,299.0,Labeled,5,,,24708,physician,d,B,False,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0709,25262359,10/24/25,407.0,Labeled,5,,,615380,physician,b,B,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0708,25262360,4/26/25,275.817,Labeled,4,,,579918,med student,c,C,True,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0708,25262360,4/30/25,212.801,Labeled,4,,,112168,med student,c,C,True,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0708,25262360,4/30/25,300.348,Labeled,4,,,579585,med student,c,C,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,,jama,jama,jama
ID0708,25262360,10/17/25,272.0,Labeled,4,,,24708,physician,c,C,True,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0703,25262365,4/24/25,355.504,Labeled,5,,,579585,med student,b,B,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not relevant,,,,,,,,,,,jama,jama,jama
ID0703,25262365,4/24/25,300.986,Labeled,5,,,579494,med student,b,B,True,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,,,,,,,,,,,jama,jama,jama
ID0703,25262365,4/25/25,85.182,Labeled,5,,,580262,med student,b,B,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,,,,,,,,,,,jama,jama,jama
ID0703,25262365,9/27/25,118.0,Labeled,5,,,580,physician,d,B,False,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,not relevant,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0703,25262365,10/25/25,165.0,Labeled,5,,,615380,physician,b,B,True,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0702,25262366,4/26/25,207.334,Labeled,5,,,579918,med student,i,A,False,low relevance,low relevance,low relevance,not relevant,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0702,25262366,4/30/25,132.702,Labeled,5,,,348391,med student,a,A,True,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0702,25262366,5/2/25,80.14,Labeled,5,,,581648,med student,d,A,False,high relevance,not relevant,not relevant,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0702,25262366,9/23/25,62.0,Labeled,5,,,423438,physician,d,A,False,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0702,25262366,10/21/25,174.0,Labeled,5,,,615169,physician,a,A,True,high relevance,low relevance,low relevance,not relevant,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0701,25262367,5/5/25,204.764,Labeled,4,,,586802,med student,g,H,False,high relevance,high relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0701,25262367,5/5/25,70.669,Labeled,4,,,579600,med student,h,H,True,high relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0701,25262367,5/6/25,111.35,Labeled,4,,,580256,med student,g,H,False,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0701,25262367,9/23/25,60.0,Labeled,4,,,423438,physician,h,H,True,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0700,25262368,5/3/25,275.909,Labeled,8,,,579547,med student,d,C,False,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0700,25262368,5/5/25,117.647,Labeled,8,,,581304,med student,c,C,True,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,,,,,,,,,,,,,,,,jama,jama,jama
ID0700,25262368,5/6/25,137.523,Labeled,8,,,580677,med student,c,C,True,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0700,25262368,10/4/25,259.0,Labeled,8,,,615380,physician,d,C,False,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0700,25262368,10/28/25,300.0,Labeled,8,,,615169,physician,d,C,False,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0700,25262368,11/10/25,83.0,Labeled,8,,,24708,physician,d,C,False,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0700,25262368,11/22/25,46.0,Labeled,8,,,423438,physician,d,C,False,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0700,25262368,1/28/26,155.0,Labeled,8,,,639727,physician,c,C,True,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0699,25262369,5/6/25,130.565,Labeled,4,,,587803,med student,b,C,False,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not relevant,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0699,25262369,5/6/25,285.87,Labeled,4,,,586785,med student,c,C,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0699,25262369,5/7/25,152.93,Labeled,4,,,579516,med student,d,C,False,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0699,25262369,10/16/25,348.0,Labeled,4,,,580,physician,c,C,True,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0698,25262370,4/23/25,156.658,Labeled,6,,,579474,med student,a,A,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0698,25262370,4/23/25,576.592,Labeled,6,,,579536,med student,c,A,False,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,,,,,,,,,,medxpert,medxpert,medxpert
ID0698,25262370,4/24/25,104.856,Labeled,6,,,580167,med student,c,A,False,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0698,25262370,9/30/25,135.0,Labeled,6,,,615169,physician,d,A,False,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0698,25262370,10/28/25,240.0,Labeled,6,,,622145,physician,c,A,False,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0698,25262370,11/11/25,86.0,Labeled,6,,,423438,physician,a,A,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0697,25262371,5/7/25,91.858,Labeled,4,,,579502,med student,d,B,False,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0697,25262371,5/7/25,117.639,Labeled,4,,,580262,med student,d,B,False,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0697,25262371,5/7/25,55.01,Labeled,4,,,579516,med student,b,B,True,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0697,25262371,9/26/25,68.0,Labeled,4,,,615169,physician,b,B,True,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0696,25262372,5/6/25,136.123,Labeled,15,,,585918,med student,f,I,False,high relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,5/6/25,234.944,Labeled,15,,,586785,med student,j,I,False,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,5/6/25,65.886,Labeled,15,,,586841,med student,i,I,True,high relevance,high relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,10/13/25,222.0,Labeled,15,,,615380,physician,j,I,False,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,10/27/25,91.0,Labeled,15,,,24708,physician,g,I,False,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
