row_index,total_labels,matches,match_percentage,three_out_of_five_match,labels1,labels2
584,8,7,87.5,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
585,13,13,100.0,True,"['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
586,7,6,85.71428571428571,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
587,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
588,12,12,100.0,True,"['Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
589,9,8,88.88888888888889,True,"['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
590,9,9,100.0,True,"['Low Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
591,0,0,0.0,False,[],[]
592,5,5,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']"
593,10,6,60.0,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
594,9,8,88.88888888888889,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
595,9,6,66.66666666666666,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
596,2,2,100.0,True,"['Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance']"
597,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
598,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
599,8,8,100.0,True,"['High Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
600,7,7,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance']"
601,10,8,80.0,True,"['Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance']"
602,2,2,100.0,True,"['High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance']"
603,6,5,83.33333333333334,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance']"
604,7,7,100.0,True,"['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance']","['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance']"
605,7,7,100.0,True,"['Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
606,9,9,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
607,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
608,9,9,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
609,3,1,33.33333333333333,False,"['Low Relevance', 'Irrelevant', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant']"
610,3,3,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance']"
611,7,7,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
612,9,9,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
613,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
614,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance']"
615,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
616,3,3,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance']"
617,7,6,85.71428571428571,True,"['Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
618,6,6,100.0,True,"['High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
619,7,5,71.42857142857143,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
620,6,5,83.33333333333334,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
621,7,6,85.71428571428571,True,"['High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
622,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
623,10,9,90.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
624,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
625,5,5,100.0,True,"['Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
626,18,18,100.0,True,"['Low Relevance', 'Irrelevant', 'Irrelevant', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant']","['Low Relevance', 'Irrelevant', 'Irrelevant', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant']"
627,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
628,8,8,100.0,True,"['Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']"
629,6,6,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
630,17,15,88.23529411764706,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance']"
631,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
632,1,1,100.0,True,['Low Relevance'],['Low Relevance']
633,5,4,80.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
634,10,10,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
635,15,15,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
636,7,7,100.0,True,"['Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
637,7,6,85.71428571428571,True,"['High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
638,3,3,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance']"
639,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
640,5,4,80.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
641,14,14,100.0,True,"['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
642,6,6,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
643,6,4,66.66666666666666,True,"['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
644,5,5,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']"
645,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
646,10,9,90.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']"
647,10,7,70.0,True,"['Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
648,3,3,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance']"
649,6,6,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
650,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
651,3,3,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance']"
652,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
653,7,7,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant']"
654,7,7,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
655,15,15,100.0,True,"['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']"
656,4,3,75.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
657,2,2,100.0,True,"['High Relevance', 'Irrelevant']","['High Relevance', 'Irrelevant']"
658,11,10,90.9090909090909,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']"
659,0,0,0.0,False,[],[]
660,10,10,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
661,12,12,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance']"
662,5,3,60.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
663,9,9,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
664,4,4,100.0,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
665,5,5,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
666,12,9,75.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
667,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
668,12,8,66.66666666666666,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
669,12,12,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
670,0,0,0.0,False,[],[]
671,6,6,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
672,7,6,85.71428571428571,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
673,7,5,71.42857142857143,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
674,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
675,0,0,0.0,False,[],[]
676,4,4,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
677,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
678,11,9,81.81818181818183,True,"['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
679,5,5,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
680,5,4,80.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
681,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
682,9,8,88.88888888888889,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
683,5,5,100.0,True,"['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']"
684,6,6,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
685,3,3,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance']"
686,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant']","['Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant']"
687,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
688,7,6,85.71428571428571,True,"['Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
689,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
690,12,12,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
691,9,6,66.66666666666666,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
