ID_corr,separate_relevant,combined_relevant,delta,combined_more_relevance
ID1831,0.0,13,13.0,True
7034,0.0,0,0.0,False
ID1625,0.0,0,0.0,False
ID1428,0.0,0,0.0,False
ID0190,0.0,5,5.0,True
ID1822,0.0,10,10.0,True
ID1841,0.0,0,0.0,False
ID0773,0.0,0,0.0,False
ID0893,0.0,8,8.0,True
ID1135,0.0,0,0.0,False
ID1329,0.0,0,0.0,False
ID1987,0.0,0,0.0,False
7056,0.0,0,0.0,False
7067,0.0,0,0.0,False
ID0242,0.0,0,0.0,False
ID1334,0.0,0,0.0,False
ID1432,0.0,0,0.0,False
ID0595,0.0,0,0.0,False
ID1350,0.0,0,0.0,False
ID0302,0.0,0,0.0,False
ID0442,0.0,0,0.0,False
ID0949,0.0,3,3.0,True
ID1501,0.0,0,0.0,False
ID1617,0.0,0,0.0,False
ID1946,0.0,0,0.0,False
ID1002,0.0,0,0.0,False
ID1230,0.0,0,0.0,False
ID0117,0.0,8,8.0,True
ID0253,0.0,0,0.0,False
7085,0.0,0,0.0,False
ID0652,0.0,0,0.0,False
ID0851,0.0,0,0.0,False
ID1749,0.0,7,7.0,True
ID0326,0.0,0,0.0,False
ID1913,0.0,8,8.0,True
ID1044,0.0,2,2.0,True
ID0421,0.0,0,0.0,False
ID0236,0.0,0,0.0,False
ID1851,0.0,0,0.0,False
ID1310,0.0,5,5.0,True
ID1613,0.0,0,0.0,False
ID1650,0.0,1,1.0,True
ID1387,0.0,0,0.0,False
ID0466,0.0,0,0.0,False
ID1062,0.0,0,0.0,False
7038,0.0,0,0.0,False
ID1392,0.0,0,0.0,False
ID0074,0.0,0,0.0,False
ID0520,0.0,0,0.0,False
ID0130,0.0,0,0.0,False
ID1249,0.0,0,0.0,False
ID1996,0.0,0,0.0,False
ID1578,0.0,0,0.0,False
ID1896,0.0,0,0.0,False
ID1602,0.0,3,3.0,True
ID1565,0.0,7,7.0,True
ID1552,0.0,0,0.0,False
ID0509,0.0,0,0.0,False
ID1347,0.0,0,0.0,False
ID1348,0.0,1,1.0,True
ID0698,0.0,0,0.0,False
ID0719,0.0,0,0.0,False
ID0944,0.0,0,0.0,False
ID1454,0.0,7,7.0,True
ID0526,0.0,5,5.0,True
ID0524,0.0,0,0.0,False
7027,0.0,0,0.0,False
ID0125,0.0,0,0.0,False
ID1837,0.0,8,8.0,True
ID1001,0.0,0,0.0,False
ID0604,0.0,5,5.0,True
ID1750,0.0,3,3.0,True
ID1026,0.0,0,0.0,False
7028,0.0,0,0.0,False
ID0429,0.0,0,0.0,False
ID0405,0.0,0,0.0,False
ID0428,0.0,1,1.0,True
ID0912,0.0,0,0.0,False
7040,0.0,0,0.0,False
ID1778,0.0,0,0.0,False
ID1525,0.0,0,0.0,False
ID0790,0.0,8,8.0,True
ID0627,0.0,0,0.0,False
ID0304,0.0,0,0.0,False
ID0842,0.0,2,2.0,True
ID1005,0.0,8,8.0,True
ID0821,0.0,0,0.0,False
ID1182,0.0,0,0.0,False
ID1204,0.0,0,0.0,False
ID0671,0.0,7,7.0,True
ID0757,0.0,8,8.0,True
ID0047,0.0,0,0.0,False
ID1335,0.0,0,0.0,False
ID0855,0.0,1,1.0,True
ID0166,0.0,3,3.0,True
ID0435,0.0,0,0.0,False
ID1278,0.0,5,5.0,True
ID0598,0.0,0,0.0,False
ID0184,0.0,13,13.0,True
7059,0.0,0,0.0,False
ID0071,0.0,1,1.0,True
ID0193,0.0,4,4.0,True
ID1486,0.0,0,0.0,False
7060,0.0,0,0.0,False
ID1162,0.0,0,0.0,False
ID1633,0.0,4,4.0,True
ID0148,0.0,3,3.0,True
ID1297,0.0,0,0.0,False
ID1340,0.0,0,0.0,False
ID1858,0.0,0,0.0,False
ID0470,0.0,9,9.0,True
ID1110,0.0,0,0.0,False
ID1984,0.0,0,0.0,False
ID0546,0.0,7,7.0,True
ID0363,0.0,0,0.0,False
ID0805,0.0,0,0.0,False
ID0102,0.0,10,10.0,True
7095,0.0,0,0.0,False
ID1252,0.0,3,3.0,True
ID0641,0.0,0,0.0,False
ID1058,0.0,4,4.0,True
ID0733,0.0,0,0.0,False
ID1860,0.0,19,19.0,True
ID0113,0.0,9,9.0,True
ID1345,0.0,6,6.0,True
ID0307,0.0,12,12.0,True
ID0186,0.0,0,0.0,False
ID1829,0.0,0,0.0,False
ID0941,0.0,0,0.0,False
ID0243,0.0,0,0.0,False
ID0702,0.0,0,0.0,False
ID1294,0.0,5,5.0,True
ID1776,0.0,2,2.0,True
7049,0.0,6,6.0,True
ID1015,0.0,0,0.0,False
ID1931,0.0,0,0.0,False
ID1153,0.0,0,0.0,False
ID1448,0.0,0,0.0,False
ID0142,0.0,0,0.0,False
ID1189,0.0,0,0.0,False
ID1596,0.0,0,0.0,False
7037,0.0,0,0.0,False
ID1655,0.0,0,0.0,False
ID0459,0.0,4,4.0,True
ID1032,0.0,0,0.0,False
ID1986,0.0,0,0.0,False
ID1279,0.0,0,0.0,False
7048,0.0,6,6.0,True
ID1919,0.0,0,0.0,False
ID0939,0.0,11,11.0,True
