Origin,QA_ID,Score,Source_preview
ID1266,Merge Q782,0.2313716990033713,"A, Thickening and enlargement of both optic nerves (with greater intensity in the right eye than the left eye)."
ID1966,Merge Q785,0.0,.
ID0421,Merge Q788,0.1915718208388128,.
ID0534,Merge Q790,0.0,.
ID0834,Merge Q794,0.2822425812482834,.
ID0834,Merge Q794,-0.0,"seen.Dome-shaped, red-brown papules and nodules affecting the shoulder (A) and upper extremities (B)"
ID0834,Merge Q794,0.0,of the patient.
ID1244,Merge Q80,0.1853440544672567,.
ID0826,Merge Q812,-0.3154773022950096,.
ID1513,Merge Q82,0.0,.
ID1531,Merge Q827,-0.0,.
ID1022,Merge Q833,-0.0332994015325768,.
ID1797,Merge Q848,0.0,.
ID0602,Merge Q860,0.0,.
ID0726,Merge Q865,-0.0,.
ID1017,Merge Q875,-0.0,.
ID1459,Merge Q885,-0.154089351842011,.
ID1986,Merge Q89,0.0,.
ID1918,Merge Q890,0.0,.
ID1769,Merge Q903,0.0,.
ID0471,Merge Q905,-0.2494120909616918,.
ID0334,Merge Q908,6.837854766168335,"Right, Pigmented, macular rash on plantar surface of left foot."
ID0334,Merge Q908,-0.0,.
ID1887,Merge Q913,-0.1099501677174398,.
ID1970,Merge Q917,0.0,.
ID1077,Merge Q921,1.7146299621653822,This modal can be closed by pressing the Escape key or activating the close button.Obtain a whole-body fluorodeoxyglucos
ID1077,Merge Q921,-0.0147315114736557,Escape will cancel and close the window.This is a modal window.
ID1959,Merge Q930,0.0093057751655578,.
ID0731,Merge Q942,-0.0,Escape will cancel and close the window.This is a modal window.
ID0731,Merge Q942,-0.4243745654821396,This modal can be closed by pressing the Escape key or activating the close button.Perform magnetic resonance imaging of
ID1672,Merge Q983,2.399058380191071,.
ID1574,Merge Q985,0.0,.
ID0467,Merge Q990,-0.0,.
ID1651,Merge Q995,-1.812057575813113,.
