QA_ID,14B_Sentences
Merge_Q1758,"1,2,3,4,6,7"
Merge_Q176,"1,2,3,6,7,8,9"
Merge_Q1765,"1,2,3,4,5,6,7,8"
Merge_Q1767,"1,2,3"
Merge_Q1768,"1,2,3"
Merge_Q177,"1,2,3,4,5,8,9,10"
Merge_Q1771,"1,2,3,4"
Merge_Q1772,"2,7"
Merge_Q1774,"1,2,3,4"
Merge_Q1776,"1,2,3,4"
Merge_Q1777,"5,6"
Merge_Q1778,"1,2,3,4,5,6,7,8"
Merge_Q1779,"1,2,3,4,5,6,7,8,9"
Merge_Q178,"1,2,3,4,5"
Merge_Q1780,"1,2,3,4,5"
Merge_Q1781,"1,2,3,4,5,6"
Merge_Q1782,"1,2,3,4,5,6,7"
Merge_Q1783,"1,2,3,4,5"
Merge_Q1787,"1,2,3,4,5,6"
Merge_Q1789,"1,2,3,4,5,6,7"
Merge_Q179,"1,2,3,4,5,6,10"
Merge_Q1790,"1,2,3,4"
Merge_Q1791,10
Merge_Q1792,"1,2,3,4,5,6"
Merge_Q1794,"1,2,3,4,6"
Merge_Q1795,"1,2,3,4,5"
Merge_Q1796,"1,2,3,4"
Merge_Q1799,"1,2,3,4"
Merge_Q18,"1,2,3,4,5,6,7,8"
Merge_Q180,"1,2,3,4,5,6,7,8,9,10"
Merge_Q1800,"1,2,3,4"
Merge_Q1801,3
Merge_Q1803,"1,2,3,4"
Merge_Q1804,"1,2,3,4,5,6,7,8,9"
Merge_Q1808,"1,2,3,4,5,6,7,8"
Merge_Q181,"1,2,3,4,5,6,7,8,9"
Merge_Q1810,2
Merge_Q1813,"1,2,3,4,5,6"
Merge_Q1814,"1,2,3,5,6,9"
Merge_Q1815,"1,2,3,4,5,6,8,11"
Merge_Q1816,"1,2,3,4,5"
Merge_Q182,"1,2,3,4,7,8,9,10,11,12"
Merge_Q1820,7
Merge_Q1821,2
Merge_Q1825,3
Merge_Q1827,"4,6,8"
Merge_Q1828,"1,2,3,4,5,6,7,8"
Merge_Q183,"1,2,3,4,6,7,8,9,10,11,12,13"
Merge_Q1830,3
Merge_Q1831,"3,7"
Merge_Q1832,"1,2,3,4"
Merge_Q1837,"1,2,3,4,5,6,7"
Merge_Q1843,"4,6"
Merge_Q1848,"1,2,3,4,5,6,7,8"
Merge_Q185,"1,2,3,4,7,8,9,10"
Merge_Q1851,"1,2,3,4,5,6,7"
Merge_Q1852,"1,2,3,4,5,6,7,8"
Merge_Q1854,"1,2,3,4,5,6"
Merge_Q1855,"1,2,3"
Merge_Q1857,"1,2,3,4,5,6,7"
Merge_Q1858,"1,3,4,5,6,7,8,9"
Merge_Q1859,"1,2,3,4,5"
Merge_Q186,"1,4,5,6,7"
Merge_Q1860,"1,2,3,4,5"
Merge_Q1863,"1,2,3,4,5"
Merge_Q1864,"1,2,3,4"
Merge_Q1866,"1,2,3,4"
Merge_Q1868,"1,2,3,4,5,6,7"
Merge_Q1871,"1,2,3,4,5,6,7,8,9"
Merge_Q1872,"2,3,5,6,7,8,9"
Merge_Q1873,"1,2,3,4,5,6"
Merge_Q1875,"1,2,3,4,5,6,7,8,9"
Merge_Q1876,"1,2,3,4,5,6,7"
Merge_Q1877,"1,2,3,4,5,6,7,8"
Merge_Q1879,"1,2,3,4,5"
Merge_Q1880,"1,2,3,4,5,6"
Merge_Q1881,"6,7,10"
Merge_Q1882,"1,2,3,4,5,6,7,10"
Merge_Q1886,7
Merge_Q1887,"1,2,3"
Merge_Q1888,"1,2,3,4,5,6,7"
Merge_Q189,"1,2,3,4,5,6,7,8"
Merge_Q1892,"2,4"
Merge_Q1894,4
Merge_Q1896,11
Merge_Q19,"1,2,3,4,5,6,7,8,9,10"
Merge_Q1901,"1,2,3,4,5,6,7,8,9,10"
Merge_Q1904,"1,2,3,4,5"
Merge_Q1905,"1,2,3,4,5,6,7,8"
Merge_Q1907,"1,2,3,4,5,6,7"
Merge_Q1909,5
Merge_Q191,"1,2,3,4,7,8,9,10,11,12,13,14,15"
Merge_Q1912,9
Merge_Q1914,"1,2,3,4,5,6,7"
Merge_Q1915,"3,5"
Merge_Q1916,"6,7,18"
Merge_Q1917,"1,2,3,4,5"
Merge_Q1918,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q192,5
Merge_Q1921,"1,2,3,4,5,6,7"
Merge_Q1922,5
Merge_Q1925,"1,2,3,4,5"
Merge_Q1927,"7,14"
Merge_Q1928,"1,2,3,4,5,6,7,8,9"
Merge_Q193,"1,2,3,4,5,8,9,10,15,16,17,18,19,20,21"
Merge_Q1934,"4,6"
Merge_Q1937,"1,2,3,4,5,6,7"
Merge_Q1938,"1,2,3,4,5"
Merge_Q194,"1,2,3,4,5,6,7,8,9,10"
Merge_Q1940,"1,3,4,5,6,7"
Merge_Q1942,"1,3,4,5,6,7,8,9"
Merge_Q1943,"1,2,3,4,5,6,7"
Merge_Q1949,"1,2,3,4,5,6,7,8"
Merge_Q195,"1,2,3,4,5,8"
Merge_Q1951,"1,2,3,4,5,6"
Merge_Q1952,"1,2,3,4,5"
Merge_Q1956,"1,2,3,4,5,6,7,8,9"
Merge_Q1959,"1,2,3,4,5,6,7,8,9,10"
Merge_Q196,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q1961,"1,2,3,4"
Merge_Q1962,"1,2,3,4,5,6,7,8,9"
Merge_Q1964,3
Merge_Q1965,"1,2,3,4"
Merge_Q1967,3
Merge_Q1968,"1,2,3,4,5,6"
Merge_Q197,"1,2,3,4,5,6,7"
Merge_Q1971,4
Merge_Q1972,4
Merge_Q1974,"1,2,3,4,5"
Merge_Q1978,2
Merge_Q1981,"1,2,3,4,5"
Merge_Q1982,"1,2,3,4"
Merge_Q1985,"1,2,3,4"
Merge_Q1987,"4,6"
Merge_Q199,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q1991,"1,2,3,4,5,6"
Merge_Q1996,"1,4,5,6"
Merge_Q1999,"5,6"
Merge_Q20,"1,2,3,4,5,6,11,12,13"
Merge_Q200,"1,2,3,4,5,8"
Merge_Q2001,"1,2,3,4,5"
Merge_Q2002,"1,2,3,4,5,6,7,10"
Merge_Q2003,"1,2,3,4,5"
Merge_Q2004,"1,2,3,4,5,6,7"
Merge_Q2005,"1,2,3,4,5,6,7"
Merge_Q2006,"1,2,3,4"
Merge_Q2007,"1,2,3,4"
Merge_Q2009,"1,2,3,4"
Merge_Q2010,"1,2,3,4,5"
Merge_Q2016,"1,2,3,4,5,6,7,8,10"
Merge_Q2021,"1,2,3,4"
Merge_Q2022,"1,2,3"
Merge_Q2027,"1,2,3"
Merge_Q2028,"1,2,3,4,5"
Merge_Q2030,"1,2,3,4,5,6"
Merge_Q2031,"1,2,3,4"
Merge_Q2033,"1,2,3,4,5,6,8,9"
Merge_Q2034,"1,2,3,4,5,6,7"
Merge_Q2035,"2,5,10"
Merge_Q2036,"1,2,3,4,5,6"
Merge_Q2037,"1,2,3,4,5"
Merge_Q204,"1,2,3,4,5,6,7,8"
Merge_Q2042,"1,2,3,4,5,6,7,8,9"
Merge_Q2043,"1,2,3,4,5,6,7"
Merge_Q2045,"6,8,10"
Merge_Q205,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q2050,"1,2,3,4,5"
Merge_Q2053,"1,2,3,4"
Merge_Q2056,3
Merge_Q2060,"1,2,3,4,5,6"
Merge_Q2061,"1,2,3,4,5,6,7,8"
Merge_Q2067,"1,2,3,4"
Merge_Q2068,"1,2,3,4,5,6,7,8,9"
Merge_Q2072,"1,2,3,4"
Merge_Q2074,3
Merge_Q2076,"1,2,3"
Merge_Q2077,"1,2,3"
Merge_Q2079,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q208,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16"
Merge_Q2080,"1,2,3,4,5,6"
Merge_Q2082,8
Merge_Q2083,"1,2,3,4,5,6,7"
Merge_Q2084,"1,2,3,4,5,6,7,8,9"
Merge_Q2085,"1,2,3,4,5,6"
Merge_Q2086,"1,2,3,4,5,6"
Merge_Q2088,"1,2,3,4,5"
Merge_Q209,"1,2,3,6,7,8,9,12,13"
Merge_Q2090,"4,6,8,10"
Merge_Q2093,"1,2,3,4,5,6,8"
Merge_Q2094,"1,2,3,4,5"
Merge_Q2095,"1,2,3,4,6"
Merge_Q2096,"1,2,3,4,5,6,7,8,9"
Merge_Q2098,"1,2,3,4,5,6,7"
Merge_Q2099,"1,2,3,4,5,6,7"
Merge_Q210,"1,2,4,5,6,7,8,9"
Merge_Q2102,6
Merge_Q2104,3
Merge_Q211,"1,2,3,4,5,6,7,10,11,12,15"
Merge_Q2111,"1,2,3,4,5"
Merge_Q2114,"1,2,3,4,5,6,7,8"
Merge_Q2115,"1,2,3,4,5,6,7,8"
Merge_Q2116,"1,2,3,4,5"
Merge_Q2118,"1,2,3,4"
Merge_Q2119,"1,2,3,4"
Merge_Q212,"1,2,3,4,9,10,11,12,13"
Merge_Q2120,"1,2,3,4,5"
Merge_Q2122,"1,2,3,4"
Merge_Q2123,"1,2,3,4"
Merge_Q2125,"1,2,3,4,5"
Merge_Q2126,"1,2,3,4,5,6"
Merge_Q2127,"1,2,3"
Merge_Q213,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q2130,3
Merge_Q2132,"1,2,3,4,5,6,7,9,10,11"
Merge_Q2134,"1,2,3,4"
Merge_Q2136,"1,2,3,4,5,6,7,8,10,11,12,13,14"
Merge_Q2138,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q214,"1,2,3,4,5,6,7,8,9,10,13,14"
Merge_Q2143,"1,2,3,4,5,6"
Merge_Q2145,"1,2,3"
Merge_Q2147,"1,2,3,4,5"
Merge_Q215,"1,2,5,6,7,8"
Merge_Q2157,"1,2,3,4,5"
Merge_Q216,"1,2,3,6,7,8,9,10,11,14,15"
Merge_Q2160,"5,6,10"
Merge_Q2163,"5,10"
Merge_Q2165,"1,2,3,4,5"
Merge_Q2166,"1,2,3,4,5,6,7,8"
Merge_Q2167,"1,2,3,4"
Merge_Q2170,"5,6,8,9,10"
Merge_Q2171,"1,2,3,4,5,6"
Merge_Q2172,4
Merge_Q2176,"4,5,6,8,9,10"
Merge_Q2177,"1,2,3,4"
Merge_Q2187,"1,2,3,4,5,6"
Merge_Q2188,"4,9"
Merge_Q219,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q2191,"1,2,3,4"
Merge_Q2192,"1,2,3,4,5,6,7,8,10"
Merge_Q2193,"1,2,3,4,6,7,8"
Merge_Q2194,"4,7,10"
Merge_Q2195,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2197,"1,2,3,4,5,6,10"
Merge_Q22,6
Merge_Q2200,"1,2,3,4,5"
Merge_Q2202,"1,2,3,4,5"
Merge_Q2203,"1,2,3,4,5,6,7"
Merge_Q2204,"1,2,3,4,5,6"
Merge_Q2207,"1,2,3,4"
Merge_Q2208,3
Merge_Q221,"1,2,3,4,5,6,8,10,11,12,13,14,15,18"
Merge_Q2214,3
Merge_Q2216,10
Merge_Q222,"1,2,3,6,7,8"
Merge_Q2220,"1,2,3,4,5"
Merge_Q2221,"1,2,3,4,5,6"
Merge_Q2222,"1,2,3,4,5,6"
Merge_Q2229,"1,2,3,4,5,6,7,8,9,10"
Merge_Q223,"1,2,3,4,5,6"
Merge_Q2231,"1,2,3,4,5,6,7,8"
Merge_Q2233,6
Merge_Q2234,"1,2,3"
Merge_Q2235,"1,2,3,4,5,6,7"
Merge_Q2236,"1,2,3,4,6,9"
Merge_Q2237,"1,2,3,4,8"
Merge_Q224,"1,4,5,7,8,14,15,16"
Merge_Q2241,"1,2,3,4,5,6,7"
Merge_Q2242,"1,2,3"
Merge_Q2243,"1,2,3"
Merge_Q2246,"1,2,4,5,6,9"
Merge_Q2250,"8,10"
Merge_Q2253,"1,2,3"
Merge_Q2254,"1,2,3,4"
Merge_Q2255,"1,2,3,4,5,6,7,10"
Merge_Q2256,"1,2,3,4,5"
Merge_Q2257,"1,2,3,4,5,10"
Merge_Q2259,"5,8"
Merge_Q226,"1,6,7,10,11,12,13,14,15,16,17,18"
Merge_Q2261,"1,2,3,4,5,6,7"
Merge_Q2265,"1,2,3,4,5"
Merge_Q2267,5
Merge_Q227,"1,2,3,4,5,6,7"
Merge_Q2273,"1,2,3"
Merge_Q2279,"1,2,3,4"
Merge_Q228,"1,2,3,4,9"
Merge_Q2281,"1,2,3,4,5,6,7"
Merge_Q2282,"1,2,3,4,5,6,7"
Merge_Q2283,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2287,"5,10"
Merge_Q229,"1,4,5,6,7,8,9,10"
Merge_Q2292,"1,2,3,4,5,6,7"
Merge_Q2293,6
Merge_Q2294,"1,2,3,4,5,6,7"
Merge_Q2295,"1,2,3"
Merge_Q2296,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q2299,"1,2,3,4,5"
Merge_Q23,"1,2,3,4,5,6,9"
Merge_Q230,"1,2,3,6,7,8,20"
Merge_Q2301,"1,2,3,4,5,6"
Merge_Q2310,"1,2,3,4"
Merge_Q2311,"1,2,4"
Merge_Q2313,"1,2,3,4,5,6,7"
Merge_Q2314,7
Merge_Q2315,"5,6"
Merge_Q2319,"1,2,3,4"
Merge_Q232,"1,2,3,4,7,8,9,10,11,12,13,14,15,16"
Merge_Q2321,"1,2,3,4,5,6,7"
Merge_Q2322,2
Merge_Q2323,7
Merge_Q2324,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2325,"1,2,3,4,5,6,7"
Merge_Q2327,"1,2,3,4,5,6"
Merge_Q2329,"1,2,3,4,5,6,7,8,9,10"
Merge_Q233,"17,20"
Merge_Q2336,"1,2,3"
Merge_Q2337,"1,2,3,4,5,6,7"
Merge_Q2338,"1,2,3,4,5,6,7"
Merge_Q2339,4
Merge_Q2342,4
Merge_Q2345,"1,2,3,4,5,6,7"
Merge_Q235,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q2355,"1,2,3,4,5"
Merge_Q2357,4
Merge_Q236,"1,2,3,4,5,6,7,8,9"
Merge_Q2361,"1,2,3,4,5,6"
Merge_Q2366,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q2367,"1,2,3,4"
Merge_Q2368,"1,2,3,4,5,6"
Merge_Q2369,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q237,"1,2,3,5,6,7,8"
Merge_Q2370,"1,2,3,4,5,6,8,9"
Merge_Q2373,"1,2,3,4,5,6,7,8"
Merge_Q2376,"1,2,3,4,5,6,8,11"
Merge_Q2377,"1,2,3,4"
Merge_Q2379,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q238,"1,2,3,4,5,8,9,10,11,12,15"
Merge_Q2383,"1,2,3,4,5"
Merge_Q2384,"1,2,3,4,6,7,8,9,10"
Merge_Q239,"1,2,3,4,5,10"
Merge_Q2393,"3,4,5,10"
Merge_Q2397,"1,2,3,4,5,6"
Merge_Q2398,"5,6"
Merge_Q24,"1,2,3,4,7,8,9,10,11,12,15,16,17,18"
Merge_Q240,"1,2,3,4,5,8,9,10,11,14"
Merge_Q2400,"1,2,3"
Merge_Q2402,"1,2,3,4,5,6,7"
Merge_Q2405,"1,2,3,4,5,6,7,8"
Merge_Q2408,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q2409,"1,2,3,4,5,6"
Merge_Q2412,"1,2,3,4,5,6,7"
Merge_Q2413,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q2414,"1,2,3,4,5,6,7"
Merge_Q2415,"1,2,3,4,5"
Merge_Q2418,"1,2,3,4,5"
Merge_Q2424,2
Merge_Q2427,3
Merge_Q2431,"1,2,3,4,5,6,7,8"
Merge_Q2432,3
Merge_Q2435,"1,2,3,4,5,6,7,10"
Merge_Q2437,"1,2,3,4,5"
Merge_Q2438,"1,2,3,4,5,6,7,8"
Merge_Q2444,"1,2,3,4"
Merge_Q2445,"8,9,10"
Merge_Q2448,"1,2,3,4"
Merge_Q245,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q2450,"1,2,3,4,5"
Merge_Q2456,"1,2,3,4,5,6,7,8"
Merge_Q2457,"1,2,3,4,5,6,7,8,9,10"
Merge_Q246,"1,2,3,4,5,6,9,10,11,14,15,16"
Merge_Q2463,"1,2,3,4,5,6,7"
Merge_Q2466,"1,2,3,4,5,6"
Merge_Q2468,3
Merge_Q2473,"1,2,3,4,5,6"
Merge_Q2476,"1,2,3"
Merge_Q248,"1,2,3,4,9,10,11"
Merge_Q2481,"1,2,3,4,5,6,7"
Merge_Q2486,"2,4"
Merge_Q2487,"1,2,3,4,5"
Merge_Q2489,"1,2,3,4"
Merge_Q249,"1,2,3,4,5,6,7,8"
Merge_Q2490,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2492,"1,2,3,4,5,6"
Merge_Q2493,"1,2,3,4,5,6,7"
Merge_Q2494,"1,2,3,4,5"
Merge_Q2495,"1,2,3,4,5,6,7,8,10"
Merge_Q2497,"1,2,3,4"
Merge_Q25,"1,2,3,4,5,6,7"
Merge_Q250,"1,2,3,4,5,6,7,8,9,10,13"
Merge_Q2500,"1,2,3,4,5,6,8,10"
Merge_Q2509,"1,2,3"
Merge_Q251,"1,2,3,4,5,8,9,10,11"
Merge_Q2510,"1,2,3,4,5,6,7"
Merge_Q2511,"1,2,3,4,5,6"
Merge_Q2515,"1,2,3,4,5,6,7"
Merge_Q2516,"1,2,3,4,5,6,7"
Merge_Q2517,"1,2,3,4,5,6,7"
Merge_Q2519,"1,2,3,4,6,8"
Merge_Q2520,"1,2,3,4"
Merge_Q2523,6
Merge_Q2526,"1,2,3,4,5,6,7"
Merge_Q2527,"1,2,3"
Merge_Q2528,3
Merge_Q2533,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2534,"1,2,3"
Merge_Q2536,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q2537,"1,2,3,4,5"
Merge_Q2539,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q254,"1,2,4,5,6,7,8,9,10,11"
Merge_Q2540,"1,2,3,4,5"
Merge_Q2542,"1,2,3,4"
Merge_Q2544,"1,2,3,4"
Merge_Q2548,"1,2,3,4,5,6"
Merge_Q2549,"1,2,3,4,5"
Merge_Q255,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q2550,"1,2,3,4,5"
Merge_Q2551,11
Merge_Q2552,"1,2,3"
Merge_Q2553,4
Merge_Q256,"1,2,3,4,5,6,7,10,11,14"
Merge_Q2566,6
Merge_Q2567,"1,2,3,4,5,6"
Merge_Q2568,"1,2,3,4,5,6"
Merge_Q2569,"1,2,3,4,5,6,7,8"
Merge_Q257,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2579,"1,2,3,4,5,6"
Merge_Q258,"1,2,5,7,12,14,15"
Merge_Q2580,5
Merge_Q2582,"1,2,3,4,5,6"
Merge_Q2584,"1,2,3,4"
Merge_Q2585,"6,8,10"
Merge_Q2589,"1,2,3,4,5"
Merge_Q2593,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2594,"1,2,3,4,5,6"
Merge_Q2595,"1,2,3,4,5,6,7"
Merge_Q2596,"1,2,3,4,5,6,7"
Merge_Q2597,"1,2,3,4,5,6,7"
Merge_Q26,"1,2,3,6,7,10,11,12"
Merge_Q260,"1,2,3,4,5,8"
Merge_Q2601,"1,2,3,4,5"
Merge_Q2606,"1,2,3,4,5,6"
Merge_Q2607,"1,2,3"
Merge_Q2608,"1,2,3,4,5"
Merge_Q2609,"1,2,3,4,5,6,7"
Merge_Q261,"1,2,3,4,5,6,7,8,9,12,13,14,15,16"
Merge_Q2614,"1,2,3,4,5,6"
Merge_Q2618,"1,2,3,4,5"
Merge_Q262,"1,2,3,4,5,6,7,8"
Merge_Q2621,"1,2,3,4,5"
Merge_Q2622,"1,2,3,4,5"
Merge_Q2625,"1,2,3,4,5,6,7"
Merge_Q263,"1,2,3,6,7"
Merge_Q2630,"1,2,3,4,5,6,7,8,10"
Merge_Q2632,10
Merge_Q2635,"1,2,3,4,5,6,7"
Merge_Q2636,"1,2,3,4"
Merge_Q2639,"1,2,3,4,5,6"
Merge_Q264,"1,2,3,4,7,8,9"
Merge_Q2641,"8,9,10"
Merge_Q2643,"1,2,3,4,5,6,7,8,9"
Merge_Q2645,4
Merge_Q265,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q2652,"1,2,3,4,5,6"
Merge_Q2653,"1,2,3,4,5"
Merge_Q2655,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2657,"1,2,3,4,5,6,7,8,9"
Merge_Q266,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q2663,"1,2,3,4,5,6,7,8,9"
Merge_Q2668,4
Merge_Q2669,"1,2,3,4,5,6"
Merge_Q267,"1,2,3,4,5,6,9,10,11"
Merge_Q2670,"1,2,3,4,5,6"
Merge_Q2671,6
Merge_Q2672,"1,2,3,4,5,6"
Merge_Q2673,"1,2,3,4"
Merge_Q2678,"1,2,3"
Merge_Q268,7
Merge_Q2684,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q2686,"1,2,3,4,5,6"
Merge_Q269,"1,2,3,4,5,6,8,9,10,12,13"
Merge_Q2692,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2695,5
Merge_Q2697,"1,2,3,4"
Merge_Q2699,4
Merge_Q27,"1,2,3,4,8"
Merge_Q2703,"1,2,3,4,5,6,7,8,9"
Merge_Q2704,"1,2,3,4,5,6,7"
Merge_Q2705,"1,2,3,4,5,6,7,8"
Merge_Q2709,"1,2,3"
Merge_Q2710,"1,2,3,4,5,6,7,10,11"
Merge_Q2711,"1,2,3,4,5,10"
Merge_Q2716,"1,2,3,4,5,6"
Merge_Q2717,"2,6"
Merge_Q2719,6
Merge_Q272,"1,2,3,4,7,8,11,12"
Merge_Q2722,"1,2,3"
Merge_Q2724,"1,2,4,5,6,7"
Merge_Q2725,"1,2,3,4,5,6"
Merge_Q273,"1,2,3,4,5,6,7,8,9,10,11,14,15,16"
Merge_Q2732,"1,2,3,4,5,6,7,8"
Merge_Q2733,8
Merge_Q2739,9
Merge_Q2741,9
Merge_Q2742,"1,2,3,4,5,6,7,8,9"
Merge_Q2744,11
Merge_Q2746,"1,2,3,4,5,6"
Merge_Q275,"1,2,3,4,5,8,9,10,11"
Merge_Q2750,"1,2,3,5,6,7,8,10"
Merge_Q2751,11
Merge_Q2753,"1,2,3,4"
Merge_Q2756,"1,2,3,4"
Merge_Q2757,"3,5,8"
Merge_Q276,"1,2,3,4,5,6,7"
Merge_Q2761,4
Merge_Q2763,"1,2,3,4"
Merge_Q2764,"1,2,3,4,5,6,7,8,9"
Merge_Q2766,"1,2,3,4,5,6"
Merge_Q2767,"1,2,3,4,5,6,7,8"
Merge_Q2770,"1,2,3,4"
Merge_Q2772,"1,2,3,4"
Merge_Q2773,"1,2,3,4,5,6,10"
Merge_Q278,"1,2,5,6,7,8,11,12"
Merge_Q2780,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q2783,"1,2,3,4"
Merge_Q2787,"1,2,3,4,5"
Merge_Q279,"1,2,3,4,5,6,7,11"
Merge_Q2790,"1,2,3,4"
Merge_Q2794,"1,2,3,4,5,6"
Merge_Q2795,6
Merge_Q2796,"1,2,3,4,5,6"
Merge_Q2798,3
Merge_Q2807,6
Merge_Q2808,"1,2,3,4,5,6,7,8"
Merge_Q281,"1,2,3,6,7,8,9,10,11"
Merge_Q2813,"1,2,3,4,5"
Merge_Q2814,"1,2,3,4,5,6,7,8"
Merge_Q2815,"1,2,3,4,5"
Merge_Q282,"1,2,3,4,7,8,9"
Merge_Q2820,"1,2,3,4,5,6,7,8,9"
Merge_Q2822,"1,2,3,4,5,6"
Merge_Q2823,"1,2,3,4"
Merge_Q2826,"1,2,3,4"
Merge_Q2828,"1,2,3"
Merge_Q2829,8
Merge_Q2831,"1,2,3,4,5,7,8,9,10,11,12"
Merge_Q2834,"1,2,3,4,5,6"
Merge_Q2836,"1,2,3,4,5,6,7"
Merge_Q2838,"1,2,3,4,5"
Merge_Q284,"1,2,3,6,7,8,9,12"
Merge_Q2840,"5,6"
Merge_Q2842,"3,5,10"
Merge_Q285,"1,2,3,4,5,8,9,10"
Merge_Q2851,"6,10"
Merge_Q2852,"1,2,3,4,5,6,7"
Merge_Q2854,"1,2,3,4,5,6,7,8"
Merge_Q2855,"1,2,3,5,6,7,8,9"
Merge_Q2856,"1,2,3,4,5,6"
Merge_Q2857,"1,2,3"
Merge_Q286,"1,2,3,4,5,6,9,10,11"
Merge_Q2860,"1,2,3,4"
Merge_Q2861,5
Merge_Q2863,"1,2,3,4,5,6"
Merge_Q2864,"1,2,3,4"
Merge_Q2865,"1,2,3,4,5,6,7,10"
Merge_Q2867,3
Merge_Q2868,"1,2,3"
Merge_Q287,"1,2,3,4,5,6,7,8"
Merge_Q2870,"1,2,3,4,5,6,7,8"
Merge_Q2877,"1,2,3"
Merge_Q288,"1,2,3,4,5,6,7,8,9"
Merge_Q2880,"1,2,3,4,5,6"
Merge_Q2882,"1,2,3,4,5,6,7"
Merge_Q2883,"1,2,3,4,5,6,7"
Merge_Q2884,"5,6,8"
Merge_Q2885,"1,2,3"
Merge_Q2886,5
Merge_Q2888,"1,2,3,4,5,6,7"
Merge_Q2889,3
Merge_Q2890,"1,2,3,4,5,6,7"
Merge_Q2891,"1,2,3,4,5,6"
Merge_Q2892,3
Merge_Q2896,"1,2,3,4,5,6,7"
Merge_Q2898,"1,2,3,4,5,7,8,9,10"
Merge_Q29,"1,2,5,6,7,8,9,10,13,14,15"
Merge_Q290,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2900,"1,2,3,4,5"
Merge_Q2901,"1,2,3,4,5,6,7"
Merge_Q2904,6
Merge_Q2905,"1,2,3,4"
Merge_Q2908,"1,2,3,4,5"
Merge_Q291,"1,2,3,4,7,8,9,10,13,14,17,18,19,20,21"
Merge_Q2910,7
Merge_Q2911,"1,2,3,4,5,6"
Merge_Q2913,"1,2,3,4,5,6,7,8,9"
Merge_Q2917,"1,2,3,4,5,6,8"
Merge_Q292,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q2920,"1,2,3,4,5,6"
Merge_Q2921,"1,2,3,4,5"
Merge_Q2923,3
Merge_Q2925,"1,2,3,4"
Merge_Q2927,7
Merge_Q293,"1,2,3,4,5,6,7,10,11,12,17,18,19,20,21"
Merge_Q2930,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2931,"4,6,8"
Merge_Q2933,9
Merge_Q2934,"1,2,3,4,5,6,7,8,9,10"
Merge_Q2935,"3,5"
Merge_Q2936,"1,2,3,4,5,6"
Merge_Q2938,"1,2,3,4,5,6,7,8,9"
Merge_Q2940,"1,2,3,4,5,6"
Merge_Q2947,5
Merge_Q295,"1,2,6,7,8,11,12,13,15,18,19"
Merge_Q2951,"1,2,3,4,5"
Merge_Q2953,"1,2,3"
Merge_Q2958,"1,2,3,4"
Merge_Q2959,"1,2,3,4"
Merge_Q2962,"1,2,3,4,5,6,7,8"
Merge_Q2964,"1,2,3,4,5,6,7"
Merge_Q2967,"1,2,3,4"
Merge_Q2969,5
Merge_Q297,"1,2,3,4,5,6,7"
Merge_Q2972,"4,6"
Merge_Q2973,"1,2,3,4,5,6,7,8,9"
Merge_Q2979,"1,2,3,4"
Merge_Q298,"1,2,3,4,5,6"
Merge_Q2982,"1,2,3,4,5,6"
Merge_Q2983,"1,2,3,4,5,6,7"
Merge_Q2984,"1,2,3,4,5,6,7,8,9"
Merge_Q2986,"5,6,8,10"
